step,time,a,epsilon_mean,residue_mean
9200,9.200000000000001,0.5239861993099655,0.0753236669404214,0.06196787150212736
9300,9.3,0.5209860493024652,0.07469436361766768,0.06152855339573608
9400,9.4,0.5179858992949647,0.07406468541257683,0.06108671162520134
9500,9.5,0.5149857492874643,0.07343481350212938,0.06064252392428296
9600,9.6,0.511985599279964,0.07280492639155625,0.060196164730848045
9700,9.700000000000001,0.5089854492724637,0.0721751998491034,0.059747805284346936
9800,9.8,0.5059852992649632,0.07154580684382454,0.059297613712115976
9900,9.9,0.5029851492574628,0.07091691748649895,0.05884575510554403
10000,10.0,0.4999849992499625,0.07028869897374493,0.05839239158706492
10100,10.1,0.4969848492424621,0.0696613155353775,0.05793768236886709
10200,10.200000000000001,0.49398469923496174,0.06903492838503904,0.057481783804145634
10300,10.3,0.4909845492274614,0.0684096956741145,0.05702484943165963
10400,10.4,0.487984399219961,0.06778577244892808,0.05656703001429898
10500,10.5,0.48498424921246064,0.06716331061120595,0.0561084735723105
10600,10.6,0.4819840992049602,0.06654245888177845,0.05564932541178154
10700,10.700000000000001,0.47898394919745985,0.06592336276748686,0.055189728148932186
10800,10.8,0.4759837991899595,0.06530616453125104,0.05472982173072154
10900,10.9,0.4729836491824591,0.06469100316524942,0.0542697434522329
11000,11.0,0.46998349917495874,0.06407801436715663,0.053809627971263374
11100,11.1,0.4669833491674584,0.06346733051938036,0.05334960732050782
11200,11.200000000000001,0.463983199159958,0.06285908067123562,0.05288981091769314
11300,11.3,0.46098304915245764,0.06225339052399245,0.05243036557398834
11400,11.4,0.4579828991449572,0.06165038241873064,0.05197139550098688
11500,11.5,0.45498274913745684,0.06105017532693455,0.05151302231653084
11600,11.6,0.4519825991299565,0.06045288484375963,0.05105536504962237
11700,11.700000000000001,0.4489824491224561,0.05985862318390238,0.050598540144644585
11800,11.8,0.44598229911495574,0.05926749918000504,0.05014266146509326
11900,11.9,0.44298214910745537,0.05867961828352705,0.049687840297001185
12000,12.0,0.439981999099955,0.05809508256801517,0.04923418535221917
12100,12.1,0.43698184909245463,0.05751399073470535,0.04878180277170112
12200,12.200000000000001,0.4339816990849542,0.05693643812039009,0.04833079612892546
12300,12.3,0.43098154907745384,0.0563625167074856,0.04788126643357124
12400,12.4,0.42798139906995347,0.055792315136234824,0.04743331213555431
12500,12.5,0.4249812490624531,0.055225918718982386,0.046987029129517216
12600,12.6,0.42198109905495274,0.05466340945645978,0.04654251075985577
12700,12.700000000000001,0.41898094904745237,0.054104866056019066,0.046099847826355025
12800,12.8,0.415980799039952,0.05355036395175529,0.04565912859049856
12900,12.9,0.41298064903245163,0.052999975326458275,0.04522043878250645
13000,13.0,0.4099804990249512,0.052453769135336066,0.044783861609149794
13100,13.1,0.40698034901745084,0.051911811131452504,0.04434947776238253
13200,13.200000000000001,0.40398019900995047,0.05137416389282316,0.04391736542882496
13300,13.3,0.4009800490024501,0.05084088685111407,0.043487600300127605
13400,13.4,0.39797989899494973,0.050312036321889034,0.04306025558423847
13500,13.5,0.39497974898744936,0.049787665536351625,0.04263540201759196
13600,13.6,0.391979598979949,0.04926782467452899,0.042213107878233416
13700,13.700000000000001,0.3889794489724486,0.048752560899845095,0.04179343899988887
13800,13.8,0.3859792989649482,0.048241918395031606,0.04137645878698582
13900,13.9,0.38297914895744783,0.04773593839932522,0.04096222823062788
14000,14.0,0.37997899894994747,0.047234659246900595,0.04055080592552239
14100,14.1,0.3769788489424471,0.0467381164064886,0.040142248087857615
14200,14.200000000000001,0.37397869893494673,0.04624634252212986,0.03973660857412342
14300,14.3,0.37097854892744636,0.04575936745501382,0.03933393890086699
14400,14.4,0.367978398919946,0.04527721832635423,0.038934288265372666
14500,14.5,0.36497824891244557,0.04479991956125158,0.038537703567253306
14600,14.6,0.3619780989049452,0.044327492933493626,0.0381442294309387
14700,14.700000000000001,0.35897794889744483,0.04385995761124556,0.037753908229044446
14800,14.8,0.35597779888994446,0.043397330203580664,0.03736678010660374
14900,14.9,0.3529776488824441,0.04293962480780364,0.03698288300614272
15000,15.0,0.3499774988749437,0.042486853057517676,0.03660225269357871
15100,15.1,0.34697734886744336,0.04203902417138769,0.03622492278491975
15200,15.200000000000001,0.343977198859943,0.04159614500255107,0.03585092477374237
15300,15.3,0.34097704885244257,0.041158220088628295,0.03548028805942385
15400,15.4,0.3379768988449422,0.040725251702285706,0.035113039976104155
15500,15.5,0.33497674883744183,0.0402972399023023,0.03474920582235176
15600,15.6,0.33197659882994146,0.039874182585093454,0.03438880889150703
15700,15.700000000000001,0.3289764488224411,0.03945607553664392,0.03403187050267603
15800,15.8,0.3259762988149407,0.03904291248480303,0.033678410032347006
15900,15.9,0.32297614880744036,0.03863468515189504,0.03332844494660096
16000,16.0,0.31997599879994,0.038231383307597934,0.032981990833887864
16100,16.1,0.31697584879243956,0.03783299482204433,0.03263906143833872
16200,16.2,0.3139756987849392,0.03743950571909803,0.03229966869358396
16300,16.3,0.3109755487774388,0.03705090022976088,0.03196382275704805
16400,16.4,0.30797539876993846,0.03666716084566403,0.031631532044689784
16500,16.5,0.3049752487624381,0.03628826837259892,0.03130280326615753
16600,16.6,0.3019750987549377,0.03591420198404344,0.030977641460328748
16700,16.7,0.29897494874743735,0.0355449392746391,0.030656050031202295
16800,16.8,0.29597479873993693,0.03518045631357593,0.030338030784112624
16900,16.9,0.2929746487324366,0.034820727697842155,0.030023583962234413
17000,17.0,0.2899744987249362,0.03446572660529652,0.02971270828334622
17100,17.1,0.2869743487174359,0.03411542484752167,0.029405400976821913
17200,17.2,0.28397419870993545,0.03376979292241793,0.0291016578208185
17300,17.3,0.28097404870243503,0.03342880006649748,0.028801473179629063
17400,17.400000000000002,0.2779738986949347,0.03309241430683986,0.028504840041169786
17500,17.5,0.2749737486874343,0.032760602512670364,0.028211750054569995
17600,17.6,0.271973598679934,0.03243333044652423,0.027922193567834555
17700,17.7,0.26897344867243356,0.03211056281496023,0.02763615966554807
17800,17.8,0.26597329866493324,0.03179226331878815,0.027353636206590565
17900,17.900000000000002,0.2629731486574328,0.03147839470277612,0.027074609861834933
18000,18.0,0.2599729986499325,0.031168918804804456,0.02679906615179636
18100,18.1,0.2569728486424321,0.030863796604433946,0.026526989484204667
18200,18.2,0.25397269863493166,0.030562988270857724,0.026258363191470853
18300,18.3,0.25097254862743135,0.030266453210207024,0.025993169568019437
18400,18.400000000000002,0.24797239861993092,0.029974150112182275,0.025731389907458966
18500,18.5,0.2449722486124306,0.029686036995982358,0.02547300453956328
18600,18.6,0.24197209860493019,0.02940207125550607,0.02521799286703695
18700,18.7,0.23897194859742987,0.02912220970380104,0.024966333402038757
18800,18.8,0.23597179858992945,0.028846408616736943,0.024718003802437688
18900,18.900000000000002,0.23297164858242903,0.02857462377588082,0.024472980907776692
19000,19.0,0.2299714985749287,0.02830681051055401,0.024231240774920032
19100,19.1,0.2269713485674283,0.028042923739051314,0.023992758713360735
19200,19.2,0.22397119855992798,0.027782918009004495,0.023757509320165522
19300,19.3,0.22097104855242755,0.027526747536873595,0.023525466514535187
19400,19.400000000000002,0.21797089854492724,0.02727436624655094,0.023296603571959305
19500,19.5,0.21497074853742681,0.02702572780706395,0.02307089315794479
19600,19.6,0.2119705985299264,0.02678078566936444,0.022848307361298816
19700,19.7,0.20897044852242608,0.026539493102193373,0.022628817726947345
19800,19.8,0.20597029851492565,0.02630180322701135,0.022412395288271283
19900,19.900000000000002,0.20297014850742534,0.02606766905198654,0.022199010598943344
