step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00278891,0.00244746,13780,0.00278808,0.0356827,0.00977545,0.210266
100,0.900963,0.0030499,51173,0.176465,0.850222,0.011129,0.780838
200,2.82573,0.00350515,55249,0.240033,0.983977,0.0126833,0.843033
300,4.60708,0.00660495,54947,0.272455,0.940925,0.0140794,0.838425
400,5.9957,0.00982455,54912,0.291918,0.990629,0.0154397,0.837891
500,7.04324,0.00709122,55110,0.305154,0.959057,0.0168373,0.840912
600,7.87479,0.00499103,55391,0.315604,1.02488,0.0179674,0.8452
700,8.48058,0.0136218,55528,0.321492,1.06332,0.0189441,0.84729
800,9.00592,0.00845763,55756,0.32628,1.0932,0.0198772,0.850769
900,9.47575,0.0070135,56002,0.332197,1.09239,0.0209881,0.854523
1000,9.8721,0.00439968,56185,0.338087,1.09315,0.0221387,0.857315
1100,10.4816,0.00238853,56443,0.345837,1.07725,0.0231222,0.861252
1200,10.9941,0.00545382,56593,0.350491,1.02001,0.0238566,0.863541
1300,11.4365,0.00474816,56760,0.35469,1.07316,0.0245029,0.866089
1400,11.9951,0.00441651,56926,0.359455,1.05797,0.0253168,0.868622
1500,12.5404,0.00485001,57224,0.362533,1.05912,0.0262002,0.873169
1600,13.0486,0.00403839,57388,0.36725,1.11163,0.0272934,0.875671
1700,13.5284,0.00299571,57646,0.371518,1.0727,0.0283744,0.879608
1800,13.9727,0.00255562,57764,0.374774,1.05644,0.0294039,0.881409
1900,14.4829,0.00473816,57913,0.378435,1.08396,0.0301144,0.883682
1999,14.8876,0.00695116,58082,0.380305,1.07138,0.0309668,0.886261
