step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00163916,0.000820464,6843,0.00163811,0.0357288,0.00094138,0.104416
100,0.33803,0.000362221,40554,0.0984379,0.814343,0.00132385,0.618805
200,1.19491,0.00356007,49733,0.172033,0.859392,0.00226734,0.758865
300,2.32154,0.00301109,51381,0.211457,0.917247,0.00311841,0.784012
400,3.28513,0.00592279,52127,0.234407,0.979434,0.00361737,0.795395
500,4.13778,0.00413891,52500,0.253752,1.04736,0.00388865,0.801086
600,4.8278,0.00438173,52995,0.264257,0.985979,0.00423973,0.80864
700,5.44743,0.00202219,53379,0.276198,0.975642,0.00437873,0.814499
800,5.91131,0.00333951,53683,0.283422,1.10206,0.00456267,0.819138
900,6.33509,0.00590712,53952,0.291408,1.00083,0.00483593,0.823242
1000,6.74901,0.00269169,54166,0.295652,1.03842,0.0052546,0.826508
1100,7.08559,0.00249575,54417,0.301575,1.07276,0.00578211,0.830338
1200,7.46006,0.0013618,54586,0.308723,1.12503,0.00608828,0.832916
1300,7.82182,0.00598417,54808,0.312485,1.05461,0.00628257,0.836304
1400,8.22393,0.00140235,55124,0.318232,1.10849,0.00655902,0.841125
1500,8.60629,0.00346946,55430,0.323168,1.09911,0.00685171,0.845795
1600,8.97105,0.00443204,55645,0.326779,1.0848,0.00713855,0.849075
1700,9.3815,0.0145105,55924,0.331315,1.09371,0.00739705,0.853333
1800,9.77234,0.00508375,56131,0.33497,1.08843,0.00766341,0.856491
1900,10.2114,0.00825861,56323,0.340258,1.06844,0.00786283,0.859421
1999,10.5142,0.00839589,56488,0.342488,1.09695,0.00796076,0.861938
