case_label,regime,step_index,mean_output,mean_abs_output,output_variance,mean_total_activation,mean_forward_channel,mean_reverse_channel,mean_directional_dominance,mean_channel_coexistence,mean_split_eligibility,mean_admissibility,mean_residue,mean_tension,mean_barrier_scaffold,mean_abs_step_delta,corridor_edge_fraction,coexistence_edge_fraction,barrier_edge_fraction,dual_active_node_fraction,output_interface_count
middle_precursor_seed_20506,directional_corridor_candidate,32768,0.257061,1.314149,1.830114,1.328597,0.792829,0.535768,0.992271,0.007224,0.000000,0.978389,0.911086,0.000000,0.000000,0.000000,0.914062,0.000000,0.000000,0.007812,13
