turn,alive_count,survival_fraction,x_mean,x_rms,y_mean,y_rms,z_mean,z_rms,delta_mean,delta_rms,px_rms,py_rms,emittance_proxy_x,emittance_proxy_y
129,9905,0.9905,5.646239999398319e-05,0.006320102546210983,-0.00017087513007910566,0.0065027685429494,-0.0006204855417319454,0.030959283558041367,-2.9915662939585376e-05,0.0012928995304856943,0.00015872638657246646,0.0007179351684363226,1.0028574696211855e-06,9.836643738584165e-07
130,9905,0.9905,4.3700603703650674e-05,0.0051207619903942585,-0.00013209212453041167,0.005024747666767821,-0.0006264881665989005,0.031210818452337558,-3.0013124334779294e-05,0.0012976109113020122,0.00022486362618538531,0.0006854217796291266,1.0029767048745236e-06,9.838059332018205e-07
131,9905,0.9905,2.9385159849622204e-05,0.0038273179736829045,-8.85965863506832e-05,0.0034953482272480864,-0.0006325104723018258,0.03146346355419679,-3.011152851464876e-05,0.001302364165480449,0.0003223199582619131,0.0006296343102032521,1.0030936012748687e-06,9.839533161545976e-07
132,9905,0.9905,1.4026359904864789e-05,0.002619367779730995,-4.194088573525037e-05,0.0022448325540160934,-0.0006385526480155256,0.03171722369916215,-3.021087856845216e-05,0.0013071594300800285,0.00042145017123492075,0.000552929257502383,1.003208833106865e-06,9.841055459707884e-07
133,9905,0.9905,-1.8284638943767063e-06,0.001990719893751653,6.20989290891908e-06,0.0021748107684888803,-0.0006446148835385467,0.03197210384274661,-3.0311177615123965e-05,0.001311996843548455,0.0005111863943812945,0.0004588288103600977,1.0033235481060414e-06,9.842611895912897e-07
134,9905,0.9905,-1.7614444948511176e-05,0.0025227257627760363,5.4137377123895074e-05,0.003366383773596185,-0.000650697369299217,0.0322281090579174,-3.0412428803372055e-05,0.0013168765457274906,0.0005857572177888229,0.00035256458759322,1.003439214373876e-06,9.844185529074853e-07
135,9905,0.9905,-3.2769308309059195e-05,0.0037046306232551155,0.00010013123162696065,0.004889999117679996,-0.0006568002963615655,0.03248524453267878,-3.0514635311775945e-05,0.001321798677858332,0.0006414329400323209,0.000243463603134005,1.0035574183499158e-06,9.845759206091664e-07
136,9905,0.9905,-4.6753399172733e-05,0.00500008082364692,0.00014255019398322106,0.0063786117346554295,-0.0006629238564313438,0.032743515567749355,-3.061780034888598e-05,0.0013267633825869922,0.0006757296712136136,0.0001570030819248513,1.0036796422444671e-06,9.847318073283893e-07
137,9905,0.9905,-5.906890038709266e-05,0.006212612876034845,0.00017988064254607951,0.007699386810002922,-0.0006690682418620062,0.033002927574330355,-3.072192715332342e-05,0.0013317708039696794,0.0006871961830149444,0.00015915397462797152,1.003807052200784e-06,9.84885183281976e-07
138,9905,0.9905,-6.927755458401727e-05,0.007251623579399157,0.000210790606661662,0.008778405768636746,-0.0006752336456607818,0.03326348607196152,-3.0827018993881475e-05,0.0013368210874781876,0.0006753582660083117,0.00024741963863013583,1.0039403270223688e-06,9.850356397830518e-07
139,9905,0.9905,-7.701626001562108e-05,0.008061521130308762,0.00023417729189110814,0.009566000233920019,-0.0006814202614947186,0.03352519668646112,-3.093307916962728e-05,0.0013419143800052834,0.0006407084020112264,0.00035668682729255856,1.0040795520325138e-06,9.85183467976678e-07
140,9905,0.9905,-8.200998508829019e-05,0.008605031611008977,0.00024920642453311057,0.010028884310701317,-0.0006876282836967249,0.03378806514794704,-3.1040111010004805e-05,0.001347050829870102,0.0005847166944172423,0.00046260942913107036,1.004224194289334e-06,9.853296368469987e-07
141,9905,0.9905,-8.408154226297534e-05,0.008858824566366694,0.00025534201176161526,0.010148235744723098,-0.0006938579072717064,0.03405209728893592,-3.114811787493868e-05,0.0013522305868235488,0.000509888184943542,0.0005561219126185381,1.004373164857559e-06,9.854756717657488e-07
142,9905,0.9905,-8.315787399958065e-05,0.008812340731977312,0.00025236545580479717,0.009919283602960748,-0.0007001093279027028,0.034317299042517256,-3.125710315493902e-05,0.0013574538020537047,0.0004199815022068101,0.0006320809745865028,1.0045249621689782e-06,9.856234498972156e-07
143,9905,0.9905,-7.92726277749617e-05,0.00846752311531388,0.0002403833405692727,0.009351259566543528,-0.0007063827419569547,0.03458367644059988,-3.136707027120715e-05,0.0013627206281912395,0.0003208246333449002,0.0006870156624271549,1.0046778789414567e-06,9.85774941097283e-07
144,9905,0.9905,-7.256492946386898e-05,0.007838857501376171,0.00021982361339527615,0.0084675143040356,-0.0007126783464921017,0.03485123561222796,-3.147802267574225e-05,0.0013680312193148337,0.00022365095622431023,0.0007186118080095292,1.0048302451917543e-06,9.859319307370287e-07
145,9905,0.9905,-6.32743998258516e-05,0.006953816869862354,0.00019142029878491793,0.007306213662433257,-0.0007189963392623955,0.035119982781964085,-3.1589963851449146e-05,0.0013733857309566075,0.0001585867043018721,0.0007255864061922253,1.0049806732316254e-06,9.860957633407918e-07
146,9905,0.9905,-5.1732592661993035e-05,0.00585464044073495,0.00015618729019579446,0.00592336212919484,-0.000725336918724849,0.0353899242683368,-3.170289731224672e-05,0.001378784320107558,0.000178433729141807,0.0007076610206426062,1.0051282686418148e-06,9.862671431568785e-07
147,9905,0.9905,-3.835116062630044e-05,0.004604915769179766,0.00011538215573124714,0.004405223091043544,-0.0007317002840454904,0.03566106648235041,-3.181682660317759e-05,0.0013842271452230088,0.0002629392024646538,0.000665559011729633,1.0052727748941717e-06,9.864460204747142e-07
148,9905,0.9905,-2.3607171159977663e-05,0.003315408799984253,7.046124987876726e-05,0.0029258335160235634,-0.0007380866351055879,0.035933415926054584,-3.1931755300518645e-05,0.0013897143662280668,0.0003629889889114306,0.0006010150999273816,1.0054146283421516e-06,9.866315816258685e-07
149,9905,0.9905,-8.026096416078057e-06,0.0022545602320996013,2.302773363519917e-05,0.002021229682316265,-0.000744496172507968,0.036206979191171794,-3.204768701189247e-05,0.0013952461445230927,0.00045917356979318345,0.0005168304344034778,1.0055549134047606e-06,9.86822347237727e-07
150,9905,0.9905,7.836916250774712e-06,0.0020772739908263204,-2.5225641655543453e-05,0.0025717632846300235,-0.0007509290975832473,0.03648176295778029,-3.216462537637986e-05,0.0014008226429891813,0.0005433002670609362,0.0004171091867486833,1.0056952227235302e-06,9.870163687007342e-07
151,9905,0.9905,2.3416825580680663e-05,0.0029658758549900134,-7.257694466459627e-05,0.00397338366630232,-0.0007573856123961641,0.03675777399305069,-3.2282574064633226e-05,0.0014064440259936562,0.0006105915284962674,0.0003082328413848471,1.0058374413068556e-06,9.872114985499495e-07
152,9905,0.9905,3.8158824569855846e-05,0.004229906865576268,-0.00011733651267667817,0.005505200465516648,-0.0007638659197519696,0.03703501915003432,-3.2401536778991024e-05,0.0014121104593955772,0.0006578642531946786,0.0002034180145864406,1.0059834848714432e-06,9.874056985197131e-07
153,9905,0.9905,5.153809842704146e-05,0.005505791339180602,-0.0001579072455315252,0.006936555454352465,-0.0007703702232026772,0.03731350536650138,-3.252151725359316e-05,0.001417822110551262,0.0006830627967714831,0.00014383117541868413,1.0061350291594236e-06,9.87597341543226e-07
154,9905,0.9905,6.307850865366167e-05,0.0066559729985430395,-0.0001928415933435282,0.008166473501793706,-0.0007768987270535741,0.03759323966382714,-3.2642519254497314e-05,0.0014235791483198214,0.0006851328335269477,0.00018937058739416736,1.0062932682957597e-06,9.8778546274721e-07
155,9905,0.9905,7.236953803808911e-05,0.007607612777007533,-0.00022089320454291416,0.00913252696551217,-0.0007834516363695329,0.037874229145924504,-3.276454657979636e-05,0.0014293817430687122,0.0006639903212068819,0.00029111710821567326,1.006458736430114e-06,9.879699204135669e-07
156,9905,0.9905,7.908089350090404e-05,0.008313417046654377,-0.00024106139144940944,0.009792064977692232,-0.0007900291569814755,0.03815648099822136,-3.288760305973669e-05,0.001435230066679306,0.0006205198594826455,0.00040053181374786356,1.0066312187176385e-06,9.881514404407025e-07
157,9905,0.9905,8.297424733818537e-05,0.00874197884387167,-0.00025262682700766536,0.01011772913257632,-0.0007966314954928455,0.03844000248668098,-3.301169255683756e-05,0.0014411242925524736,0.0005565983997573256,0.0005021673974462329,1.0068097661656833e-06,9.883315350900407e-07
158,9905,0.9905,8.391169949841435e-05,0.008875180607927441,-0.00025517719932795186,0.010096382307543492,-0.0008032588592860533,0.03872480095686419,-3.313681896601144e-05,0.0014470645956141896,0.00047519552275601955,0.0005890622881208909,1.0069928152113887e-06,9.885123057628798e-07
159,9905,0.9905,8.186066045292532e-05,0.008707517740171044,-0.0002486219091117707,0.009728904758669164,-0.0008099114565289834,0.03901088383303165,-3.326298621468534e-05,0.0014530511523211532,0.0003807452630252184,0.0006568591702269573,1.0071783985066547e-06,9.886961569342094e-07
160,9905,0.9905,7.68949818100518e-05,0.008245979235909624,-0.0002331952861058737,0.009030204408023925,-0.000816589496181572,0.039298258617284955,-3.3390198262923166e-05,0.0014590841406664319,0.00028056862221708415,0.0007025804395545173,1.0073644199622024e-06,9.888854613814302e-07
161,9905,0.9905,6.919229553062314e-05,0.0075102078720682055,-0.00020944821046196363,0.008029478023771274,-0.0008232931880022762,0.039586932888745284,-3.3518459103549096e-05,0.0014651637401851205,0.00019091043911521319,0.0007243339071221446,1.0075489565815777e-06,9.890822237457009e-07
162,9905,0.9905,5.90276576622354e-05,0.006533302241709545,-0.00017822843866002438,0.006771508847395023,-0.0008300227425547295,0.0398769143027681,-3.364777276227191e-05,0.0014712901319600253,0.0001553562715648681,0.0007212429008488444,1.0077305439261929e-06,9.89287789710585e-07
163,9905,0.9905,4.6763724110118396e-05,0.005364851273882324,-0.00014065033671428135,0.005322023380475685,-0.000836778371214293,0.04016821059019295,-3.3778143297810366e-05,0.001477463498627369,0.00020862928896415607,0.0006934332778253438,1.0079084026458684e-06,9.895026421188136e-07
164,9905,0.9905,3.283780941662266e-05,0.00408225409662454,-9.805510133927846e-05,0.0037903427165629157,-0.0008435602861746986,0.040460829556626964,-3.390957480201968e-05,0.0014836840243825163,0.00030310081394546067,0.0006420348140736063,1.0080825708603115e-06,9.897263142021503e-07
165,9905,0.9905,1.774629043428681e-05,0.0028371335786327714,-5.1962889123350095e-05,0.0024408905685634748,-0.0008503687004546983,0.040754779081761,-3.404207140001879e-05,0.0014899518949857238,0.0004028880589614225,0.0005692021907234446,1.0082539204610744e-06,9.899574350752302e-07
166,9905,0.9905,2.0269112022839722e-06,0.002038384042443857,-4.018562429762361e-06,0.002070771098799787,-0.0008572038279047549,0.04105006711871735,-3.4175637250318985e-05,0.0014962672977679153,0.0004948675023694374,0.00047821702340537255,1.008424052541692e-06,9.901939052203854e-07
167,9905,0.9905,-1.3760380085367882e-05,0.002352222705060931,4.406701157607889e-05,0.003097275574253509,-0.0008640658832137502,0.04134670169342789,-3.4310276544953206e-05,0.0015026304216364786,0.0005726258888827175,0.0003739069476394461,1.0085950852545015e-06,9.904331816366544e-07
168,9905,0.9905,-2.9053379049135068e-05,0.003462308151447634,9.057801381237222e-05,0.004595781997921907,-0.0008709550819156696,0.0416446909040418,-3.4445993509606716e-05,0.001509041457081091,0.0006321261493428095,0.00026442941712692805,1.0087693633976548e-06,9.906726358235162e-07
169,9905,0.9905,-4.330764732184211e-05,0.004754407336234083,0.0001338548993252267,0.006102404205577888,-0.0008778716403964222,0.04194404292036168,-3.458279240374851e-05,0.0015155005961795696,0.0006706657763314462,0.00017010664953013936,1.0089491304670685e-06,9.90909935337663e-07
170,9905,0.9905,-5.601589585171536e-05,0.005989952623527006,0.0001723536116979159,0.007460867323130396,-0.0008848157759005805,0.042244765983307356,-3.472067752076395e-05,0.0015220080326037461,0.0006865997540199956,0.00015049462467317526,1.0091362092800578e-06,9.911433937490832e-07
171,9905,0.9905,-6.67260391742185e-05,0.007066315889018947,0.00020470067295650054,0.008589955038356356,-0.0008917877065381963,0.042546868404406274,-3.485965318808846e-05,0.001528563961625375,0.0006792666612538971,0.00022792041732096208,1.0093317362053783e-06,9.913722361568913e-07
172,9905,0.9905,-7.50572780772525e-05,0.00792300634364241,0.00022974218342037672,0.009436166082786098,-0.0008987876512916658,0.04285035856530978,-3.4999723767342115e-05,0.001535168580122064,0.0006489727987161231,0.0003356806047815295,1.0095359870281006e-06,9.915967383500827e-07
173,9905,0.9905,-8.071363851668223e-05,0.008519669036498128,0.0002465849833931575,0.009963246018019884,-0.0009058158300225587,0.04315524491733434,-3.514089365446535e-05,0.0015418220865832375,0.0005969988432771063,0.0004429971269256183,1.0097483206108456e-06,9.91818215826692e-07
174,9905,0.9905,-8.349448542633438e-05,0.008830398517996012,0.0002546285084012535,0.010149621700606473,-0.0009128724634785298,0.04346153598102698,-3.5283167279855875e-05,0.0015485246811161287,0.0005256442555092928,0.0005392648934146573,1.00996725116262e-06,9.92038861261915e-07
175,9905,0.9905,-8.33016379677594e-05,0.008842199402590616,0.00025358620187502075,0.009987820214710856,-0.0009199577733002292,0.04376924034575407,-3.542654910850642e-05,0.0015552765654518012,0.0004383994202123155,0.0006188455217688122,1.0101906426955932e-06,9.922614517849722e-07
176,9905,0.9905,-8.014283393085058e-05,0.008554610286724428,0.0002434957218725504,0.009484380556523115,-0.0009270719820282715,0.04407836666931297,-3.557104364014366e-05,0.0015620779429512044,0.0003405810072011711,0.0006780002052018414,1.0104160020240705e-06,9.924889667638448e-07
177,9905,0.9905,-7.413142110642939e-05,0.007979695426646604,0.00022471757836626434,0.008659931699113988,-0.0009342153131101441,0.04438892367756542,-3.571665540936819e-05,0.0015689290186112577,0.0002418597381805749,0.000714204012160183,1.0106408316431012e-06,9.927241697768437e-07
178,9905,0.9905,-6.548228786864264e-05,0.007142382180878955,0.000197922250474471,0.00754972003677471,-0.000941387990907309,0.044700920164092356,-3.586338898579562e-05,0.0015758299990709698,0.0001668448152810481,0.0007259775382289274,1.0108629933856724e-06,9.929692135212491e-07
179,9905,0.9905,-5.4504179139236484e-05,0.006081860285087937,0.00016406624409023642,0.006205953532651699,-0.0009485902407021489,0.04501436498986938,-3.6011248974198664e-05,0.0015827810926175904,0.00016839780443308867,0.0007128491849799303,1.0110810300107128e-06,9.932253234040706e-07
180,9905,0.9905,-4.158867258716935e-05,0.004856744369286867,0.00012435794496971342,0.004707326506735963,-0.0009558222887050852,0.04532926708296211,-3.616024001465034e-05,0.0015897825091927965,0.00024491079126687655,0.0006753497541417978,1.011294396094561e-06,9.934926053448532e-07
181,9905,0.9905,-2.7196208764123866e-05,0.0035648529305362282,8.02144864113733e-05,0.0032014698337410863,-0.0009630843620616237,0.04564563543824099,-3.6310366782668266e-05,0.0015968344603989112,0.0003438404259045708,0.0006150190314736743,1.0115035617010092e-06,9.937700073413226e-07
182,9905,0.9905,-1.1839673659789513e-05,0.0024269629402924498,3.321117119726177e-05,0.0021145940254748553,-0.0009703766888594907,0.04596347911711491,-3.646163398936006e-05,0.0016039371595051618,0.00044140873967437764,0.0005344476895801422,1.0117099706351808e-06,9.940554443498594e-07
183,9905,0.9905,3.933880846685328e-06,0.0020246024309420923,-1.497474695731831e-05,0.0023754814932792014,-0.0009776994981358072,0.046282807247283,-3.661404638156981e-05,0.001611090821453971,0.0005281816785519125,0.0004374609743776643,1.0119158566699109e-06,9.943460740321752e-07
184,9905,0.9905,1.956272705284834e-05,0.0027546180282827805,-6.262391606087798e-05,0.0036874239459035794,-0.000985053019884203,0.04660362902250423,-3.676760874202556e-05,0.0016182956628672848,0.0005989269132553331,0.00032986509645605163,1.012123942332389e-06,9.946386893384136e-07
185,9905,0.9905,3.44904675503061e-05,0.00398274378474998,-0.00010803623669552555,0.005216031267853565,-0.0009924374850621015,0.04692595370238402,-3.692232588948814e-05,0.00162555190205294,0.0006502021035993395,0.0002228046518791508,1.0123370621949025e-06,9.949301756076998e-07
186,9905,0.9905,4.818584479503545e-05,0.005267801988983213,-0.00014959152184181216,0.006674178110047491,-0.000999853125597874,0.04724979061217764,-3.707820267890079e-05,0.0016328597590110675,0.000679746380729528,0.00014913759962216868,1.012557763573748e-06,9.952179679308726e-07
187,9905,0.9905,6.01616487854378e-05,0.006447214006989093,-0.00018580730127899683,0.007946977387328314,-0.0010073001743981808,0.047575149142609754,-3.7235244001540095e-05,0.0016402194554405358,0.000686315336139994,0.0001746097581609373,1.0127879408369435e-06,9.955004415657852e-07
188,9905,0.9905,6.999204987310336e-05,0.00744015243588925,-0.0002153917082088671,0.008966648694301515,-0.0010147788653552133,0.047902038749709636,-3.7393454785168e-05,0.0016476312147454336,0.0006696386885930602,0.00027057393862072056,1.0130285551408887e-06,9.95777175619829e-07
189,9905,0.9905,7.732774005623641e-05,0.0081954176427163,-0.00023728956138118135,0.009687178790536906,-0.0010222894333540465,0.048230468954661695,-3.7552839994184895e-05,0.0016550952620415908,0.0006304145601284645,0.0003799389637695027,1.0132794802826638e-06,9.960490475346036e-07
190,9905,0.9905,8.190834437043262e-05,0.008678793571033315,-0.0002507199989378767,0.010078359818709944,-0.0010298321142800085,0.048560449343670806,-3.7713404629783865e-05,0.0016626118241631427,0.0005703269897143059,0.0004835708302730335,1.0135394989568318e-06,9.963181405952315e-07
191,9905,0.9905,8.357166140028323e-05,0.008869663747966147,-0.0002552043217671151,0.010124332216412648,-0.0010374071450260376,0.04889198956784203,-3.7875153730106064e-05,0.0016701811296691335,0.0004921248083447283,0.0005735825501644197,1.0138064538623983e-06,9.965874746230114e-07
192,9905,0.9905,8.225940501165215e-05,0.008760108235320566,-0.0002505830536011661,0.00982328308524299,-0.0010450147635001114,0.049225099343074376,-3.803809237039717e-05,0.0016778034088501623,0.0003999147537993505,0.0006452487248912552,1.0140775369356887e-06,9.968605964427972e-07
193,9905,0.9905,7.801924411530456e-05,0.008354714323196928,-0.00023702160993099858,0.00918742883746705,-0.001052655208632748,0.04955978844996816,-3.8202225663165046e-05,0.0016854788937350725,0.0003002603441622223,0.0006953548739670567,1.0143496799639227e-06,9.971410873729357e-07
194,9905,0.9905,7.100306917196133e-05,0.0076706795068336555,-0.00021500437431027004,0.008243207948425224,-0.00106032872038442,0.04989606673374562,-3.836755875833848e-05,0.0016932078180976818,0.000206736711768896,0.0007218058906943533,1.0146199937445295e-06,9.97432056945499e-07
195,9905,0.9905,6.146154853664666e-05,0.00673843790914654,-0.00018531739427542142,0.007032283912486811,-0.00106803553975311,0.05023394410418436,-3.853409684342717e-05,0.0017009904174635586,0.00015619051754082566,0.0007235305922809295,1.014886193565151e-06,9.977356941179166e-07
196,9905,0.9905,4.973516982947474e-05,0.005604059395722662,-0.00014902031515607895,0.005615713304321691,-0.0010757759087818505,0.05057343053556336,-3.870184514368268e-05,0.0017088269291168413,0.00019420866954392607,0.0007004622976040712,1.0151469482505236e-06,9.980529397162757e-07
197,9905,0.9905,3.624208660765407e-05,0.004338082239261919,-0.00010740855400292096,0.004091135456855068,-0.0010835500705663023,0.0509145360666213,-3.8870808922260704e-05,0.0017167175921071023,0.0002842787740134368,0.0006535382695136437,1.0154020992254477e-06,9.983833281417483e-07
198,9905,0.9905,2.1463204247611324e-05,0.003070707401269736,-6.196706402028003e-05,0.0026743044113768156,-0.0010913582692623778,0.05125727080052656,-3.904099348038445e-05,0.001724662647256258,0.00038416266772137457,0.0005847153360632616,1.015652714076799e-06,9.987250244478176e-07
199,9905,0.9905,5.925037084593622e-06,0.002136745437639854,-1.431733983812666e-05,0.0020338811908955207,-0.0010992007500938781,0.05160164490485889,-3.921240415750918e-05,0.0017326623371655243,0.0004780780635055498,0.0004970489912492696,1.0159009632619734e-06,9.99075057078604e-07
200,9905,0.9905,-9.81905198873387e-06,0.0022173122398609414,3.3840445005703e-05,0.002849205357177666,-0.0011070777593601786,0.05194766861160234,-3.938504633148783e-05,0.0017407169062224198,0.0005588184764847353,0.0003950196154935771,1.016149834918044e-06,9.994297195687636e-07
201,9905,0.9905,-2.5208560904424513e-05,0.0032297531763737053,8.078810347245642e-05,0.004304787138156566,-0.0011149895444439305,0.052295352217149205,-3.9558925418738036e-05,0.0017488266006078141,0.0006219992450314472,0.00028588379001079773,1.0164027267981817e-06,9.997850895655607e-07
202,9905,0.9905,-3.9695804692237335e-05,0.004508719958764546,0.00012485073858057888,0.005822449263282547,-0.0011229363538188125,0.05264470608231458,-3.973404687441003e-05,0.0017569916683030254,0.000664687523794739,0.00018613596089067666,1.0166629724103041e-06,1.0001375942753672e-06
203,9905,0.9905,-5.276540803738404e-05,0.00576247149984344,0.00016445649778753534,0.007214565639877341,-0.0011309184370573318,0.052995740632361385,-3.991041619255593e-05,0.0017652123590969667,0.0006850412316587752,0.00014647948288219238,1.0169333679751217e-06,1.0004845413938205e-06
204,9905,0.9905,-6.395264030712586e-05,0.006873124968405433,0.00019819264632544813,0.008390934652802839,-0.0011389360448385841,0.05334846635703561,-4.008803890630017e-05,0.001773488924593338,0.0006822111560613518,0.00020981532963572494,1.0172157669416889e-06,1.0008245363410693e-06
205,9905,0.9905,-7.285994071852169e-05,0.0077744662672985,0.00022485595913932318,0.009293793376435176,-0.0011469894289561865,0.05370289381061133,-4.026692058801111e-05,0.0017818216182178721,0.0006563179249875843,0.0003148734657020284,1.0175107999669454e-06,1.001157720933735e-06
206,9905,0.9905,-7.917104601823148e-05,0.008422823559281223,0.00024349563395669447,0.00988380030111285,-0.0011550788423260823,0.054059033611945626,-4.044706684947378e-05,0.0017902106952256253,0.0006084547413996647,0.00042310104930464576,1.0178177619151469e-06,1.0014857938308096e-06
207,9905,0.9905,-8.266221864072064e-05,0.008789647809399743,0.00025344719501343364,0.010136602294133601,-0.001163204538994491,0.0544168964445427,-4.0628483342063935e-05,0.001798656412708323,0.0005407218612095,0.0005218392948490768,1.0181346855651836e-06,1.0018118052555014e-06
208,9905,0.9905,-8.321017674676486e-05,0.008859491466036986,0.0002543561785396681,0.010042021975484814,-0.0011713667741458829,0.054776493056627386,-4.081117575692324e-05,0.0018071590296017534,0.00045636310098931776,0.0006048436313807102,1.0184585967163654e-06,1.0021397522135214e-06
209,9905,0.9905,-8.079644512912756e-05,0.008629491003339386,0.0002461907557929853,0.009603913148532968,-0.001179565804110914,0.055137834261227626,-4.09951498251357e-05,0.0018157188066932127,0.0003602653096372295,0.0006680787734867999,1.018785920028212e-06,1.0024740300823303e-06
210,9905,0.9905,-7.550797351371851e-05,0.00810930589933165,0.00022924284419726195,0.00884020810253625,-0.0011878018863745012,0.05550093093626564,-4.118041131790525e-05,0.0018243360066290037,0.0002608911606243745,0.0007088010781375698,1.0191129823995363e-06,1.0028188174528549e-06
211,9905,0.9905,-6.753400173676451e-05,0.0073213723122115834,0.00020411766791613722,0.007783321433723992,-0.0011960752795838533,0.05586579402465787,-4.136696604673462e-05,0.0018330108939219854,0.00017839767642361293,0.0007253328135127727,1.0194365443795986e-06,1.0031774807373797e-06
212,9905,0.9905,-5.715928490519419e-05,0.0063020113405089055,0.00017171214130250426,0.006481984874868844,-0.0012043862435565753,0.0562324345344231,-4.155481986360549e-05,0.0018417437349591756,0.0001618766398143466,0.0007170090951068726,1.0197542830909354e-06,1.003552082615637e-06
213,9905,0.9905,-4.4753921190288136e-05,0.005105513903337256,0.00013318284741514478,0.0050086409580972265,-0.0012127350392888054,0.05660086353879899,-4.174397866115962e-05,0.0018505347980094073,0.00022801522625374236,0.0006841687599218574,1.020065154423944e-06,1.0039430648402253e-06
214,9905,0.9905,-3.07601457529488e-05,0.003819442838964345,8.990475495479158e-05,0.0034911986427836788,-0.0012211219289633823,0.05697109217636652,-4.1934448372881556e-05,0.001859384353231039,0.0003248540250512895,0.000628158617863164,1.0203695780109381e-06,1.0043491532946264e-06
215,9905,0.9905,-1.5676562153647126e-05,0.0026279497098751327,4.342214730431275e-05,0.002268946218128364,-0.0012295471759580386,0.05734313165118232,-4.212623497328228e-05,0.0018682926726797183,0.0004233623567407158,0.0005513656984066464,1.0206694136894418e-06,1.0047675041250654e-06
216,9905,0.9905,-4.0373626749628434e-08,0.0020267053532371723,-4.60648492067984e-06,0.0022274811719055513,-0.0012380110448536542,0.0577169932329187,-4.231934447808433e-05,0.0018772600303162015,0.00051251034090776,0.0004573613109863065,1.0209677288601792e-06,1.0051940773344257e-06
217,9905,0.9905,1.559175243597019e-05,0.002566707896058364,-5.246762119731896e-05,0.0034138836789459628,-0.00124651380144253,0.05809268825701113,-4.251378294440796e-05,0.0018862867020142274,0.0005865211944819205,0.0003514801599722399,1.02126838724679e-06,1.0056241920427257e-06
218,9905,0.9905,3.066350506197571e-05,0.0037410464823095704,-9.845384666297324e-05,0.004927283564095838,-0.0012550557127367315,0.058470228124813214,-4.2709556470958784e-05,0.001895372965568448,0.0006416679854296632,0.00024332665736176285,1.0215755160010222e-06,1.0060531898553857e-06
219,9905,0.9905,4.463872951005059e-05,0.005027932813776517,-0.00014092476462364774,0.0064065361518197686,-0.0012636370469763796,0.05884962430375876,-4.290667119821643e-05,0.0019045191007024136,0.0006754771040627296,0.00015904501397669303,1.021892925885488e-06,1.0064771138409454e-06
220,9905,0.9905,5.702050153768196e-05,0.006232444289463593,-0.00017836551286675069,0.0077185798572290115,-0.0012722580736381037,0.05923088832753095,-4.3105133308624734e-05,0.0019137253890766156,0.0006865121144812473,0.00016309177199569805,1.0222235661620155e-06,1.0068933043540946e-06
221,9905,0.9905,6.73687974781628e-05,0.0072638890044104945,-0.00020944079633845977,0.00878929058426963,-0.0012809190634434614,0.05961403179623847,-4.3304949026782904e-05,0.001922992114296586,0.0006743164340053617,0.00025085656718109634,1.022569091407131e-06,1.007300821576579e-06
222,9905,0.9905,7.531613176440829e-05,0.008066649922273426,-0.0002330425089093344,0.009569022673293699,-0.0012896202883673831,0.0599990663765984,-4.350612461963821e-05,0.0019323195619210547,0.0006394027245549941,0.0003593543548193571,1.0229296028435895e-06,1.0077006278694515e-06
223,9905,0.9905,8.05806061657612e-05,0.00860355005616752,-0.00024832924585971707,0.010024643879319808,-0.001298362021646715,0.060386003802125776,-4.370866639667981e-05,0.001941708019470165,0.0005832653778587276,0.0004645838902749319,1.023303603971322e-06,1.008095497631798e-06
224,9905,0.9905,8.297590738394076e-05,0.008851431217313426,-0.0002547562981945586,0.010137556231247138,-0.001307144537788743,0.06077485587332967,-4.391258071013393e-05,0.0019511577764337444,0.0005084430378789344,0.0005574543489659306,1.0236881819518645e-06,1.008489662748865e-06
225,9905,0.9905,8.241789848669391e-05,0.00879995107818459,-0.0002520950596111564,0.009903256051257804,-0.0013159681125797739,0.061165634457915626,-4.411787395516034e-05,0.00196066912427964,0.0004187518342522028,0.0006328064111279049,1.0240793954561859e-06,1.0088882411253725e-06
226,9905,0.9905,7.892757106038214e-05,0.00845130326092162,-0.00024044115476725466,0.0093312817314774,-0.0013248330230937783,0.06155835149099455,-4.4324552570049997e-05,0.0019702423564621047,0.0003201435897737686,0.0006871705817539261,1.024472820114238e-06,1.0092965278514485e-06
227,9905,0.9905,7.263025460774214e-05,0.007820268423453652,-0.000220210999947,0.008445356793352177,-0.0013337395477010633,0.06195301897529762,-4.4532623036424217e-05,0.0019798777684302536,0.00022415906034660692,0.0007182438019244813,1.024864178294178e-06,1.009719248546822e-06
228,9905,0.9905,6.375111298512304e-05,0.006934706295050602,-0.00019212691993728397,0.007284175050264986,-0.0013426879660769508,0.06234964898139729,-4.4742091879434914e-05,0.0019895756576365684,0.00016128963846984072,0.0007247593366753781,1.0252499646782772e-06,1.010159880057449e-06
229,9905,0.9905,5.2607089818610496e-05,0.00583747008684373,-0.0001571913531812861,0.0059046834376401255,-0.0013516785592105492,0.06274825364793432,-4.4952965667966346e-05,0.0019993363235454734,0.00018226381605254758,0.0007064581870852675,1.0256279762137547e-06,1.0106201349395106e-06
230,9905,0.9905,3.959559115689743e-05,0.004593372918351902,-0.00011665106650468176,0.004395320615953077,-0.0013607116094135167,0.0631488451818506,-4.5165251014838064e-05,0.0020091600676419618,0.0002661554247460519,0.0006640861602917916,1.0259976660275707e-06,1.0110996848102074e-06
