step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00559886,0.00210708,13866,0.00279914,0.0445146,0.00664679,0.211578
100,3.35449,0.00571619,47313,0.0539339,0.24211,0.00788152,0.721939
200,8.97014,0.00337653,49041,0.0678889,0.269219,0.00855211,0.748306
300,13.4315,0.00957123,50254,0.0746093,0.315871,0.00939205,0.766815
400,16.8142,0.00909706,51006,0.0787925,0.31078,0.0100022,0.77829
500,18.9963,0.00665926,51450,0.0813564,0.292928,0.0105885,0.785065
600,20.9949,0.00584238,52132,0.0839485,0.322124,0.0112487,0.795471
700,22.3404,0.00383337,52394,0.0849889,0.34583,0.0118469,0.799469
800,23.6098,0.00265991,52806,0.0870709,0.343896,0.0124894,0.805756
900,24.8524,0.00711749,53156,0.0888913,0.332463,0.013067,0.811096
1000,26.1852,0.0076073,53390,0.0903325,0.310972,0.0135673,0.814667
1100,27.215,0.0101041,53759,0.0917182,0.318746,0.0140576,0.820297
1200,28.5678,0.0105452,54002,0.0933534,0.324728,0.0145844,0.824005
1300,29.6838,0.0108453,54189,0.0939178,0.334568,0.0148287,0.826859
1400,30.7083,0.00878609,54488,0.0946415,0.327259,0.0150936,0.831421
1500,31.7374,0.00240155,54546,0.095827,0.322887,0.0153829,0.832306
1600,32.9221,0.00494805,54819,0.0969844,0.348705,0.0157801,0.836472
1700,34.2582,0.00346622,55049,0.0978464,0.313996,0.0159101,0.839981
1800,35.4242,0.00322518,55189,0.099227,0.344209,0.0160499,0.842117
1900,36.3976,0.0055834,55424,0.0997523,0.319939,0.016257,0.845703
1999,37.4643,0.0122858,55579,0.100809,0.344291,0.0163872,0.848068
