step,residue_coherence,orientation_alignment,corridor_count
0,5.79519e-05,0.000225526,0
50,0.0025482,0.000223284,0
100,0.00452046,0.000217758,0
150,0.00627704,0.000210621,0
200,0.00801968,0.000203475,0
250,0.00989388,0.00019844,0
300,0.0120161,0.000199369,0
350,0.0144901,0.000213188,0
400,0.0174242,0.000249562,0
450,0.0209352,0.000312262,0
500,0.0251583,0.000380041,0
550,0.0302618,0.000398614,0
600,0.0364498,0.000323971,0
650,0.0439795,0.000179598,0
700,0.0531774,6.64871e-05,0
750,0.0644686,9.26299e-05,0
800,0.0784022,0.000132193,0
850,0.0957146,0.000186694,0
900,0.117402,0.000238477,0
950,0.144826,0.000257039,0
999,0.179122,0.000254809,0
