step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.56994e-06,0.000734033,0,0,0
100,7.68424e-05,0.000767153,65533,0,0
200,0.00010048,0.000823656,65536,0,0
300,0.000124845,0.000878541,65536,0,0
400,0.000148465,0.000927961,65536,0,0
500,0.000166527,0.000973588,65536,0,0
600,0.000178105,0.00101687,65536,0,0
700,0.000184348,0.00105802,65536,0,0
800,0.000186756,0.0010966,65536,0,0
900,0.000186548,0.00113199,65536,0,0
1000,0.000184604,0.00116384,65536,0,0
1100,0.000181519,0.00119199,65536,0,0
1200,0.000177696,0.0012165,65536,0,0
1300,0.000173403,0.00123757,65536,0,0
1400,0.000168824,0.00125549,65536,0,0
1500,0.000164084,0.0012706,65536,0,0
1600,0.00015927,0.00128324,65536,0,0
1700,0.000154444,0.00129371,65536,0,0
1800,0.000149649,0.00130234,65536,0,0
1900,0.000144914,0.00130936,65536,0,0
1999,0.000140308,0.00131496,65536,0,0
