step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.000182485,0.000942341,664,0.000180921,0.0357842,0.00398144,0.0101318
100,0.0160031,0.0015302,6927,0.00606633,0.592889,0.00461623,0.105698
200,0.0509743,0.00314808,16822,0.0164996,0.659872,0.00522638,0.256683
300,0.11774,0.00194771,25433,0.032445,0.758916,0.00562842,0.388077
400,0.217804,0.00397949,32666,0.0502549,0.865895,0.00640835,0.498444
500,0.35584,0.00117447,37759,0.0705999,0.860173,0.00696078,0.576157
600,0.538112,0.00244827,41301,0.0913287,0.892356,0.00754052,0.630203
700,0.770177,0.00232902,43896,0.113117,0.910395,0.00794372,0.6698
800,1.01342,0.00272864,45822,0.130087,0.90372,0.00821905,0.699188
900,1.27858,0.00697484,47162,0.147129,1.02569,0.00835593,0.719635
1000,1.54449,0.00891316,48236,0.158591,0.998743,0.00850089,0.736023
1100,1.79523,0.00309894,49192,0.170373,1.05304,0.00880074,0.75061
1200,2.02625,0.000998227,49769,0.1812,0.980464,0.0093129,0.759415
1300,2.3161,0.000635495,50262,0.191031,0.964572,0.00988412,0.766937
1400,2.56588,0.00328031,50798,0.199457,1.09857,0.0103574,0.775116
1500,2.79613,0.0035431,51253,0.205261,1.0357,0.0108563,0.782059
1600,2.98844,0.00347087,51589,0.21104,1.05053,0.0112459,0.787186
1700,3.19698,0.00447655,51880,0.216828,0.969653,0.0117535,0.791626
1800,3.41113,0.00158448,52225,0.220761,1.08499,0.0122242,0.79689
1900,3.58951,0.00159223,52574,0.224164,1.0455,0.0126656,0.802216
1999,3.80972,0.00719707,52812,0.232712,1.13718,0.0130245,0.805847
