step,residue_coherence,orientation_alignment,corridor_count
0,5.79526e-05,0.000289809,0
50,0.00254826,0.000293571,0
100,0.0045206,0.000304266,0
150,0.00627725,0.000321858,0
200,0.00801991,0.000346682,0
250,0.00989425,0.000378952,0
300,0.0120159,0.000417786,0
350,0.0144905,0.000459192,0
400,0.0174246,0.000494024,0
450,0.020936,0.00051047,0
500,0.0251598,0.00050579,0
550,0.0302626,0.000491187,0
600,0.0364511,0.000462529,0
650,0.0439808,0.000403633,0
700,0.053179,0.000338196,0
750,0.0644721,0.000312946,0
800,0.0784035,0.000326411,0
850,0.0957173,0.000330362,0
900,0.117404,0.000320217,0
950,0.14483,0.000323624,0
999,0.179125,0.000338483,0
