trial_id,status,config_path,out_dir
0,completed,D:\projects\acellorator\outputs\debug\smoke_mc_ensemble_sim_v1_cpp\trial_0000\config.json,D:\projects\acellorator\outputs\debug\smoke_mc_ensemble_sim_v1_cpp\trial_0000
