step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,2.59414e-06,0,0,0,0
100,7.87393e-05,0.000760537,65536,0,0
200,0.00010243,0.000816636,65536,0,0
300,0.000126425,0.000871562,65536,0,0
400,0.00014961,0.000921338,65536,0,0
500,0.000167316,0.000967553,65536,0,0
600,0.000178633,0.00101157,65536,0,0
700,0.000184692,0.00105354,65536,0,0
800,0.000186968,0.00109296,65536,0,0
900,0.000186665,0.00112925,65536,0,0
1000,0.000184651,0.00116197,65536,0,0
1100,0.000181516,0.00119099,65536,0,0
1200,0.000177653,0.00121635,65536,0,0
1300,0.00017333,0.00123824,65536,0,0
1400,0.000168729,0.00125696,65536,0,0
1500,0.000163971,0.00127286,65536,0,0
1600,0.000159147,0.00128626,65536,0,0
1700,0.00015431,0.00129746,65536,0,0
1800,0.000149508,0.00130678,65536,0,0
1900,0.000144768,0.00131446,65536,0,0
1999,0.000140117,0.00132084,65536,0,0
