mechanism,param_val,seed,active_fraction,mean_mismatch,mean_residue,output_dir
ca,0.1,1,0.00048828125,0.00040538531821915954,0.0038298568652778654,outputs/runs/research_floor_convergence_2026-05-01/jobs/ca_extreme_rg_0.1_seed_1
ca,0.1,2,0.00048828125,0.00040538531821915954,0.0038298568652778654,outputs/runs/research_floor_convergence_2026-05-01/jobs/ca_extreme_rg_0.1_seed_2
ca,0.1,3,0.00048828125,0.00040538531821915954,0.0038298568652778654,outputs/runs/research_floor_convergence_2026-05-01/jobs/ca_extreme_rg_0.1_seed_3
ca,0.0,1,1.0,1.2003218971412502e-05,2.6964473338914746e-19,outputs/runs/research_floor_convergence_2026-05-01/jobs/ca_extreme_rg_0.0_seed_1
ca,0.0,2,1.0,1.2003218971412502e-05,2.6964473338914746e-19,outputs/runs/research_floor_convergence_2026-05-01/jobs/ca_extreme_rg_0.0_seed_2
ca,0.0,3,1.0,1.2003218971412502e-05,2.6964473338914746e-19,outputs/runs/research_floor_convergence_2026-05-01/jobs/ca_extreme_rg_0.0_seed_3
