mechanism,param_val,seed,epsilon_mean,epsilon_max,residue_mean,epsilon_active_fraction,output_dir
pde,0.5,10,1.409514902573528,1.416972341939049,6.547374077984585,1.0,outputs/runs/research_floor_convergence_2026-05-01/jobs/pde_extreme_kappa_0.5_seed_10
pde,0.5,11,1.4097328647680203,1.4170185291451158,6.549583239505706,1.0,outputs/runs/research_floor_convergence_2026-05-01/jobs/pde_extreme_kappa_0.5_seed_11
pde,0.5,12,1.4098471415343945,1.4170369323752827,6.55074167100503,1.0,outputs/runs/research_floor_convergence_2026-05-01/jobs/pde_extreme_kappa_0.5_seed_12
pde,1e-09,10,0.16660737024933764,0.16662249289120187,1.6366637008129045e-09,1.0,outputs/runs/research_floor_convergence_2026-05-01/jobs/pde_extreme_kappa_1e-09_seed_10
pde,1e-09,11,0.16660870914210085,0.166623159907486,1.6369769211951786e-09,1.0,outputs/runs/research_floor_convergence_2026-05-01/jobs/pde_extreme_kappa_1e-09_seed_11
pde,1e-09,12,0.16660949300529104,0.16662356655410918,1.6371605242092632e-09,1.0,outputs/runs/research_floor_convergence_2026-05-01/jobs/pde_extreme_kappa_1e-09_seed_12
