step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.57484e-06,0.000577461,0,0,0
100,7.68062e-05,0.000586662,65536,0,0
200,0.000100518,0.00060345,65536,0,0
300,0.000125697,0.000620555,65536,0,0
400,0.000150302,0.000635936,65536,0,0
500,0.000169067,0.000649178,65536,0,0
600,0.000181028,0.000660583,65536,0,0
700,0.00018741,0.000670529,65536,0,0
800,0.000189792,0.000679311,65536,0,0
900,0.000189455,0.000687142,65536,0,0
1000,0.000187323,0.000694177,65536,0,0
1100,0.000184017,0.000700538,65536,0,0
1200,0.000179961,0.000706297,65536,0,0
1300,0.000175435,0.000711521,65536,0,0
1400,0.000170632,0.000716267,65536,0,0
1500,0.000165682,0.00072057,65536,0,0
1600,0.000160672,0.000724473,65536,0,0
1700,0.000155665,0.000728008,65536,0,0
1800,0.000150704,0.000731208,65536,0,0
1900,0.000145819,0.000734107,65536,0,0
1999,0.000141078,0.000736707,65536,0,0
