mechanism,param,seed,active_fraction
stochastic_sensitive,0.05,55,0.8510000109672546
stochastic_sensitive,0.05,56,0.8550000190734863
stochastic_sensitive,0.05,57,0.8360000252723694
stochastic_sensitive,0.05,58,0.8399999737739563
stochastic_sensitive,0.05,59,0.8330000042915344
stochastic_sensitive,0.05,60,0.8560000061988831
stochastic_sensitive,0.05,61,0.8460000157356262
stochastic_sensitive,0.05,62,0.8460000157356262
stochastic_sensitive,0.05,63,0.8389999866485596
stochastic_sensitive,0.05,64,0.8240000009536743
stochastic_sensitive,0.05,65,0.8159999847412109
stochastic_sensitive,0.05,66,0.8080000281333923
stochastic_sensitive,0.05,67,0.8090000152587891
stochastic_sensitive,0.05,68,0.8080000281333923
stochastic_sensitive,0.05,69,0.7950000166893005
stochastic_sensitive,0.05,70,0.7919999957084656
stochastic_sensitive,0.05,71,0.7820000052452087
stochastic_sensitive,0.05,72,0.7799999713897705
stochastic_sensitive,0.05,73,0.7689999938011169
stochastic_sensitive,0.04,42,0.14399999380111694
stochastic_sensitive,0.04,43,0.1550000011920929
stochastic_sensitive,0.04,44,0.19599999487400055
stochastic_sensitive,0.04,45,0.20200000703334808
stochastic_sensitive,0.04,46,0.2240000069141388
stochastic_sensitive,0.04,47,0.25
stochastic_sensitive,0.04,48,0.2879999876022339
stochastic_sensitive,0.04,49,0.24899999797344208
stochastic_sensitive,0.04,50,0.2240000069141388
stochastic_sensitive,0.04,51,0.20000000298023224
stochastic_sensitive,0.04,52,0.19099999964237213
stochastic_sensitive,0.04,53,0.1550000011920929
stochastic_sensitive,0.04,54,0.1379999965429306
stochastic_sensitive,0.04,55,0.10899999737739563
stochastic_sensitive,0.04,56,0.10400000214576721
stochastic_sensitive,0.04,57,0.07699999958276749
stochastic_sensitive,0.04,58,0.05400000140070915
stochastic_sensitive,0.04,59,0.03799999877810478
stochastic_sensitive,0.04,60,0.024000000208616257
stochastic_sensitive,0.04,61,0.006000000052154064
stochastic_sensitive,0.04,62,0.0
stochastic_sensitive,0.04,63,0.0
stochastic_sensitive,0.04,64,0.0
stochastic_sensitive,0.04,65,0.0
stochastic_sensitive,0.04,66,0.0
stochastic_sensitive,0.04,67,0.01600000075995922
stochastic_sensitive,0.04,68,0.03099999949336052
stochastic_sensitive,0.04,69,0.050999999046325684
stochastic_sensitive,0.04,70,0.0560000017285347
stochastic_sensitive,0.04,71,0.08399999886751175
stochastic_sensitive,0.04,72,0.10199999809265137
stochastic_sensitive,0.04,73,0.125
stochastic_sensitive,0.03,42,0.006000000052154064
stochastic_sensitive,0.03,43,0.00800000037997961
stochastic_sensitive,0.03,44,0.00800000037997961
stochastic_sensitive,0.03,45,0.014000000432133675
stochastic_sensitive,0.03,46,0.026000000536441803
stochastic_sensitive,0.03,47,0.03200000151991844
stochastic_sensitive,0.03,48,0.03200000151991844
stochastic_sensitive,0.03,49,0.03099999949336052
stochastic_sensitive,0.03,50,0.024000000208616257
stochastic_sensitive,0.03,51,0.012000000104308128
stochastic_sensitive,0.03,52,0.00800000037997961
stochastic_sensitive,0.03,53,0.004999999888241291
stochastic_sensitive,0.03,54,0.0020000000949949026
stochastic_sensitive,0.03,55,0.0
stochastic_sensitive,0.03,56,0.0
stochastic_sensitive,0.03,57,0.0
stochastic_sensitive,0.03,58,0.0
stochastic_sensitive,0.03,59,0.0
stochastic_sensitive,0.03,60,0.0
stochastic_sensitive,0.03,61,0.0
stochastic_sensitive,0.03,62,0.0
stochastic_sensitive,0.03,63,0.0
stochastic_sensitive,0.03,64,0.0
stochastic_sensitive,0.03,65,0.0
stochastic_sensitive,0.03,66,0.0
stochastic_sensitive,0.03,67,0.0
stochastic_sensitive,0.03,68,0.0
stochastic_sensitive,0.03,69,0.0
stochastic_sensitive,0.03,70,0.0
stochastic_sensitive,0.03,71,0.0
stochastic_sensitive,0.03,72,0.0
stochastic_sensitive,0.03,73,0.0
stochastic_sensitive,0.02,42,0.0
stochastic_sensitive,0.02,43,0.0
stochastic_sensitive,0.02,44,0.0
stochastic_sensitive,0.02,45,0.0
stochastic_sensitive,0.02,46,0.0
stochastic_sensitive,0.02,47,0.0
stochastic_sensitive,0.02,48,0.0
stochastic_sensitive,0.02,49,0.0
stochastic_sensitive,0.02,50,0.0
stochastic_sensitive,0.02,51,0.0
stochastic_sensitive,0.02,52,0.0
stochastic_sensitive,0.02,53,0.0
stochastic_sensitive,0.02,54,0.0
stochastic_sensitive,0.02,55,0.0
stochastic_sensitive,0.02,56,0.0
stochastic_sensitive,0.02,57,0.0
stochastic_sensitive,0.02,58,0.0
stochastic_sensitive,0.02,59,0.0
stochastic_sensitive,0.02,60,0.0
stochastic_sensitive,0.02,61,0.0
stochastic_sensitive,0.02,62,0.0
stochastic_sensitive,0.02,63,0.0
stochastic_sensitive,0.02,64,0.0
stochastic_sensitive,0.02,65,0.0
stochastic_sensitive,0.02,66,0.0
stochastic_sensitive,0.02,67,0.0
stochastic_sensitive,0.02,68,0.0
stochastic_sensitive,0.02,69,0.0
stochastic_sensitive,0.02,70,0.0
stochastic_sensitive,0.02,71,0.0
stochastic_sensitive,0.02,72,0.0
stochastic_sensitive,0.02,73,0.0
stochastic_sensitive,0.01,42,0.0
stochastic_sensitive,0.01,43,0.0
stochastic_sensitive,0.01,44,0.0
stochastic_sensitive,0.01,45,0.0
stochastic_sensitive,0.01,46,0.0
stochastic_sensitive,0.01,47,0.0
stochastic_sensitive,0.01,48,0.0
stochastic_sensitive,0.01,49,0.0
stochastic_sensitive,0.01,50,0.0
stochastic_sensitive,0.01,51,0.0
stochastic_sensitive,0.01,52,0.0
stochastic_sensitive,0.01,53,0.0
stochastic_sensitive,0.01,54,0.0
stochastic_sensitive,0.01,55,0.0
stochastic_sensitive,0.01,56,0.0
stochastic_sensitive,0.01,57,0.0
stochastic_sensitive,0.01,58,0.0
stochastic_sensitive,0.01,59,0.0
stochastic_sensitive,0.01,60,0.0
stochastic_sensitive,0.01,61,0.0
stochastic_sensitive,0.01,62,0.0
stochastic_sensitive,0.01,63,0.0
stochastic_sensitive,0.01,64,0.0
stochastic_sensitive,0.01,65,0.0
stochastic_sensitive,0.01,66,0.0
stochastic_sensitive,0.01,67,0.0
stochastic_sensitive,0.01,68,0.0
stochastic_sensitive,0.01,69,0.0
stochastic_sensitive,0.01,70,0.0
stochastic_sensitive,0.01,71,0.0
stochastic_sensitive,0.01,72,0.0
stochastic_sensitive,0.01,73,0.0
