step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.57133e-06,0.00263424,0,0,0
100,8.27776e-05,0.00268458,65536,0,0
200,9.7467e-05,0.00279338,65536,0,0
300,0.000102756,0.00292735,65536,0,0
400,0.000112139,0.00307121,65536,0,0
500,0.000125019,0.00321483,65536,0,0
600,0.000138219,0.0033525,65536,0,0
700,0.000149503,0.00348037,65536,0,0
800,0.000157981,0.00359712,65536,0,0
900,0.000163679,0.00370246,65536,0,0
1000,0.000167015,0.00379685,65536,0,0
1100,0.000168482,0.00388095,65536,0,0
1200,0.000168505,0.00395565,65536,0,0
1300,0.000167431,0.00402173,65536,0,0
1400,0.00016553,0.00408019,65536,0,0
1500,0.000163009,0.00413183,65536,0,0
1600,0.000160029,0.00417747,65536,0,0
1700,0.000156712,0.00421788,65536,0,0
1800,0.000153159,0.00425361,65536,0,0
1900,0.000149439,0.0042854,65536,0,0
1999,0.00014565,0.00431332,65536,0,0
