step,residue_coherence,orientation_alignment,corridor_count
0,3.15643e-06,0.00126574,0
100,0.00015434,0.00132546,0
200,0.000200714,0.00143446,0
300,0.000248179,0.00154543,0
400,0.000294787,0.00164858,0
500,0.000330787,0.00174478,0
600,0.000354035,0.00183478,0
700,0.000366716,0.00191911,0
800,0.000371766,0.00199803,0
900,0.000371601,0.00207166,0
1000,0.000367958,0.0021402,0
1100,0.000362023,0.00220385,0
1200,0.000354591,0.0022628,0
1300,0.0003462,0.00231737,0
1400,0.000337218,0.00236783,0
1500,0.000327896,0.00241441,0
1600,0.000318407,0.00245742,0
1700,0.00030888,0.00249708,0
1800,0.000299394,0.00253368,0
1900,0.00029002,0.00256746,0
1999,0.000280884,0.00259833,0
