step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,6.0142e-06,0.00245429,0,0,0
100,0.000206039,0.00245469,65536,0,0
200,0.000243127,0.00245422,65536,0,0
300,0.000241152,0.00245367,65536,0,0
400,0.000231982,0.00245323,65536,0,0
500,0.000222411,0.0024529,65536,0,0
600,0.000213466,0.00245267,65536,0,0
700,0.000205117,0.0024525,65536,0,0
800,0.000197231,0.0024524,65536,0,0
900,0.000189729,0.0024523,65536,0,0
1000,0.000182564,0.00245225,65536,0,0
1100,0.00017571,0.00245219,65536,0,0
1200,0.000169145,0.00245218,65536,0,0
1300,0.000162853,0.00245215,65536,0,0
1400,0.000156823,0.00245212,65536,0,0
1500,0.000151039,0.0024521,65536,0,0
1600,0.000145492,0.00245208,65536,0,0
1700,0.000140164,0.00245207,65536,0,0
1800,0.000135052,0.00245205,65536,0,0
1900,0.000130142,0.00245206,65536,0,0
1999,0.000125452,0.00245183,65536,0,0
