step_index,mean_output,mean_abs_output,output_variance,mean_total_activation,mean_forward_channel,mean_reverse_channel,mean_directional_dominance,mean_channel_coexistence,mean_split_eligibility,mean_admissibility,mean_residue,mean_tension,mean_barrier_scaffold,mean_abs_step_delta,corridor_edge_fraction,coexistence_edge_fraction,barrier_edge_fraction,dual_active_node_fraction,output_interface_count
0,0.001113,0.006816,0.000070,0.020934,0.011024,0.009911,0.380618,0.007059,0.000000,0.551998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1024,0.148480,0.823085,0.907245,0.823085,0.485782,0.337302,1.000000,0.000000,0.006005,0.791803,0.769255,0.097324,0.468313,0.000632,0.250000,0.000000,0.695312,0.000000,10
2048,0.132093,0.807408,0.884965,0.807408,0.469751,0.337658,1.000000,0.000000,0.005722,0.776122,0.757046,0.097234,0.455633,0.000598,0.257812,0.000000,0.703125,0.000000,10
3072,0.134562,0.798687,0.865582,0.798687,0.466625,0.332063,1.000000,0.000000,0.005387,0.772587,0.753328,0.097957,0.447723,0.000530,0.250000,0.000000,0.710938,0.000000,10
4096,0.141329,0.804062,0.869413,0.804062,0.472696,0.331366,1.000000,0.000000,0.005147,0.774979,0.752955,0.097144,0.436332,0.000478,0.257812,0.000000,0.710938,0.000000,10
5120,0.147312,0.810424,0.879353,0.810424,0.478868,0.331556,1.000000,0.000000,0.005382,0.775723,0.754464,0.096749,0.436370,0.000471,0.257812,0.000000,0.679688,0.000000,10
6144,0.145835,0.808195,0.878713,0.808195,0.477015,0.331180,1.000000,0.000000,0.005515,0.774994,0.755084,0.097305,0.447161,0.000539,0.273438,0.000000,0.671875,0.000000,10
7168,0.134405,0.803523,0.874446,0.803523,0.468964,0.334559,1.000000,0.000000,0.005418,0.773817,0.754268,0.097696,0.447883,0.000565,0.257812,0.000000,0.687500,0.000000,10
8192,0.128255,0.803824,0.872996,0.803824,0.466039,0.337785,1.000000,0.000000,0.005036,0.777735,0.755324,0.097776,0.442990,0.000510,0.265625,0.000000,0.695312,0.000000,10
9216,0.134767,0.813915,0.885698,0.813915,0.474341,0.339574,1.000000,0.000000,0.005013,0.781095,0.755980,0.096330,0.434157,0.000566,0.265625,0.000000,0.687500,0.000000,10
10240,0.145990,0.827182,0.904751,0.827182,0.486586,0.340596,1.000000,0.000000,0.005228,0.784143,0.758038,0.094617,0.426967,0.000550,0.273438,0.000000,0.671875,0.000000,10
