step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,3.17376e-06,0.00245429,0,0,0
100,0.000154492,0.00248806,65536,0,0
200,0.000201064,0.0025462,65536,0,0
300,0.000249839,0.00260066,65536,0,0
400,0.000297803,0.00264409,65536,0,0
500,0.000334692,0.00267471,65536,0,0
600,0.0003584,0.00269397,65536,0,0
700,0.000371186,0.00270441,65536,0,0
800,0.000376101,0.00270854,65536,0,0
900,0.00037566,0.00270842,65536,0,0
1000,0.000371662,0.00270558,65536,0,0
1100,0.000365336,0.00270111,65536,0,0
1200,0.000357505,0.00269587,65536,0,0
1300,0.000348729,0.00269032,65536,0,0
1400,0.00033938,0.00268476,65536,0,0
1500,0.000329716,0.00267949,65536,0,0
1600,0.000319919,0.00267454,65536,0,0
1700,0.000310103,0.00267002,65536,0,0
1800,0.000300364,0.00266596,65536,0,0
1900,0.00029076,0.00266231,65536,0,0
1999,0.000281421,0.00265912,65536,0,0
