step,residue_coherence,orientation_alignment,corridor_count
0,5.7965e-05,0.000358157,0
50,0.00254878,0.000354329,0
100,0.00452159,0.000344476,0
150,0.00627885,0.000330844,0
200,0.00802186,0.000316153,0
250,0.00989675,0.000305329,0
300,0.0120193,0.000307932,0
350,0.0144947,0.000337381,0
400,0.0174298,0.000400383,0
450,0.0209419,0.000484021,0
500,0.025167,0.000555316,0
550,0.0302717,0.000574075,0
600,0.0364607,0.000530965,0
650,0.0439939,0.000473651,0
700,0.0531949,0.000409811,0
750,0.0644931,0.000326455,0
800,0.0784316,0.000248656,0
850,0.0957508,0.00018844,0
900,0.117444,0.000160158,0
950,0.144877,0.000145773,0
999,0.179197,0.000133803,0
