step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.56957e-06,0.000529814,0,0,0
100,7.67809e-05,0.000525231,65536,0,0
200,0.000100399,0.000527622,65536,0,0
300,0.000124821,0.000540628,65536,0,0
400,0.000148628,0.000560885,65536,0,0
500,0.000166837,0.000586861,65536,0,0
600,0.000178496,0.000616103,65536,0,0
700,0.000184782,0.000645641,65536,0,0
800,0.00018721,0.000673124,65536,0,0
900,0.000187011,0.000697137,65536,0,0
1000,0.000185067,0.000717034,65536,0,0
1100,0.000181978,0.000732748,65536,0,0
1200,0.000178148,0.000744525,65536,0,0
1300,0.000173848,0.000752805,65536,0,0
1400,0.00016926,0.000758098,65536,0,0
1500,0.000164509,0.000760889,65536,0,0
1600,0.000159687,0.000761705,65536,0,0
1700,0.000154851,0.00076092,65536,0,0
1800,0.000150047,0.000758927,65536,0,0
1900,0.000145302,0.000756021,65536,0,0
1999,0.000140685,0.000752495,65536,0,0
