step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00550734,0.000942341,13711,0.00275338,0.0425195,0.00398144,0.209213
100,3.2158,0.0006573,52726,0.116877,0.468433,0.00462092,0.804535
200,8.86715,0.00153762,55712,0.144033,0.535832,0.00514535,0.850098
300,13.4256,0.00211938,54832,0.15695,0.612637,0.00598604,0.83667
400,16.6349,0.00621743,54820,0.164373,0.5879,0.00635304,0.836487
500,19.0215,0.00743407,55004,0.169783,0.579628,0.00667862,0.839294
600,20.8127,0.00572962,55343,0.173617,0.598328,0.00692676,0.844467
700,22.3812,0.00604023,55581,0.177404,0.63987,0.00686882,0.848099
800,23.5785,0.0028035,55728,0.180764,0.639648,0.00701895,0.850342
900,24.7112,0.00227259,55971,0.182933,0.640359,0.00736119,0.85405
1000,25.6342,0.000580536,56093,0.186385,0.610476,0.00776359,0.855911
1100,26.9937,0.00498529,56320,0.18954,0.66152,0.00822241,0.859375
1200,27.968,0.00788919,56449,0.190741,0.675149,0.00880399,0.861343
1300,29.3364,0.0044739,56753,0.192655,0.646883,0.00930483,0.865982
1400,30.7151,0.00478857,57006,0.195215,0.613686,0.00975819,0.869843
1500,32.0228,0.00689947,57217,0.197901,0.618305,0.0101019,0.873062
1600,33.2175,0.00765716,57432,0.199583,0.695781,0.0104843,0.876343
1700,34.5482,0.00799885,57565,0.201903,0.663467,0.0107798,0.878372
1800,35.8464,0.00844964,57764,0.203345,0.629944,0.0110296,0.881409
1900,36.7152,0.00644589,57899,0.204137,0.666488,0.0113585,0.883469
1999,38.2235,0.0043938,58002,0.206677,0.680057,0.0118911,0.88504
