step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.56781e-06,0.0021795,0,0,0
100,7.66475e-05,0.00216535,65536,0,0
200,0.000100311,0.00213477,65536,0,0
300,0.000125274,0.00209904,65536,0,0
400,0.000149687,0.00206444,65536,0,0
500,0.000168385,0.00203371,65536,0,0
600,0.000180359,0.00200768,65536,0,0
700,0.00018679,0.00198619,65536,0,0
800,0.00018923,0.00196887,65536,0,0
900,0.00018895,0.00195522,65536,0,0
1000,0.00018687,0.00194466,65536,0,0
1100,0.000183611,0.00193667,65536,0,0
1200,0.000179595,0.00193084,65536,0,0
1300,0.000175107,0.0019267,65536,0,0
1400,0.000170334,0.00192393,65536,0,0
1500,0.000165411,0.00192226,65536,0,0
1600,0.000160425,0.00192144,65536,0,0
1700,0.00015544,0.00192129,65536,0,0
1800,0.000150499,0.00192165,65536,0,0
1900,0.00014563,0.00192238,65536,0,0
1999,0.000140902,0.00192342,65536,0,0
