step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.56994e-06,0.000734035,0,0,0
100,7.68583e-05,0.000746594,65533,0,0
200,0.000100801,0.0007712,65536,0,0
300,0.000125857,0.000797693,65536,0,0
400,0.000150187,0.000822545,65536,0,0
500,0.000168739,0.00084501,65536,0,0
600,0.00018056,0.000865077,65536,0,0
700,0.000186857,0.000882902,65536,0,0
800,0.000189182,0.000898682,65536,0,0
900,0.000188815,0.00091259,65536,0,0
1000,0.000186664,0.000924814,65536,0,0
1100,0.000183353,0.000935531,65536,0,0
1200,0.000179299,0.000944893,65536,0,0
1300,0.000174782,0.000953072,65536,0,0
1400,0.000169989,0.000960197,65536,0,0
1500,0.000165051,0.000966401,65536,0,0
1600,0.000160057,0.0009718,65536,0,0
1700,0.000155067,0.000976504,65536,0,0
1800,0.000150124,0.000980595,65536,0,0
1900,0.000145257,0.000984149,65536,0,0
1999,0.000140535,0.000987218,65536,0,0
