step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,9.25312e-05,0.000820464,668,0.000181915,0.0357288,0.00094138,0.0101929
100,0.0087192,0.000678656,6340,0.00609451,0.522536,0.0012818,0.0967407
200,0.0212236,0.00241055,14296,0.0128673,0.636525,0.00188843,0.21814
300,0.04037,0.00415838,20618,0.0221245,0.635894,0.00276601,0.314606
400,0.0663306,0.00213763,26557,0.033964,0.6819,0.00351511,0.405228
500,0.0969131,0.00255231,31635,0.0454985,0.797095,0.00408438,0.482712
600,0.132456,0.00389791,35855,0.0579269,0.858197,0.00457983,0.547104
700,0.168003,0.00191962,38815,0.0682998,0.85648,0.0052627,0.59227
800,0.204766,0.00150985,41003,0.0789139,0.841495,0.00591859,0.625656
900,0.246951,0.00183536,42934,0.0907854,0.863003,0.00641032,0.655121
1000,0.289187,0.0014856,44521,0.0995639,0.88043,0.00685149,0.679337
1100,0.32729,0.00174148,45882,0.107364,0.950751,0.0074358,0.700104
1200,0.367014,0.0025399,47019,0.114359,0.886449,0.00809375,0.717453
1300,0.394881,0.00154113,47683,0.119569,0.842297,0.00866788,0.727585
1400,0.426829,0.00168818,48349,0.125858,0.918078,0.00906502,0.737747
1500,0.466269,0.00217185,48706,0.13319,0.932246,0.00938163,0.743195
1600,0.508613,0.00193431,49309,0.139971,0.905345,0.00959328,0.752396
1700,0.551058,0.00262088,49912,0.145879,0.903704,0.00998535,0.761597
1800,0.585208,0.00521444,50412,0.150128,0.91126,0.0103981,0.769226
1900,0.610091,0.000326879,50762,0.151631,1.02188,0.0106608,0.774567
1999,0.631422,0.00778748,51130,0.15502,0.956108,0.010819,0.780182
