continuation_mismatch_mean,phase_error_mean,signal_x_mean,frequency_drift_mean,rejection_rate,hold_rate,reinforce_rate,survival_metrics,trajectory_alignment,phase_locking_value,frames_logged
0.021333833501550062,0.45131451195048994,0.8175024947226751,0.8041513829817124,0.8,0.02,0.18,0.18,0.54868548804951,0.54868548804951,200
