step,residue_coherence,orientation_alignment,corridor_count
0,5.79835e-05,0.000243995,0
50,0.00254959,0.000234668,0
100,0.004523,0.000213699,0
150,0.00628077,0.00018672,0
200,0.00802435,0.000157317,0
250,0.00989981,0.000129793,0
300,0.012023,0.000112121,0
350,0.0144991,0.000116363,0
400,0.0174349,0.000145948,0
450,0.0209476,0.000186796,0
500,0.0251744,0.00022034,0
550,0.0302812,0.000239993,0
600,0.0364732,0.00025632,0
650,0.0440083,0.000266074,0
700,0.0532136,0.000225981,0
750,0.0645121,0.000157072,0
800,0.0784558,0.000124471,0
850,0.0957796,9.75305e-05,0
900,0.117481,7.56465e-05,0
950,0.144929,7.54357e-05,0
999,0.179254,9.88082e-05,0
