step,residue_coherence,orientation_alignment,corridor_count
0,3.13698e-06,0.001764,0
100,0.000154088,0.00178655,0
200,0.000201331,0.00182135,0
300,0.000249591,0.00185807,0
400,0.000296361,0.00189819,0
500,0.000332103,0.00193721,0
600,0.000355037,0.00197272,0
700,0.00036746,0.00200355,0
800,0.000372325,0.00202943,0
900,0.000372047,0.00205069,0
1000,0.000368335,0.00206789,0
1100,0.000362362,0.0020817,0
1200,0.000354917,0.00209271,0
1300,0.000346517,0.00210149,0
1400,0.000337535,0.00210853,0
1500,0.000328214,0.00211421,0
1600,0.000318732,0.00211884,0
1700,0.000309205,0.00212269,0
1800,0.000299723,0.00212595,0
1900,0.000290347,0.00212879,0
1999,0.00028121,0.00213132,0
