step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00556714,0.0014644,13766,0.00278328,0.0358632,0.00434803,0.210052
100,3.23174,0.00309033,52099,0.101338,0.433239,0.00502167,0.794968
200,8.66151,0.0010148,51576,0.128422,0.482659,0.00579293,0.786987
300,13.025,0.00438745,52034,0.140911,0.486254,0.00668125,0.793976
400,16.1115,0.00114195,52524,0.14845,0.482971,0.00737345,0.801453
500,18.3938,0.00708261,52936,0.153568,0.481867,0.00766047,0.807739
600,20.1567,0.010762,53325,0.157301,0.487088,0.00807374,0.813675
700,21.8152,0.00958631,53739,0.162524,0.541831,0.00847086,0.819992
800,23.1748,0.00620585,54092,0.165442,0.51254,0.00876312,0.825378
900,24.5153,0.00465056,54328,0.167768,0.545809,0.00918716,0.828979
1000,25.6553,0.00519937,54594,0.169679,0.521064,0.0097234,0.833038
1100,26.7205,0.00338203,54846,0.170981,0.539532,0.0102909,0.836884
1200,27.4933,0.00494806,55077,0.173597,0.542729,0.0106531,0.840408
1300,28.7088,0.00433125,55333,0.175203,0.53777,0.0109758,0.844315
1400,29.7978,0.00914157,55530,0.176661,0.554201,0.0114869,0.847321
1500,30.8953,0.00664094,55726,0.179652,0.531866,0.0121441,0.850311
1600,32.3481,0.00403091,56008,0.182133,0.558819,0.0129374,0.854614
1700,33.6399,0.00196607,56209,0.183987,0.571448,0.0134289,0.857681
1800,35.473,0.00334953,56569,0.186218,0.540858,0.0139422,0.863174
1900,36.7681,0.00239074,56718,0.187027,0.537375,0.0144565,0.865448
1999,37.735,0.00103536,56777,0.187527,0.560182,0.0149227,0.866348
