step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.000363387,0.000942341,664,0.000180921,0.0357842,0.00398144,0.0101318
100,0.0349774,0.00188086,8075,0.00701404,0.577937,0.00463169,0.123215
200,0.155887,0.00300678,20212,0.0251844,0.699278,0.00522821,0.308411
300,0.460037,0.00343344,31034,0.0554283,0.847377,0.00599017,0.473541
400,1.05865,0.00283061,38908,0.0940269,0.92041,0.00705965,0.593689
500,2.02711,0.00533259,43590,0.13271,0.931322,0.00790779,0.665131
600,3.30018,0.00348141,46292,0.165624,0.993668,0.00901255,0.70636
700,4.62171,0.00315201,48226,0.187931,1.11654,0.009742,0.73587
800,5.88658,0.00297325,49347,0.205743,1.09524,0.0101795,0.752975
900,7.04314,0.0103734,50072,0.218734,1.09653,0.0107029,0.764038
1000,8.05863,0.00730004,50703,0.229014,1.12756,0.0111174,0.773666
1100,8.92282,0.00279519,51136,0.239101,1.02414,0.0113579,0.780273
1200,9.76964,0.00432283,51589,0.24696,1.0939,0.0117021,0.787186
1300,10.5492,0.00402368,51954,0.253894,1.10567,0.012129,0.792755
1400,11.3712,0.00367533,52364,0.258644,1.11217,0.0124867,0.799011
1500,12.2222,0.00239003,52790,0.267022,1.05834,0.0129392,0.805511
1600,12.8384,0.00415744,53088,0.273045,1.10028,0.0133881,0.810059
1700,13.4704,0.00426917,53285,0.278933,1.10037,0.013766,0.813065
1800,14.0472,0.0026042,53468,0.283366,1.17772,0.014011,0.815857
1900,14.6598,0.00297591,53738,0.285607,1.08935,0.0142842,0.819977
1999,15.5038,0.00635444,54005,0.288898,1.04103,0.0148361,0.824051
