step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00162328,0.00255454,6797,0.00162221,0.0357967,0.00628121,0.103714
100,0.3398,0.00395689,40408,0.099035,0.769351,0.0066828,0.616577
200,1.18148,0.00349534,49544,0.172067,0.867088,0.00707372,0.755981
300,2.31804,0.00263381,51334,0.21281,0.929581,0.0072747,0.783295
400,3.3452,0.0047802,52184,0.236025,0.902765,0.00784032,0.796265
500,4.17094,0.00304597,52687,0.251883,0.969188,0.00837857,0.80394
600,4.84234,0.00172254,53103,0.264405,1.03153,0.00877122,0.810287
700,5.36426,0.00183744,53411,0.273255,1.07677,0.00899494,0.814987
800,5.86066,0.0059607,53701,0.281687,1.00093,0.00921459,0.819412
900,6.31716,0.00591232,53986,0.290327,1.0326,0.00945908,0.823761
1000,6.68929,0.00564943,54204,0.296928,1.06436,0.00955737,0.827087
1100,7.16004,0.00552398,54437,0.302316,1.06783,0.00971535,0.830643
1200,7.4472,0.00402286,54612,0.306857,1.03104,0.00997417,0.833313
1300,7.80362,0.00315281,54844,0.312282,1.06805,0.0102464,0.836853
1400,8.21022,0.00415298,55059,0.318523,1.03496,0.0103452,0.840134
1500,8.58503,0.00533476,55375,0.323904,1.06777,0.0103388,0.844955
1600,9.02668,0.0100162,55638,0.32705,1.08519,0.0103992,0.848969
1700,9.42748,0.000835913,55871,0.330127,1.04694,0.0104437,0.852524
1800,9.77904,0.00250081,56087,0.333478,1.1201,0.0105686,0.85582
1900,10.1062,0.00516194,56293,0.337834,1.08176,0.0107358,0.858963
1999,10.5786,0.00742,56512,0.342627,1.08251,0.0109186,0.862305
