step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.5717e-06,0.00129529,0,0,0
100,8.28499e-05,0.00131026,65536,0,0
200,9.77446e-05,0.00134342,65536,0,0
300,0.000103411,0.0013847,65536,0,0
400,0.000113315,0.00142875,65536,0,0
500,0.000126695,0.00147242,65536,0,0
600,0.000140303,0.00151377,65536,0,0
700,0.000151885,0.00155146,65536,0,0
800,0.000160546,0.00158485,65536,0,0
900,0.000166335,0.00161386,65536,0,0
1000,0.000169692,0.00163871,65536,0,0
1100,0.000171116,0.00165975,65536,0,0
1200,0.00017105,0.00167735,65536,0,0
1300,0.00016985,0.00169195,65536,0,0
1400,0.000167801,0.00170393,65536,0,0
1500,0.000165117,0.00171365,65536,0,0
1600,0.000161965,0.00172145,65536,0,0
1700,0.000158475,0.00172761,65536,0,0
1800,0.000154748,0.00173237,65536,0,0
1900,0.000150858,0.00173598,65536,0,0
1999,0.000146909,0.00173859,65536,0,0
