step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00559597,0.000820464,13905,0.0027977,0.0357288,0.00094138,0.212173
100,3.32432,0.000946469,52849,0.117845,0.540655,0.00155898,0.806412
200,8.8117,0.00365128,55712,0.142886,0.581176,0.00246085,0.850098
300,13.238,0.00215513,54722,0.155447,0.573541,0.00284469,0.834991
400,16.2066,0.00556577,54656,0.162739,0.606298,0.00278174,0.833984
500,18.7544,0.00682369,54988,0.168947,0.632895,0.0030753,0.83905
600,20.6092,0.00872839,55243,0.173933,0.620364,0.00352997,0.842941
700,22.1285,0.00301879,55401,0.178191,0.604352,0.00386654,0.845352
800,23.5496,0.00363194,55673,0.180742,0.617124,0.00411293,0.849503
900,24.6558,0.00226825,55882,0.183592,0.604549,0.00427813,0.852692
1000,25.4552,0.00172728,56019,0.18497,0.597716,0.00455177,0.854782
1100,26.0654,0.00363195,56062,0.187524,0.639884,0.00468795,0.855438
1200,27.2689,0.00320691,56189,0.19048,0.652632,0.00498978,0.857376
1300,28.662,0.00233963,56508,0.193495,0.643845,0.00515196,0.862244
1400,30.0148,0.00775453,56758,0.19463,0.687058,0.00515653,0.866058
1500,31.0753,0.00555653,56994,0.19534,0.666697,0.00517812,0.869659
1600,31.8077,0.00990518,57140,0.198096,0.659393,0.00513963,0.871887
1700,33.0303,0.0106007,57263,0.200755,0.679518,0.00504836,0.873764
1800,34.2187,0.0022584,57451,0.202603,0.622779,0.00517877,0.876633
1900,35.6331,0.00442474,57643,0.204409,0.637709,0.00503968,0.879562
1999,36.805,0.00847222,57779,0.205744,0.676074,0.00493393,0.881638
