step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00559597,0.000820464,13905,0.0027977,0.0357288,0.00094138,0.212173
100,3.32432,0.000946469,47257,0.0535705,0.284183,0.00155898,0.721085
200,8.8117,0.00365128,49056,0.0670559,0.296783,0.00246085,0.748535
300,13.238,0.00215513,50012,0.073783,0.298094,0.00284469,0.763123
400,16.2066,0.00556577,50769,0.07764,0.323884,0.00278174,0.774673
500,18.7544,0.00682369,51443,0.0809586,0.330612,0.0030753,0.784958
600,20.6092,0.00872839,51907,0.0836102,0.309942,0.00352997,0.792038
700,22.1285,0.00301879,52423,0.0857908,0.320018,0.00386654,0.799911
800,23.5496,0.00363194,52679,0.0871831,0.308588,0.00411293,0.803818
900,24.6558,0.00226825,53002,0.0886469,0.313011,0.00427813,0.808746
1000,25.4552,0.00172728,53161,0.0893464,0.334354,0.00455177,0.811172
1100,26.0654,0.00363195,53321,0.0907785,0.327117,0.00468795,0.813614
1200,27.2689,0.00320691,53664,0.0922372,0.333613,0.00498978,0.818848
1300,28.662,0.00233963,54104,0.0938314,0.326659,0.00515196,0.825562
1400,30.0148,0.00775453,54240,0.0943813,0.342003,0.00515653,0.827637
1500,31.0753,0.00555653,54445,0.0946944,0.333596,0.00517812,0.830765
1600,31.8077,0.00990518,54659,0.0962475,0.32883,0.00513963,0.83403
1700,33.0303,0.0106007,54886,0.0975742,0.341498,0.00504836,0.837494
1800,34.2187,0.0022584,55102,0.0985289,0.317291,0.00517877,0.84079
1900,35.6331,0.00442474,55253,0.0994584,0.324692,0.00503968,0.843094
1999,36.805,0.00847222,55462,0.100177,0.343896,0.00493393,0.846283
