step,residue_coherence,orientation_alignment,corridor_count
0,5.79589e-05,7.67334e-05,0
50,0.00254847,7.2886e-05,0
100,0.00452111,6.36378e-05,0
150,0.00627794,5.09166e-05,0
200,0.0080209,4.07153e-05,0
250,0.00989541,5.19431e-05,0
300,0.012018,9.13764e-05,0
350,0.0144925,0.000148971,0
400,0.0174273,0.000215586,0
450,0.0209387,0.000278243,0
500,0.0251637,0.000319161,0
550,0.0302673,0.00031461,0
600,0.0364567,0.000244886,0
650,0.043988,0.000135265,0
700,0.0531874,9.04419e-05,0
750,0.0644811,9.60668e-05,0
800,0.078419,6.95201e-05,0
850,0.0957337,0.000102194,0
900,0.117427,0.00015618,0
950,0.144854,0.000201783,0
999,0.179161,0.000238888,0
