active_fraction,mean_mismatch,max_mismatch,mean_residue,step
0.003662109375,0.00494384765625,1.0,0.09600000000000002,0
0.01171875,0.004889261358808595,1.0,0.06382393305518408,10
0.01568603515625,0.0048240168648775675,0.9614304512970264,0.04243223365242311,20
0.01910400390625,0.004772116520948354,0.8798941422715323,0.028210333750147712,30
0.02276611328125,0.004733174346568677,0.7960615875191909,0.01875515054931071,40
0.02667236328125,0.004703956386730582,0.7201322047456975,0.01246903617811568,50
0.03155517578125,0.004683871781830041,0.6541685159540398,0.008289822190570036,60
0.03619384765625,0.004669647683616405,0.5975187870875214,0.005511344338857514,70
0.04156494140625,0.004659075322516513,0.5488679468196005,0.003664121584659478,80
0.04742431640625,0.00465202748717057,0.5068961733893914,0.002436027611722514,90
0.05352783203125,0.0046469885541123145,0.47045948934935317,0.0016195506584495596,100
0.05987548828125,0.004643374228087948,0.4386145025399693,0.0010767301333787917,110
0.06671142578125,0.004640886357795523,0.41059673787462875,0.0007158453328257023,120
0.07452392578125,0.004639101728160453,0.38578923752067973,0.00047591733958472505,130
0.08306884765625,0.004637921481669783,0.36369307940347806,0.0003164053793901749,140
0.09039306640625,0.004637026931738333,0.3439028029150352,0.00021035662242186077,150
0.10015869140625,0.004636449236030014,0.32608683689778295,0.00013985194778299458,160
0.10919189453125,0.004636021303752057,0.3099721924986315,9.297813909311398e-05,170
0.11944580078125,0.004635741769920343,0.2953325619604689,6.181490130285937e-05,180
0.13018798828125,0.004635542406099069,0.2819790635304687,4.109656377673448e-05,190
0.14044189453125,0.004635402531934115,0.26975301950170627,2.7322336825879193e-05,200
0.15386962890625,0.00463531094539283,0.25852029186752745,1.8164781213396924e-05,210
0.16534423828125,0.004635246954663535,0.24816681301313065,1.207653937631157e-05,220
0.17901611328125,0.004635204101531065,0.2385950367796353,8.028877507208376e-06,230
0.19171142578125,0.0046351730390046565,0.229721102004326,5.337859797170217e-06,240
0.20635986328125,0.004635152416926377,0.22147255081948503,3.548783399505733e-06,250
0.21954345703125,0.004635137618317963,0.21378648157415067,2.359347022056275e-06,260
0.23492431640625,0.00463512779091267,0.2066080444035749,1.5685708998923713e-06,270
0.24908447265625,0.004635120626987623,0.19988920863043885,1.0428371261150055e-06,280
0.26641845703125,0.004635116039054529,0.19358774714722843,6.933121554648404e-07,290
0.28399658203125,0.004635112932056306,0.18766639503642266,4.6093654788263884e-07,300
0.30108642578125,0.004635110755267553,0.18209214891762743,3.064456601536375e-07,310
0.31890869140625,0.00463510925629132,0.17683568059195373,2.0373507602809833e-07,320
0.33648681640625,0.004635108228491098,0.17187084401709007,1.354497276396895e-07,330
0.35504150390625,0.004635107533062266,0.16717425888611584,9.005139947102562e-08,340
0.37579345703125,0.004635107055523079,0.1627249573922417,5.986910928504558e-08,350
0.39581298828125,0.004635106741052126,0.1585040833591834,3.9802937740440097e-08,360
0.41705322265625,0.004635106522069417,0.15449463496706778,2.6462292018182395e-08,370
0.43707275390625,0.004635106371722993,0.15068124393062807,1.7592995356825062e-08,380
0.45904541015625,0.004635106269527428,0.1470499852840751,1.1696397478064239e-08,390
0.48052978515625,0.004635106199405657,0.14358821296724428,7.776146766945787e-09,400
0.50469970703125,0.004635106152081939,0.14028441724551075,5.169836152925354e-09,410
0.52960205078125,0.004635106120037752,0.1371281006740379,3.4370757971935228e-09,420
0.55230712890625,0.004635106098167286,0.1341096698681263,2.2850801623507605e-09,430
0.57672119140625,0.004635106083187035,0.13122034079144052,1.5191958677875422e-09,440
0.60260009765625,0.004635106073206096,0.12845205564282483,1.0100109933685876e-09,450
0.62823486328125,0.004635106066297832,0.12579740972609635,6.714882711016319e-10,460
0.65460205078125,0.004635106061732876,0.12324958693813798,4.4642731731387373e-10,470
0.68145751953125,0.004635106058561645,0.12080230271874505,2.967994501483968e-10,480
0.70855712890625,0.0046351060563787376,0.1184497534789252,1.9732196080298666e-10,490
0.73687744140625,0.004635106054944143,0.11618657166906642,1.311860793396612e-10,500
0.76690673828125,0.004635106053965341,0.11400778576967456,8.721678693277708e-11,510
0.79583740234375,0.004635106053371356,0.11190878458936243,5.798456635922731e-11,520
0.81829833984375,0.004635106053071379,0.10988528534079127,3.855003209942917e-11,530
0.83905029296875,0.004635106052894007,0.10793330503803718,2.5629319458220475e-11,540
0.85833740234375,0.004635106052785691,0.10604913482060305,1.7039208014076974e-11,550
0.87322998046875,0.0046351060527206975,0.104229316861837,1.1328221579206299e-11,560
0.88934326171875,0.00463510605268303,0.10247062356434847,7.531371413599528e-12,570
0.90447998046875,0.004635106052658837,0.10077003878336353,5.007101509534409e-12,580
0.91546630859375,0.004635106052643962,0.09912474085185607,3.3288844952607866e-12,590
0.92864990234375,0.00463510605263554,0.0975320872095733,2.2131510538954644e-12,600
0.93914794921875,0.004635106052630263,0.09598960046245178,1.4713750490086908e-12,610
0.94866943359375,0.004635106052626977,0.09449495571997991,9.782181523645715e-13,620
0.95697021484375,0.004635106052625102,0.09304596907629793,6.503513528112735e-13,630
0.96551513671875,0.004635106052624013,0.09164058711665062,4.3237480421015757e-13,640
0.97259521484375,0.004635106052623317,0.09027687734456964,2.8745688081934827e-13,650
0.97772216796875,0.004635106052622909,0.08895301943715457,1.9111071580902183e-13,660
0.98382568359375,0.004635106052622708,0.08766729724629255,1.2705664095753458e-13,670
0.98895263671875,0.004635106052622587,0.08641809147281997,8.447140152802344e-14,680
0.99310302734375,0.004635106052622514,0.08520387294865885,5.6159344543772275e-14,690
0.99505615234375,0.004635106052622479,0.08402319646901442,3.733656506859104e-14,700
0.99774169921875,0.004635106052622465,0.08287469512292554,2.482256697341957e-14,710
0.99945068359375,0.004635106052622458,0.08175707507592755,1.6502852633014103e-14,720
1.0,0.0046351060526224576,0.08066911076341582,1.0971635017386051e-14,730
1.0,0.004635106052622457,0.07960964045756756,7.294301029745424e-15,740
1.0,0.004635106052622457,0.07857756217446059,4.849489381321171e-15,750
1.0,0.004635106052622457,0.07757182989138295,3.224098808596545e-15,760
1.0,0.0046351060526224576,0.07659145004730798,2.143486109616299e-15,770
1.0,0.004635106052622457,0.07563547830216162,1.4250595204673711e-15,780
1.0,0.004635106052622457,0.0747030165328727,9.474260774371061e-16,790
1.0,0.0046351060526224576,0.07379321004630583,6.29879776469599e-16,800
1.0,0.0046351060526224576,0.07290524499106203,4.187646321480208e-16,810
1.0,0.0046351060526224576,0.0720383459518188,2.784083942509798e-16,820
1.0,0.0046351060526224576,0.07119177371139328,1.8509498663203992e-16,830
1.0,0.004635106052622457,0.07036482316706782,1.2305718787139074e-16,840
1.0,0.0046351060526224576,0.06955682138893604,8.181243459023803e-17,850
1.0,0.004635106052622457,0.06876712580912318,5.4391576545510223e-17,860
1.0,0.0046351060526224576,0.06799512253172195,3.616129521048503e-17,870
1.0,0.004635106052622457,0.06724022475417406,2.4041209215653606e-17,880
1.0,0.0046351060526224576,0.06650187129163175,1.5983380495266146e-17,890
1.0,0.004635106052622457,0.06577952519655922,1.062627298672293e-17,900
