step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.000180177,0.00244746,657,0.000178619,0.0356827,0.00977545,0.010025
100,0.0170285,0.000546542,7353,0.00646013,0.518955,0.0107365,0.112198
200,0.0532166,0.000488924,17540,0.0168636,0.652999,0.0118661,0.267639
300,0.117788,0.00450781,25999,0.032061,0.736945,0.0133558,0.396713
400,0.223425,0.00333753,32908,0.0522662,0.814291,0.0149824,0.502136
500,0.384858,0.00356018,38076,0.0761464,0.872206,0.0167183,0.580994
600,0.590662,0.00227631,41866,0.0987313,0.876735,0.0179432,0.638824
700,0.837981,0.00736161,44409,0.119116,0.967163,0.019006,0.677628
800,1.11267,0.00384199,46095,0.138417,0.966163,0.0200027,0.703354
900,1.39726,0.00170344,47383,0.153469,1.06448,0.0211237,0.723007
1000,1.67567,0.00651006,48577,0.16481,0.973364,0.0222055,0.741226
1100,1.94034,0.000656718,49262,0.176095,1.08894,0.0231571,0.751678
1200,2.18788,0.00616587,49885,0.185341,1.02555,0.0240619,0.761185
1300,2.3664,0.00763765,50418,0.18975,1.06993,0.0248817,0.769318
1400,2.53128,0.00428815,50705,0.195639,1.07956,0.0257416,0.773697
1500,2.77921,0.000567799,51013,0.206327,0.990669,0.0264846,0.778397
1600,2.9841,0.00600923,51358,0.211457,0.964296,0.0271823,0.783661
1700,3.22155,0.00177878,51759,0.21944,1.08112,0.0278075,0.78978
1800,3.48116,0.00545652,52120,0.225589,1.05098,0.028507,0.795288
1900,3.73263,0.00124554,52575,0.231172,1.03497,0.0290414,0.802231
1999,3.96729,0.00615782,52823,0.235742,1.09974,0.029697,0.806015
