step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00555661,0.00143185,13770,0.00277802,0.0408778,0.00609055,0.210114
100,3.26749,0.00451296,52697,0.117581,0.5109,0.00683222,0.804092
200,8.85757,0.0084936,55667,0.144472,0.571283,0.00722584,0.849411
300,13.3581,0.00642958,54711,0.156968,0.572589,0.00751543,0.834824
400,16.6516,0.00697255,54813,0.16432,0.587149,0.00749756,0.83638
500,19.007,0.00676833,55047,0.169864,0.599764,0.00745872,0.839951
600,20.9637,0.00252768,55268,0.175378,0.63127,0.00722644,0.843323
700,22.5285,0.00513325,55482,0.17878,0.669596,0.00703346,0.846588
800,23.697,0.00922742,55713,0.180926,0.623373,0.00703182,0.850113
900,25.0829,0.00450956,55972,0.184537,0.625558,0.00692318,0.854065
1000,26.4162,0.00794086,56246,0.187538,0.635226,0.00675189,0.858246
1100,27.5243,0.00778049,56395,0.190059,0.666563,0.00666766,0.860519
1200,28.4193,0.00885561,56512,0.191518,0.581578,0.0065363,0.862305
1300,29.7361,0.0114131,56818,0.194757,0.660325,0.00642648,0.866974
1400,30.9716,0.0128121,57019,0.196855,0.642412,0.0062706,0.870041
1500,32.2746,0.0128309,57235,0.19868,0.656753,0.006066,0.873337
1600,33.6072,0.0103531,57384,0.199657,0.629436,0.00619506,0.87561
1700,34.4932,0.00725328,57493,0.202195,0.663645,0.00637356,0.877274
1800,35.8599,0.0089401,57686,0.204183,0.679345,0.00655597,0.880219
1900,37.0958,0.00935592,57868,0.205235,0.655915,0.00677623,0.882996
1999,38.5984,0.00199051,58105,0.20714,0.644236,0.00696905,0.886612
