step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00550734,0.000942341,13711,0.00275338,0.0425195,0.00398144,0.209213
100,3.2158,0.0006573,52271,0.10172,0.404291,0.00462092,0.797592
200,8.86715,0.00153762,51817,0.129489,0.455839,0.00514535,0.790665
300,13.4256,0.00211938,52315,0.142301,0.518238,0.00598604,0.798264
400,16.6349,0.00621743,52800,0.149436,0.493846,0.00635304,0.805664
500,19.0215,0.00743407,53188,0.154526,0.48941,0.00667862,0.811584
600,20.8127,0.00572962,53647,0.158156,0.505769,0.00692676,0.818588
700,22.3812,0.00604023,54040,0.16176,0.537886,0.00686882,0.824585
800,23.5785,0.0028035,54230,0.164911,0.548468,0.00701895,0.827484
900,24.7112,0.00227259,54432,0.16691,0.533725,0.00736119,0.830566
1000,25.6342,0.000580536,54673,0.170119,0.512883,0.00776359,0.834244
1100,26.9937,0.00498529,54934,0.172948,0.545839,0.00822241,0.838226
1200,27.968,0.00788919,55109,0.17409,0.558473,0.00880399,0.840897
1300,29.3364,0.0044739,55466,0.175859,0.534907,0.00930483,0.846344
1400,30.7151,0.00478857,55710,0.178269,0.530667,0.00975819,0.850067
1500,32.0228,0.00689947,55984,0.180617,0.525091,0.0101019,0.854248
1600,33.2175,0.00765716,56151,0.182154,0.577904,0.0104843,0.856796
1700,34.5482,0.00799885,56356,0.184297,0.552675,0.0107798,0.859924
1800,35.8464,0.00844964,56567,0.185691,0.532223,0.0110296,0.863144
1900,36.7152,0.00644589,56678,0.186324,0.551278,0.0113585,0.864838
1999,38.2235,0.0043938,56840,0.188483,0.565115,0.0118911,0.86731
