step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,5.99078e-06,0.00197778,0,0,0
100,0.000205223,0.00197748,65536,0,0
200,0.000242582,0.00197794,65536,0,0
300,0.00024092,0.00197847,65536,0,0
400,0.000231936,0.00197892,65536,0,0
500,0.000222476,0.00197925,65536,0,0
600,0.000213585,0.00197949,65536,0,0
700,0.000205253,0.00197968,65536,0,0
800,0.000197369,0.00197983,65536,0,0
900,0.000189862,0.00197993,65536,0,0
1000,0.000182692,0.00198003,65536,0,0
1100,0.000175831,0.0019801,65536,0,0
1200,0.000169261,0.00198016,65536,0,0
1300,0.000162965,0.0019802,65536,0,0
1400,0.000156929,0.00198024,65536,0,0
1500,0.000151142,0.00198026,65536,0,0
1600,0.000145588,0.00198029,65536,0,0
1700,0.000140258,0.00198031,65536,0,0
1800,0.000135142,0.00198031,65536,0,0
1900,0.000130229,0.00198032,65536,0,0
1999,0.000125533,0.0019804,65536,0,0
