step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,6.34752e-06,0.00245429,0,0,0
100,0.000308932,0.00248807,65536,0,0
200,0.000402032,0.00254909,65536,0,0
300,0.000499535,0.00261078,65536,0,0
400,0.000595416,0.00266534,65536,0,0
500,0.000669159,0.0027085,65536,0,0
600,0.000716545,0.00274014,65536,0,0
700,0.000742103,0.00276223,65536,0,0
800,0.000751929,0.00277713,65536,0,0
900,0.000751053,0.00278695,65536,0,0
1000,0.000743063,0.00279331,65536,0,0
1100,0.00073043,0.00279758,65536,0,0
1200,0.00071478,0.00280053,65536,0,0
1300,0.000697239,0.00280281,65536,0,0
1400,0.000678559,0.00280479,65536,0,0
1500,0.000659248,0.00280676,65536,0,0
1600,0.000639659,0.00280884,65536,0,0
1700,0.000620052,0.00281113,65536,0,0
1800,0.000600582,0.00281366,65536,0,0
1900,0.000581388,0.00281648,65536,0,0
1999,0.000562724,0.00281946,65536,0,0
