step,residue_coherence,orientation_alignment,corridor_count
0,5.79636e-05,0.00035759,0
50,0.00254873,0.000361531,0
100,0.00452159,0.000371069,0
150,0.00627871,0.00038298,0
200,0.00802189,0.000394665,0
250,0.00989647,0.000404016,0
300,0.0120191,0.000409687,0
350,0.014494,0.000411096,0
400,0.0174288,0.000407801,0
450,0.0209407,0.000399222,0
500,0.0251659,0.000389875,0
550,0.0302712,0.000389346,0
600,0.0364601,0.000392132,0
650,0.0439928,0.000393699,0
700,0.0531939,0.000400744,0
750,0.0644883,0.000428384,0
800,0.0784251,0.000477604,0
850,0.0957444,0.000512813,0
900,0.117435,0.000518682,0
950,0.144873,0.000509049,0
999,0.179187,0.000502624,0
