step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00548765,0.00130782,13636,0.00274354,0.0357865,0.0046135,0.208069
100,3.23951,0.00190896,52198,0.0853965,0.382197,0.00491931,0.796478
200,8.74316,0.00232658,51549,0.106392,0.429605,0.00455172,0.786575
300,13.3903,0.0029226,52244,0.116754,0.46778,0.00410452,0.79718
400,16.7246,0.00394001,52838,0.122081,0.454998,0.00405411,0.806244
500,19.1092,0.0028884,53226,0.126624,0.460219,0.00388475,0.812164
600,21.0297,0.0029133,53658,0.129843,0.473454,0.00372062,0.818756
700,22.3643,0.00302647,53907,0.132603,0.475318,0.00369217,0.822556
800,23.5093,0.00517063,54166,0.134135,0.471208,0.00384037,0.826508
900,24.971,0.00781135,54523,0.137466,0.481161,0.00415723,0.831955
1000,26.2365,0.0014317,54873,0.139368,0.485638,0.00456839,0.837296
1100,27.4264,0.00197409,55106,0.140695,0.503076,0.00506887,0.840851
1200,28.6974,0.00121057,55329,0.143084,0.504546,0.00573061,0.844254
1300,29.897,0.00270783,55474,0.145251,0.479962,0.0064328,0.846466
1400,31.0961,0.00112678,55655,0.146234,0.479593,0.00695536,0.849228
1500,32.0628,0.00149547,55846,0.147798,0.490168,0.00735651,0.852142
1600,33.2562,0.00832898,56025,0.148829,0.483903,0.00770992,0.854874
1700,33.9136,0.00423642,56202,0.150105,0.49933,0.00807312,0.857574
1800,35.2865,0.00632085,56396,0.151241,0.50784,0.00840981,0.860535
1900,36.1982,0.00375807,56496,0.152508,0.500696,0.00875388,0.862061
1999,37.3774,0.00827213,56709,0.154106,0.519933,0.00895532,0.865311
