step,residue_coherence,orientation_alignment,corridor_count
0,0.000113386,0.000705698,0
100,0.0111197,0.000471667,0
200,0.0269111,0.000449032,0
300,0.0581808,0.00202554,0
400,0.128422,0.00319723,0
500,0.309216,0.00269703,1942
600,0.874211,0.00158305,52896
700,2.64225,0.00116565,65536
800,7.43589,0.00107774,65536
900,20.2416,0.00103561,65536
1000,54.7971,0.00102948,65536
1100,148.233,0.00102916,65536
1200,400.949,0.00102912,65536
1300,1084.5,0.00102913,65536
1400,2933.36,0.00102912,65536
1500,7934.19,0.00102914,65536
1600,21460.5,0.00102913,65536
1700,58046.6,0.00102913,65536
1800,157006,0.00102912,65536
1900,424672,0.0010291,65536
1999,1.13728e+06,0.00102912,65536
