order_parameter,local_coherence_mean,step,time
0.095069076639065,0.39367839249652037,0,0.0
0.07585111590257043,0.6136755141268111,10,0.5
0.04484744499467341,0.7358380600300047,20,1.0
0.04922045542903859,0.7985204753444511,30,1.5
0.05918602314976187,0.8378265247637575,40,2.0
0.07666519481180947,0.8621518176877112,50,2.5
0.09469328675503817,0.8786049431718479,60,3.0
0.10808693245821412,0.8886576927710828,70,3.5
0.11866754053134679,0.8954881969607934,80,4.0
0.12743258903759813,0.9005335064105902,90,4.5
0.13489768807522004,0.9044610533374409,100,5.0
0.14139886068685695,0.9076310148521451,110,5.5
0.14717675586239476,0.9102564447281334,120,6.0
0.15241238404847185,0.9124729924869726,130,6.5
0.15724556861208133,0.9143724885868023,140,7.0
0.1617856305400958,0.9160202371575167,150,7.5
0.16611819635271266,0.9174644689683695,160,8.0
0.17030992512910564,0.9187418234965729,170,8.5
0.17441203772755773,0.9198807184379204,180,9.0
0.1784631013782776,0.9209035369892954,190,9.5
0.1824913109158971,0.9218281179560543,200,10.0
0.18651640022176458,0.9226688125650506,210,10.5
0.1905512616473042,0.9234372582001323,220,11.0
0.19460332207101871,0.9241429587478959,230,11.5
0.1986757091246782,0.9247937277498244,240,12.0
0.20276823337291164,0.9253960312420698,250,12.5
0.2068782082561579,0.9259552555249477,260,13.0
0.21100112744027588,0.9264759177688067,270,13.5
0.2151312177920357,0.9269618325344691,280,14.0
0.21926188497550564,0.9274162439790246,290,14.5
0.2233860674000139,0.9278419311727804,300,15.0
0.22749651287529266,0.9282412922427183,310,15.5
0.2315859908597084,0.9286164117819653,320,16.0
0.23564745167549375,0.9289691149967371,330,16.5
0.23967414257019723,0.9293010113182996,340,17.0
0.24365968907799046,0.929613529630511,350,17.5
0.24759814881603778,0.9299079468129312,360,18.0
0.2514840436631808,0.9301854109459643,370,18.5
0.25531237522115013,0.9304469602461198,380,19.0
0.25907862755280064,0.9306935385797366,390,19.5
0.26277876042081766,0.930926008229737,400,20.0
0.2664091956029275,0.9311451604523553,410,20.5
0.2699667983224946,0.9313517242516811,420,21.0
0.27344885539239444,0.9315463737132992,430,21.5
0.2768530513113804,0.931729734169563,440,22.0
0.2801774432629191,0.9319023874144274,450,22.5
0.2834204357350489,0.9320648761423466,460,23.0
0.2865807552960434,0.9322177077511853,470,23.5
0.28965742591579235,0.9323613576215992,480,24.0
