step,residue_coherence,orientation_alignment,corridor_count
0,0.000113273,0.000421729,0
100,0.0111086,0.000379502,0
200,0.0268839,0.000411767,0
300,0.0581206,0.000607342,0
400,0.128279,0.00243763,0
500,0.308821,0.0025593,1914
600,0.872924,0.0018241,52846
700,2.63839,0.0013538,65536
800,7.42564,0.00142334,65536
900,20.214,0.00145226,65536
1000,54.723,0.00146625,65536
1100,148.032,0.00146764,65536
1200,400.406,0.00146777,65536
1300,1083.03,0.00146779,65536
1400,2929.4,0.00146778,65536
1500,7923.46,0.00146779,65536
1600,21431.6,0.00146779,65536
1700,57968.2,0.00146781,65536
1800,156794,0.0014678,65536
1900,424097,0.00146779,65536
1999,1.13575e+06,0.00146781,65536
