step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00557673,0.00244746,13780,0.00278808,0.0356827,0.00977545,0.210266
100,3.28297,0.00224645,52586,0.201373,0.920482,0.01121,0.802399
200,8.89242,0.00822163,55687,0.267377,0.968952,0.0128373,0.849716
300,13.5246,0.00403846,55021,0.299238,0.925714,0.0140359,0.839554
400,16.7327,0.00454315,55007,0.316697,1.00293,0.0152142,0.83934
500,19.1548,0.00353976,55153,0.32863,1.09993,0.0166262,0.841568
600,20.9029,0.00705569,55411,0.33593,1.01325,0.0177448,0.845505
700,22.4901,0.00606643,55683,0.344079,1.03713,0.0187463,0.849655
800,24.0115,0.00604955,55943,0.35101,1.08933,0.0197802,0.853622
900,25.3595,0.00449617,56240,0.35746,1.09652,0.0209575,0.858154
1000,26.4807,0.00669113,56390,0.362278,1.06599,0.021892,0.860443
1100,27.4423,0.000214351,56591,0.366315,1.12241,0.0228548,0.86351
1200,28.5443,0.00914363,56724,0.371995,1.16444,0.0237851,0.86554
1300,29.7053,0.0124903,56892,0.376477,1.12199,0.0248092,0.868103
1400,30.9787,0.00995042,57114,0.382334,1.06328,0.0258407,0.87149
1500,32.3939,0.0100767,57370,0.384847,1.07212,0.02679,0.875397
1600,33.283,0.00768294,57490,0.386912,1.13347,0.027829,0.877228
1700,34.4756,0.00358039,57677,0.391347,1.1123,0.0289636,0.880081
1800,35.7184,0.0103782,57834,0.394429,1.17109,0.0298573,0.882477
1900,37.208,0.00791235,58055,0.397611,1.09888,0.0306919,0.885849
1999,38.5596,0.0126839,58212,0.401881,1.12039,0.0315182,0.888245
