step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00731423,0.0014644,28351,0.00365509,0.0358632,0.00434797,0.432602
100,3.34677,0.00378279,58351,0.0950933,0.458408,0.00467469,0.890366
200,9.88035,0.00695847,59565,0.120902,0.579405,0.00499096,0.90889
300,17.185,0.00830494,59903,0.142501,0.667986,0.00517793,0.914047
400,23.4655,0.0112557,59966,0.15849,0.637148,0.00493397,0.915009
500,28.3859,0.00513224,60013,0.170494,0.670028,0.00492161,0.915726
600,32.2924,0.00796048,60044,0.179427,0.6328,0.00542759,0.916199
700,35.3555,0.00541383,60154,0.186639,0.653387,0.00594011,0.917877
800,38.6311,0.000866511,60260,0.19231,0.658426,0.00641888,0.919495
900,41.147,0.00391458,60356,0.197742,0.663754,0.00684404,0.920959
1000,43.3719,0.00836736,60411,0.202425,0.666731,0.00739461,0.921799
1100,45.3521,0.0118487,60535,0.206188,0.667291,0.00774046,0.923691
1200,47.4369,0.00924255,60605,0.209079,0.68156,0.00816018,0.924759
1300,49.8748,0.000242385,60742,0.212922,0.685598,0.00860733,0.926849
1400,52.1832,0.0038924,60885,0.215948,0.694318,0.00896374,0.929031
1500,53.946,0.00721123,61031,0.218704,0.685387,0.00955129,0.931259
1600,56.6673,0.00655978,61177,0.221492,0.681141,0.0104327,0.933487
1700,58.8027,0.0146635,61232,0.223823,0.724543,0.0111046,0.934326
1800,60.9989,0.011728,61303,0.225608,0.687182,0.0115808,0.93541
1900,63.197,0.0155826,61367,0.228436,0.716847,0.0117159,0.936386
1999,65.5174,0.0116427,61424,0.231123,0.740196,0.0118091,0.937256
