order_parameter,local_coherence_mean,step,time
0.09629444739887598,0.4077671595530883,0,0.0
0.052143968917728586,0.7110848767173452,10,0.5
0.06537681572315186,0.8246915481479289,20,1.0
0.09838440244300108,0.8668203942600264,30,1.5
0.12466019039916895,0.8851736035843634,40,2.0
0.14350472377315074,0.8951871152119426,50,2.5
0.15785833149801207,0.9015235138841065,60,3.0
0.16920920146990787,0.9058940341687733,70,3.5
0.17846167718001346,0.9090672971515843,80,4.0
0.18624813888513092,0.9114526337825818,90,4.5
0.19302490166932323,0.9132928553330005,100,5.0
0.19911871192609745,0.914742150143727,110,5.5
0.20475740056988623,0.9159027462536772,120,6.0
0.21009321983624216,0.9168444136860794,130,6.5
0.21522159845034922,0.9176158242941943,140,7.0
0.22019636952632296,0.9182515864945592,150,7.5
0.22504199199749417,0.9187767738638648,160,8.0
0.22976314048729735,0.9192099112619321,170,8.5
0.23435202128993093,0.919564973886058,180,9.0
0.23879378003121338,0.9198527392035891,190,9.5
0.24307036133841342,0.9200817082655834,200,10.0
0.24716315477011402,0.9202587377821727,210,10.5
0.2510547194627228,0.9203894767189742,220,11.0
0.25472983082792383,0.920478670183708,230,11.5
0.2581760434132719,0.9205303728725267,240,12.0
0.26138391939577277,0.920548100648604,250,12.5
0.26434703437690427,0.9205349396176858,260,13.0
0.2670618417052691,0.9204936258520748,270,13.5
0.2695274529563197,0.920426604712294,280,14.0
0.2717453744510695,0.9203360758693004,290,14.5
0.2737192266727223,0.920224028200114,300,15.0
0.27545446408357843,0.9200922674199411,310,15.5
0.27695810624963224,0.9199424384241781,320,16.0
0.27823848661777684,0.9197760437087069,330,16.5
0.27930502219619074,0.9195944588248919,340,17.0
0.28016800533801056,0.9193989455445419,350,17.5
0.2808384175097489,0.9191906632176666,360,18.0
0.2813277641134019,0.918970678673627,370,18.5
0.28164792896379964,0.9187399749248851,380,19.0
0.28181104678696434,0.9184994588689254,390,19.5
0.2818293920218252,0.9182499681391577,400,20.0
0.28171528222185577,0.9179922772237362,410,20.5
0.28148099442763697,0.9177271029481517,420,21.0
0.28113869299069305,0.9174551094004499,430,21.5
0.28070036745636207,0.9171769123651117,440,22.0
0.2801777792478892,0.9168930833217558,450,22.5
0.2795824160283212,0.9166041530570306,460,23.0
0.27892545274674485,0.9163106149317594,470,23.5
0.2782177184983836,0.9160129278402103,480,24.0
0.27746966844261833,0.915711518893989,490,24.5
0.27669136012849516,0.9154067858593216,500,25.0
0.27589243367350097,0.9150990993732584,510,25.5
0.2750820953284108,0.914788804961525,520,26.0
0.2742691040390464,0.9144762248782456,530,26.5
0.27346176068510125,0.9141616597855862,540,27.0
0.27266789973708955,0.9138453902894099,550,27.5
0.27189488312524757,0.9135276783453093,560,28.0
0.2711495961591485,0.9132087685478362,570,28.5
0.2704384453741793,0.9128888893143746,580,29.0
0.2697673582111572,0.9125682539738842,590,29.5
0.2691417844585902,0.9122470617696391,600,30.0
0.2685666994037555,0.9119254987841244,610,30.5
0.2680466086493499,0.9116037387933783,620,31.0
0.26758555455744554,0.9112819440573026,630,31.5
0.26718712428245806,0.9109602660517716,640,32.0
0.26685445935045693,0.9106388461477641,650,32.5
0.2665902667341622,0.9103178162421968,660,33.0
0.2663968313621414,0.9099972993446536,670,33.5
0.26627602998789995,0.909677410123781,680,34.0
0.26622934633054124,0.9093582554167309,690,34.5
0.26625788738431816,0.9090399347046997,700,35.0
0.2663624007804452,0.9087225405573067,710,35.5
0.2665432930717262,0.9084061590482889,720,36.0
0.26680064879946536,0.9080908701447485,730,36.5
0.2671342501932907,0.9077767480719813,740,37.0
0.26754359734827593,0.9074638616557189,750,37.5
0.26802792872036574,0.9071522746434556,760,38.0
0.2685862417806737,0.9068420460063761,770,38.5
0.26921731367171203,0.9065332302232683,780,39.0
0.2699197217138984,0.9062258775476838,790,39.5
0.2706918636185101,0.9059200342595055,800,40.0
0.2715319772733108,0.9056157429019783,810,40.5
0.2724381599789808,0.9053130425051832,820,41.0
