step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00555661,0.00143185,13770,0.00277802,0.0408778,0.00609055,0.210114
100,3.26749,0.00451296,52697,0.153442,0.577558,0.00683222,0.804092
200,8.85757,0.0084936,55667,0.187323,0.637949,0.00722584,0.849411
300,13.3581,0.00642958,54832,0.202396,0.639256,0.00751543,0.83667
400,16.6516,0.00697255,54923,0.211312,0.653815,0.00749756,0.838058
500,19.007,0.00676833,55155,0.217611,0.666431,0.00745872,0.841599
600,20.9637,0.00252768,55359,0.224114,0.697919,0.00722644,0.844711
700,22.5285,0.00513325,55585,0.228246,0.736124,0.00703346,0.84816
800,23.697,0.00922742,55789,0.230714,0.689909,0.00703182,0.851273
900,25.0829,0.00450956,56057,0.234861,0.692139,0.00692318,0.855362
1000,26.4162,0.00794086,56312,0.238307,0.701892,0.00675189,0.859253
1100,27.5243,0.00778049,56489,0.24124,0.733215,0.00666766,0.861954
1200,28.4193,0.00885561,56588,0.242852,0.644528,0.0065363,0.863464
1300,29.7361,0.0114131,56893,0.246522,0.726818,0.00642648,0.868118
1400,30.9716,0.0128121,57079,0.248858,0.709079,0.0062706,0.870956
1500,32.2746,0.0128309,57305,0.251009,0.72342,0.006066,0.874405
1600,33.6072,0.0103531,57445,0.252146,0.692461,0.00619506,0.876541
1700,34.4932,0.00725328,57575,0.255043,0.730067,0.00637356,0.878525
1800,35.8599,0.0089401,57752,0.257228,0.746012,0.00655597,0.881226
1900,37.0958,0.00935592,57933,0.258452,0.722573,0.00677623,0.883987
1999,38.5984,0.00199051,58175,0.260706,0.710903,0.00696905,0.88768
