step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00734457,0.00210708,28513,0.00367029,0.0445146,0.0066467,0.435074
100,3.39277,0.00549989,58527,0.0960691,0.478524,0.00711259,0.893051
200,10.2208,0.0120591,59727,0.122469,0.61207,0.00845665,0.911362
300,18.0639,0.0103498,60074,0.144184,0.609285,0.00973023,0.916656
400,24.7278,0.0104801,60206,0.160952,0.709133,0.0110257,0.918671
500,29.8596,0.00744754,60241,0.171748,0.663676,0.0118897,0.919205
600,34.0216,0.0027547,60302,0.180457,0.66164,0.0127594,0.920135
700,37.1364,0.00563611,60293,0.187241,0.663461,0.0136672,0.919998
800,39.6194,0.00236937,60282,0.192491,0.659629,0.0147741,0.91983
900,41.4132,0.00400571,60357,0.197149,0.662888,0.0157236,0.920975
1000,43.9344,0.00586815,60445,0.201744,0.672915,0.0165512,0.922318
1100,45.5419,0.00394764,60500,0.204871,0.662173,0.0174201,0.923157
1200,47.0654,0.00605775,60561,0.208353,0.685915,0.0183448,0.924088
1300,49.0076,0.0090273,60711,0.211876,0.707559,0.0192335,0.926376
1400,51.3556,0.00802949,60800,0.214483,0.675925,0.0197965,0.927734
1500,52.8893,0.00386507,60916,0.21687,0.673153,0.0202463,0.929504
1600,55.3761,0.00817027,61059,0.220738,0.736474,0.0207888,0.931686
1700,58.3245,0.00525018,61165,0.22358,0.676548,0.0215914,0.933304
1800,60.5482,0.00876599,61284,0.22645,0.677145,0.0223447,0.93512
1900,63.2517,0.0133628,61350,0.22836,0.673338,0.0231342,0.936127
1999,64.8924,0.0267448,61452,0.230086,0.675155,0.0241108,0.937683
