step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00320173,0.000942341,6708,0.00160054,0.0357842,0.00398144,0.102356
100,1.06594,0.00214364,43236,0.118447,0.828264,0.00468382,0.659729
200,4.12463,0.00576955,50946,0.203466,1.04376,0.00581289,0.777374
300,7.69011,0.00718794,52323,0.24638,0.970565,0.00696107,0.798386
400,10.7892,0.00938316,52975,0.271199,1.06373,0.00774086,0.808334
500,13.0697,0.00432166,53411,0.28605,1.04587,0.00834566,0.814987
600,14.4778,0.00719468,53510,0.295202,1.08279,0.00884754,0.816498
700,15.6928,0.0022345,53756,0.300167,1.14205,0.0094706,0.820251
800,16.8915,0.00621312,54059,0.309117,1.02199,0.0101483,0.824875
900,17.8348,0.0031979,54395,0.314076,1.06126,0.0107227,0.830002
1000,18.8171,0.00378715,54579,0.321541,1.06625,0.0113581,0.832809
1100,19.7698,0.00225027,54768,0.327521,1.1335,0.0118253,0.835693
1200,20.8056,0.00253712,55095,0.333501,1.10379,0.0121585,0.840683
1300,21.7304,0.00785767,55284,0.33757,1.11226,0.0126222,0.843567
1400,22.4922,0.00591294,55467,0.343667,1.14277,0.0133268,0.846359
1500,23.6054,0.00188444,55769,0.34762,1.11079,0.014201,0.850967
1600,24.5611,0.00658174,55980,0.351127,1.0698,0.0152043,0.854187
1700,25.6649,0.0111601,56192,0.357322,1.10645,0.0160729,0.857422
1800,26.7582,0.0106801,56443,0.360843,1.14899,0.0167671,0.861252
1900,27.9378,0.00962841,56681,0.363193,1.11948,0.0172474,0.864883
1999,28.9938,0.0125797,56841,0.368181,1.15243,0.0173932,0.867325
