step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.57484e-06,0.000577461,0,0,0
100,9.15794e-05,0.000580055,65533,0,0
200,0.000111864,0.000585463,65536,0,0
300,0.000109749,0.000591793,65536,0,0
400,0.000102368,0.000598342,65536,0,0
500,9.57087e-05,0.000604814,65536,0,0
600,9.17063e-05,0.000611087,65536,0,0
700,9.06284e-05,0.000617255,65536,0,0
800,9.21179e-05,0.000623474,65536,0,0
900,9.55714e-05,0.000629834,65536,0,0
1000,0.000100311,0.000636225,65536,0,0
1100,0.000105729,0.00064259,65536,0,0
1200,0.000111283,0.000648844,65536,0,0
1300,0.000116513,0.00065493,65536,0,0
1400,0.000121098,0.000660864,65536,0,0
1500,0.000124901,0.000666623,65536,0,0
1600,0.000127917,0.000672222,65536,0,0
1700,0.000130201,0.00067763,65536,0,0
1800,0.000131824,0.000682829,65536,0,0
1900,0.000132862,0.000687808,65536,0,0
1999,0.000133377,0.00069251,65536,0,0
