step,time_s,active_count,lost_count,transmission_fraction,mean_energy_ev,rms_energy_spread_ev,mean_position_m,rms_bunch_length_m,mean_y_m,rms_beam_size_m,rms_divergence_rad,geometric_emittance_m_rad,normalized_emittance_m_rad,mean_z_m,rms_z_beam_size_m,rms_z_divergence_rad,z_geometric_emittance_m_rad,z_normalized_emittance_m_rad,rms_radial_beam_size_m
925,1.8499999999999942e-09,10000,0,1.0,1000017.1798373265,9882.776778859696,0.0256031121809915,0.002017944116001251,4.000854123564143e-06,0.001007539352049838,0.0009930606340080614,9.961438424405864e-07,4.60030657090636e-08,7.3051631889472105e-06,0.0009901694935445437,0.0010106991272684827,9.962619398293172e-07,4.600851958199077e-08,0.001412671421144422
950,1.899999999999998e-09,10000,0,1.0,1000017.1800174201,9882.776620015642,0.02629461243009766,0.0020181706254513328,3.995299222428626e-06,0.0010074749197046258,0.0009931023964188494,9.961218257655532e-07,4.6002048957909526e-08,7.313685293378621e-06,0.0009901031900233905,0.0010107481491013622,9.962368892110137e-07,4.600736271985553e-08,0.0014125790219087864
975,1.950000000000003e-09,10000,0,1.0,1000017.1800689343,9882.776581378228,0.02698611267920375,0.0020184028769969367,3.989754713564787e-06,0.0010074106414195148,0.0009931146151026687,9.961062655100644e-07,4.600133036864574e-08,7.322212442956204e-06,0.0009900370118458613,0.0010107618510900663,9.96219203765787e-07,4.600654598689114e-08,0.0014124868205430076
1000,2.000000000000008e-09,10000,0,1.0,1000017.180110953,9882.77658631306,0.0276776129283098,0.0020186408686560515,3.98422173167526e-06,0.001007346684499069,0.0009931194611236824,9.960980282052167e-07,4.6000949961422057e-08,7.33074643953454e-06,0.0009899711733926775,0.0010107778762830717,9.962222115094495e-07,4.600668488891142e-08,0.0014123950866474684
1025,2.050000000000013e-09,10000,0,1.0,1000017.1801170203,9882.776596064534,0.028369113177415837,0.002018884598398654,3.9786944966818235e-06,0.0010072831308091963,0.0009931121918462834,9.960856998441077e-07,4.600038062369783e-08,7.339281045801218e-06,0.000989905763341404,0.0010107880170044364,9.962267545427935e-07,4.600689469154292e-08,0.0014123039407172493
1050,2.100000000000018e-09,10000,0,1.0,1000017.1801142034,9882.776609527067,0.029060613426521872,0.002019134064146768,3.973169433007168e-06,0.0010072200192063328,0.000993102224011156,9.96073785840792e-07,4.5999830421287097e-08,7.347817753842809e-06,0.000989840811993389,0.0010107963055642694,9.962321568368055e-07,4.600714417561316e-08,0.0014122134317017467
1075,2.150000000000023e-09,10000,0,1.0,1000017.1801067493,9882.77662286063,0.02975211367562791,0.002019389263774591,3.9676469293371685e-06,0.001007157361856865,0.0009930943521697243,9.960646570698286e-07,4.5999408843995743e-08,7.356358152009574e-06,0.0009897763339470097,0.0010108002679252658,9.962346115617342e-07,4.6007257537454094e-08,0.0014121235785197694
1100,2.200000000000028e-09,10000,0,1.0,1000017.180114006,9882.776628869231,0.030443613924733954,0.0020196501951085587,3.962126312426741e-06,0.0010070951641720036,0.0009930948626309054,9.960649673831737e-07,4.599942317478842e-08,7.364898652149638e-06,0.0009897123400295644,0.001010803370355779,9.962373441344049e-07,4.600738373096199e-08,0.001412034392599027
1125,2.250000000000033e-09,10000,0,1.0,1000017.1801175507,9882.77663126296,0.03113511417383999,0.0020199168559274414,3.956606551189848e-06,0.0010070334302021812,0.0009930952588724387,9.960652901108425e-07,4.5999438078803784e-08,7.373437797357116e-06,0.0009896488337020808,0.001010804740326845,9.962385609635982e-07,4.600743992561175e-08,0.0014119458792436106
1150,2.300000000000038e-09,10000,0,1.0,1000017.1801175507,9882.77663126296,0.03182661442294602,0.0020201892439623797,3.95108686583175e-06,0.0010069721607191995,0.0009930952588724387,9.96065260513972e-07,4.599943671198634e-08,7.381976821648902e-06,0.000989585816797721,0.001010804740326845,9.96238539188701e-07,4.6007438920022005e-08,0.001411858040292976
1175,2.350000000000043e-09,10000,0,1.0,1000016.9698722303,9882.923007293388,0.03251811464699693,0.002020467258076851,3.945567180448229e-06,0.0010069113558742232,0.0009930953458955642,9.96065329915977e-07,4.5999435061885395e-08,7.390515845889007e-06,0.0009895232895795994,0.001010804866840515,9.96238636183029e-07,4.600743854332145e-08,0.0014117708760396433
1200,2.400000000000048e-09,10000,0,1.0,1000016.4896183776,9883.029217219313,0.03320961474297996,0.002020750497883963,3.940047494986235e-06,0.0010068510157515856,0.0009930954666109034,9.960654359922607e-07,4.599942889593187e-08,7.3990548699495854e-06,0.0009894612521404503,0.0010108051427209024,9.962388795106588e-07,4.600743871386523e-08,0.0014116843866086282
1225,2.450000000000053e-09,10000,0,1.0,1000015.2129871412,9883.311817978645,0.0339011145680815,0.002021038472936639,3.934527809424949e-06,0.0010067911404348841,0.0009930958967466449,9.960658536642917e-07,4.599941877202043e-08,7.407593893740088e-06,0.0009893997045723707,0.0010108058603239614,9.962395561249456e-07,4.600744054307096e-08,0.0014115985721239756
1250,2.500000000000058e-09,10000,0,1.0,1000012.0268176306,9884.082258482746,0.034592613634920895,0.0020213296588175297,3.929008123699361e-06,0.001006731730006822,0.0009930969350780132,9.960668726754056e-07,4.599939241905471e-08,7.416132917580837e-06,0.0009893386469666766,0.0010108072782902455,9.962409257381994e-07,4.600743036847038e-08,0.0014115134327085486
1275,2.550000000000063e-09,10000,0,1.0,1000004.5083609214,9884.975261960562,0.03528411097377338,0.0020216213671493347,3.923488437448049e-06,0.0010066727845494579,0.0009931003159112835,9.960702249814686e-07,4.5999374107737006e-08,7.42467194161346e-06,0.0009892780794139475,0.0010108112379554948,9.962447939526288e-07,4.600743585199018e-08,0.0014114289684842335
1300,2.600000000000068e-09,10000,0,1.0,999985.3173190366,9884.60960997951,0.03597560387359003,0.0020219070347554783,3.917968750331065e-06,0.0010066143041433792,0.0009931091019826095,9.960789436792754e-07,4.599933513715269e-08,7.4332109655253545e-06,0.0009892180020038097,0.0010108209415894524,9.962543430204535e-07,4.600743515084024e-08,0.0014113451795711974
1325,2.650000000000073e-09,10000,0,1.0,999941.0939271412,9885.412954873666,0.036667086185265665,0.002022173786238702,3.912449061577005e-06,0.0010065562888673767,0.0009931299329389515,9.960996997925155e-07,4.5999275805826534e-08,7.441749989283016e-06,0.0009891584148249157,0.0010108444560049269,9.962775720443075e-07,4.6007489837785475e-08,0.0014112620660876448
1350,2.700000000000078e-09,10000,0,1.0,999848.7434607081,9888.583714792241,0.03735854537207032,0.0020223995790947026,3.9069293690017906e-06,0.001006498738801367,0.0009931751296936853,9.961450556082547e-07,4.599924441124849e-08,7.450289012755324e-06,0.000989099317964797,0.0010108923916896417,9.963248373549965e-07,4.6007546238841267e-08,0.0014111796281517945
1375,2.750000000000083e-09,10000,0,1.0,999677.3292632975,9893.591118747712,0.03804995939015319,0.0020225530266221843,3.901409672836917e-06,0.0010064416540216145,0.0009932613795048157,9.96231502570992e-07,4.599928986097888e-08,7.4588280350129035e-06,0.0009890407115046417,0.0010109827808898024,9.9641386025888e-07,4.6007709916078415e-08,0.0014110978658748168
1400,2.800000000000088e-09,10000,0,1.0,999396.3964269257,9906.972548542375,0.03874129535270649,0.0020225982922118593,3.895889973217139e-06,0.0010063850345992259,0.0009934015555329656,9.963719076497386e-07,4.59993027408328e-08,7.4673670563058405e-06,0.0009889825955293008,0.0010111249597401061,9.965542030739878e-07,4.600771873725334e-08,0.0014110167793667779
1425,2.850000000000093e-09,10000,0,1.0,998982.5021278067,9931.956503172443,0.03943251106014708,0.0020225039385738386,3.890370268918856e-06,0.0010063288806054006,0.0009936065182915691,9.965772905664604e-07,4.5999248098869504e-08,7.475906075853714e-06,0.0009889249701189797,0.0010113331397404732,9.967593983502846e-07,4.6007653689894064e-08,0.0014109363687345462
1450,2.900000000000098e-09,10000,0,1.0,998420.8246352233,9966.645772839664,0.040123557252735455,0.0020222508229680255,3.884850559798555e-06,0.0010062731921090774,0.0009938852542844129,9.96856576668079e-07,4.5999190704316884e-08,7.484445095132866e-06,0.0009888678353495769,0.0010116131965142662,9.97035532429884e-07,4.6007448482223527e-08,0.0014108566340803744
1475,2.950000000000103e-09,10000,0,1.0,997719.5136154213,10006.763415488062,0.040814383879903715,0.0020218380916703057,3.879330845295563e-06,0.0010062179691800518,0.0009942351411546526,9.972073337079416e-07,4.599919819782394e-08,7.49298411873727e-06,0.0009888111913008524,0.0010119647983557974,9.973821750498254e-07,4.600726328245241e-08,0.0014107775755098496
1500,3.000000000000108e-09,10000,0,1.0,996905.2558329668,10049.226747061719,0.04150494662187973,0.00202128340538888,3.873811128269608e-06,0.0010061632118891666,0.000994644507020807,9.976177289761582e-07,4.599933111216105e-08,7.5015231499863674e-06,0.0009887550380490078,0.0010123759414278344,9.97787473757422e-07,4.60071579040986e-08,0.0014106991931268147
1525,3.050000000000113e-09,10000,0,1.0,996016.2476796997,10083.079273542824,0.04219521322216486,0.002020616964724426,3.868291406817766e-06,0.001006108920306215,0.0009950915006363777,9.980657459120581e-07,4.599944877786446e-08,7.51006218845e-06,0.0009886993756734496,0.0010128287584171055,9.982338747702398e-07,4.600719760085702e-08,0.001410621487036579
1550,3.100000000000118e-09,10000,0,1.0,995093.1524750025,10102.829975619305,0.042885164947432025,0.0020198737637369397,3.862771678830334e-06,0.0010060550945046201,0.0009955556229167104,9.985310324094644e-07,4.5999547740999443e-08,7.518601234714725e-06,0.0009886442042546261,0.0010132996424637056,9.986979874996244e-07,4.600723889769979e-08,0.001410544457347776
1575,3.150000000000123e-09,10000,0,1.0,994172.3326082479,10111.294670230203,0.04357479651281715,0.002019085799713858,3.8572519437976104e-06,0.0010060017345623496,0.0009960185339496458,9.98995253633458e-07,4.5999621850563126e-08,7.527140288450954e-06,0.0009885895238739809,0.0010137693075178034,9.991608603637596e-07,4.6007247359235036e-08,0.00141046810417298
1600,3.200000000000128e-09,10000,0,1.0,993285.4124189516,10112.732483400561,0.04426411467111705,0.002018276726777128,3.851732202985514e-06,0.0010059488405579303,0.0009964651644791631,9.994431894218457e-07,4.599970300848814e-08,7.535679350323973e-06,0.000988535334614918,0.0010142225301881485,9.996075022680582e-07,4.600726556152392e-08,0.0014103924276265476
1625,3.250000000000133e-09,10000,0,1.0,992452.793861131,10110.11402841101,0.044953134908744835,0.002017461870401233,3.846212456547493e-06,0.0010058964125688435,0.0009968848497359543,9.998641055529788e-07,4.599977320729217e-08,7.544218419803098e-06,0.0009884816365623315,0.0010146483970320933,1.0000272142404078e-06,4.600727718967158e-08,0.0014103174278231269
1650,3.300000000000138e-09,10000,0,1.0,991688.1457088122,10103.013348793742,0.045641878563263925,0.002016650792678432,3.840692705617862e-06,0.0010058444506729732,0.000997270200595498,1.0002505965552853e-06,4.599981384910486e-08,7.552757496516221e-06,0.0009884284298015823,0.0010150398373200986,1.000412996229789e-06,4.600728233232501e-08,0.0014102431048779842
1675,3.350000000000143e-09,10000,0,1.0,991001.6525861642,10091.309684286396,0.04633037093933949,0.0020158520625949963,3.835172950800576e-06,0.0010057929549481923,0.0009976164594516386,1.0005979080964856e-06,4.5999848361493075e-08,7.561296580231715e-06,0.000988375714417204,0.001015391531678151,1.0007595954810837e-06,4.6007281512325486e-08,0.0014101694589057983
1700,3.400000000000148e-09,10000,0,1.0,990404.9854060708,10074.068352122975,0.047018641161435185,0.002015074716185953,3.82965319311862e-06,0.001005741925471951,0.0009979173883215993,1.0008997130302822e-06,4.599986289205191e-08,7.569835670093553e-06,0.000988323490493156,0.0010156963739665536,1.0010599705713679e-06,4.6007228090404345e-08,0.0014100964900205428
1725,3.450000000000153e-09,10000,0,1.0,989908.6103685099,10050.683242400411,0.04770672222702214,0.002014329109675768,3.824133433885306e-06,0.0010056913623204178,0.0009981673340865734,1.001150382375069e-06,4.599984784391547e-08,7.578374765743436e-06,0.0009882717581138074,0.0010159500893084348,1.0013100367502927e-06,4.600718348209451e-08,0.0014100241983355688
1750,3.500000000000158e-09,10000,0,1.0,989519.037570804,10024.642552581117,0.04839465030225404,0.0020136254716480308,3.818613672772811e-06,0.0010056412655710795,0.0009983632518501062,1.0013469111356513e-06,4.5999821425732835e-08,7.5869138666306205e-06,0.0009882205173633606,0.0010161488544373402,1.0015058694059571e-06,4.600712364234417e-08,0.0014099525839650468
1775,3.550000000000163e-09,10000,0,1.0,989235.6464968608,9998.78927294059,0.04908246254055974,0.002012970049888927,3.8130939105439655e-06,0.0010055916353005228,0.0009985064509635576,1.001490564469142e-06,4.59998313703217e-08,7.5954529718976035e-06,0.0009881697683232931,0.0010162949235960617,1.0016497586663468e-06,4.60071433775301e-08,0.0014098816470205964
1800,3.600000000000168e-09,10000,0,1.0,989050.2448076357,9976.829376531181,0.049770194492497824,0.0020123626118083923,3.8075741475718537e-06,0.001005542471583538,0.0009986001160923763,1.0015845385722122e-06,4.599983658216761e-08,7.603992080659783e-06,0.000988119511076232,0.0010163905244302055,1.0017439562091276e-06,4.600715816608192e-08,0.0014098113876133624
1825,3.650000000000173e-09,10000,0,1.0,988945.5245968497,9961.831589502173,0.05045787729552219,0.002011796095545212,3.8020543842194486e-06,0.0010054937744936087,0.000998652985386318,1.0016375824418183e-06,4.599983766395629e-08,7.612531191481772e-06,0.0009880697457020898,0.0010164452061118105,1.0017977914852211e-06,4.600719520536449e-08,0.0014097418058516525
1850,3.700000000000178e-09,10000,0,1.0,988899.0801131044,9953.852650067896,0.05114553497257625,0.0020112586246701664,3.7965346204417326e-06,0.00100544554410182,0.0009986762751672059,1.001660939083712e-06,4.599983041987227e-08,7.621070303000236e-06,0.0009880204722790805,0.0010164694415545448,1.0018216409715316e-06,4.60072104217266e-08,0.0014096729018408737
1875,3.7500000000001775e-09,10000,0,1.0,988887.8031478253,9951.445342957304,0.05183318348862023,0.0020107374310139093,3.791014856339314e-06,0.001005397780477589,0.000998681788620784,1.0016664591281189e-06,4.599982176649996e-08,7.629609414675618e-06,0.0009879716908836173,0.0010164752900144057,1.0018273728128309e-06,4.600721145270647e-08,0.0014096046756839867
1900,3.800000000000172e-09,10000,0,1.0,988893.2319598345,9952.75221967371,0.05252083155509253,0.002010222444025208,3.7854950922005134e-06,0.0010053504836884813,0.0009986791200528933,1.0016637550730426e-06,4.5999823772704815e-08,7.638148526374734e-06,0.000987923401590044,0.0010164725417025544,1.001824637731689e-06,4.6007212054359555e-08,0.001409537127481185
1925,3.850000000000167e-09,10000,0,1.0,988902.9791440472,9955.243175713003,0.053208482549043076,0.0020097081246640827,3.779975327935987e-06,0.0010053036538006,0.000998674472056817,1.0016590651712046e-06,4.599983493761619e-08,7.64668763791387e-06,0.0009878756044710605,0.0010164675666361417,1.001819708267858e-06,4.600721225409729e-08,0.0014094702573304665
