particle_id,gap,time_s,phase_rad,energy_ev
4939,rf_gap_16,5.708400000002525e-08,4.1896279628590705,1003946.6959853249
5198,rf_gap_16,5.708400000002525e-08,4.1896279628590705,1004875.2207464701
5313,rf_gap_16,5.708400000002525e-08,4.1896279628590705,1003316.2985559063
5780,rf_gap_16,5.708400000002525e-08,4.1896279628590705,1006805.2789149793
6029,rf_gap_16,5.708400000002525e-08,4.1896279628590705,1001130.3325166072
8322,rf_gap_16,5.708400000002525e-08,4.1896279628590705,1004820.2359150056
8336,rf_gap_16,5.708400000002525e-08,4.1896279628590705,1001474.7389633006
9409,rf_gap_16,5.708400000002525e-08,4.1896279628590705,1005914.0464381624
9848,rf_gap_16,5.708400000002525e-08,4.1896279628590705,1008693.763081967
123,rf_gap_16,5.708600000002525e-08,4.192141236981946,1010901.5052884157
158,rf_gap_16,5.708600000002525e-08,4.192141236981946,1011464.8718401266
373,rf_gap_16,5.708600000002525e-08,4.192141236981946,1008462.3352961625
2473,rf_gap_16,5.708600000002525e-08,4.192141236981946,1009886.5543524087
2690,rf_gap_16,5.708600000002525e-08,4.192141236981946,1013218.2871064474
2995,rf_gap_16,5.708600000002525e-08,4.192141236981946,1008931.2523720104
3336,rf_gap_16,5.708600000002525e-08,4.192141236981946,1006372.8512782432
3886,rf_gap_16,5.708600000002525e-08,4.192141236981946,1009518.1701723889
4091,rf_gap_16,5.708600000002525e-08,4.192141236981946,1005761.5964652175
4302,rf_gap_16,5.708600000002525e-08,4.192141236981946,1010066.8441984612
5207,rf_gap_16,5.708600000002525e-08,4.192141236981946,1014125.3322903663
6624,rf_gap_16,5.708600000002525e-08,4.192141236981946,1012659.1459931002
6722,rf_gap_16,5.708600000002525e-08,4.192141236981946,1004977.2927057403
7724,rf_gap_16,5.708600000002525e-08,4.192141236981946,1003764.9996675043
117,rf_gap_16,5.7088000000025254e-08,4.194654511104808,1011380.1460502266
2191,rf_gap_16,5.7088000000025254e-08,4.194654511104808,1004537.8817740307
3755,rf_gap_16,5.7088000000025254e-08,4.194654511104808,1009769.3195474306
4415,rf_gap_16,5.7088000000025254e-08,4.194654511104808,1008895.9800699856
5246,rf_gap_16,5.7088000000025254e-08,4.194654511104808,1010010.329956282
6146,rf_gap_16,5.7088000000025254e-08,4.194654511104808,1010129.829473512
6188,rf_gap_16,5.7088000000025254e-08,4.194654511104808,1007851.8129866915
6607,rf_gap_16,5.7088000000025254e-08,4.194654511104808,1006253.0534408409
6698,rf_gap_16,5.7088000000025254e-08,4.194654511104808,1005278.4044890135
8498,rf_gap_16,5.7088000000025254e-08,4.194654511104808,1007981.1033395955
548,rf_gap_16,5.7090000000025256e-08,4.197167785227684,1006279.9262071429
1300,rf_gap_16,5.7090000000025256e-08,4.197167785227684,1010495.1218454909
2815,rf_gap_16,5.7090000000025256e-08,4.197167785227684,1001577.0126304611
3865,rf_gap_16,5.7090000000025256e-08,4.197167785227684,1004154.9803177207
3936,rf_gap_16,5.7090000000025256e-08,4.197167785227684,1011851.0434976505
4428,rf_gap_16,5.7090000000025256e-08,4.197167785227684,1011453.3404143744
4716,rf_gap_16,5.7090000000025256e-08,4.197167785227684,1007210.8432698041
5348,rf_gap_16,5.7090000000025256e-08,4.197167785227684,1004913.8590280131
6140,rf_gap_16,5.7090000000025256e-08,4.197167785227684,1010676.7967125963
6979,rf_gap_16,5.7090000000025256e-08,4.197167785227684,1001958.0618653061
7614,rf_gap_16,5.7090000000025256e-08,4.197167785227684,1002386.0164686625
9207,rf_gap_16,5.7090000000025256e-08,4.197167785227684,1006904.1457868658
88,rf_gap_16,5.709200000002526e-08,4.19968105935056,1011489.0852846464
387,rf_gap_16,5.709200000002526e-08,4.19968105935056,1006418.7292241497
1719,rf_gap_16,5.709200000002526e-08,4.19968105935056,1011354.9782883702
2140,rf_gap_16,5.709200000002526e-08,4.19968105935056,1006873.8323163637
2438,rf_gap_16,5.709200000002526e-08,4.19968105935056,1008384.8570158113
3206,rf_gap_16,5.709200000002526e-08,4.19968105935056,1004230.4985273919
4118,rf_gap_16,5.709200000002526e-08,4.19968105935056,1011839.5992822917
4706,rf_gap_16,5.709200000002526e-08,4.19968105935056,1008489.078511279
5097,rf_gap_16,5.709200000002526e-08,4.19968105935056,1002270.1047618163
8440,rf_gap_16,5.709200000002526e-08,4.19968105935056,1013807.7168865858
9934,rf_gap_16,5.709200000002526e-08,4.19968105935056,1001050.5835040705
628,rf_gap_16,5.709400000002526e-08,4.202194333473436,1013036.1964199352
882,rf_gap_16,5.709400000002526e-08,4.202194333473436,1006938.9575888452
1864,rf_gap_16,5.709400000002526e-08,4.202194333473436,1012997.8390023193
3708,rf_gap_16,5.709400000002526e-08,4.202194333473436,1006577.2267751714
3765,rf_gap_16,5.709400000002526e-08,4.202194333473436,1009216.2358842683
4638,rf_gap_16,5.709400000002526e-08,4.202194333473436,1008436.8573421866
5921,rf_gap_16,5.709400000002526e-08,4.202194333473436,1009333.5663387978
6116,rf_gap_16,5.709400000002526e-08,4.202194333473436,1006463.948213864
6288,rf_gap_16,5.709400000002526e-08,4.202194333473436,1017204.2300660007
8098,rf_gap_16,5.709400000002526e-08,4.202194333473436,1011496.7895572776
8309,rf_gap_16,5.709400000002526e-08,4.202194333473436,1002874.985742808
8314,rf_gap_16,5.709400000002526e-08,4.202194333473436,1008686.1368390959
8664,rf_gap_16,5.709400000002526e-08,4.202194333473436,1002757.5464311236
9896,rf_gap_16,5.709400000002526e-08,4.202194333473436,1004924.3126174692
617,rf_gap_16,5.709600000002526e-08,4.204707607596312,1010558.3186957485
2022,rf_gap_16,5.709600000002526e-08,4.204707607596312,1010535.9582864633
2151,rf_gap_16,5.709600000002526e-08,4.204707607596312,1006952.1846986146
2229,rf_gap_16,5.709600000002526e-08,4.204707607596312,1007686.8593594012
2780,rf_gap_16,5.709600000002526e-08,4.204707607596312,1007523.5546287728
3202,rf_gap_16,5.709600000002526e-08,4.204707607596312,1011785.9285304126
3485,rf_gap_16,5.709600000002526e-08,4.204707607596312,1013304.8601270699
4135,rf_gap_16,5.709600000002526e-08,4.204707607596312,1006955.0340340526
4228,rf_gap_16,5.709600000002526e-08,4.204707607596312,1008228.4288361766
4316,rf_gap_16,5.709600000002526e-08,4.204707607596312,1004835.3662051527
4759,rf_gap_16,5.709600000002526e-08,4.204707607596312,1003242.518242291
6022,rf_gap_16,5.709600000002526e-08,4.204707607596312,1001142.222170614
6747,rf_gap_16,5.709600000002526e-08,4.204707607596312,1008647.7892131692
7010,rf_gap_16,5.709600000002526e-08,4.204707607596312,1010479.6106492619
8126,rf_gap_16,5.709600000002526e-08,4.204707607596312,1009523.6880229512
8859,rf_gap_16,5.709600000002526e-08,4.204707607596312,1004957.2697337583
9644,rf_gap_16,5.709600000002526e-08,4.204707607596312,1012307.371738599
1693,rf_gap_16,5.7098000000025265e-08,4.207220881719188,1010366.5148772728
2530,rf_gap_16,5.7098000000025265e-08,4.207220881719188,1002275.0621955977
5341,rf_gap_16,5.7098000000025265e-08,4.207220881719188,1007429.8718947733
6609,rf_gap_16,5.7098000000025265e-08,4.207220881719188,997845.3215629937
7140,rf_gap_16,5.7098000000025265e-08,4.207220881719188,1007236.4701800072
8179,rf_gap_16,5.7098000000025265e-08,4.207220881719188,1005798.489033228
8503,rf_gap_16,5.7098000000025265e-08,4.207220881719188,1001548.8013121204
324,rf_gap_16,5.710000000002527e-08,4.209734155842064,1000991.6940278623
874,rf_gap_16,5.710000000002527e-08,4.209734155842064,1006913.1493047737
1673,rf_gap_16,5.710000000002527e-08,4.209734155842064,1009659.0217709164
1751,rf_gap_16,5.710000000002527e-08,4.209734155842064,1008181.3004890641
2161,rf_gap_16,5.710000000002527e-08,4.209734155842064,1010670.8797005208
3181,rf_gap_16,5.710000000002527e-08,4.209734155842064,1009414.9825828045
3364,rf_gap_16,5.710000000002527e-08,4.209734155842064,1008859.063687246
4868,rf_gap_16,5.710000000002527e-08,4.209734155842064,1009324.8386557394
5484,rf_gap_16,5.710000000002527e-08,4.209734155842064,1017082.9414648388
6218,rf_gap_16,5.710000000002527e-08,4.209734155842064,1006164.4094433768
6366,rf_gap_16,5.710000000002527e-08,4.209734155842064,1009884.1370278018
7131,rf_gap_16,5.710000000002527e-08,4.209734155842064,1002829.6969281109
7465,rf_gap_16,5.710000000002527e-08,4.209734155842064,1013949.2593412258
7834,rf_gap_16,5.710000000002527e-08,4.209734155842064,1015820.2684945496
8204,rf_gap_16,5.710000000002527e-08,4.209734155842064,1002146.930647361
8347,rf_gap_16,5.710000000002527e-08,4.209734155842064,1010511.3119496334
8950,rf_gap_16,5.710000000002527e-08,4.209734155842064,1011652.187014229
9267,rf_gap_16,5.710000000002527e-08,4.209734155842064,1007266.8353994401
9402,rf_gap_16,5.710000000002527e-08,4.209734155842064,1006445.4907746995
972,rf_gap_16,5.710200000002527e-08,4.21224742996494,1001812.1514785192
1432,rf_gap_16,5.710200000002527e-08,4.21224742996494,1000533.2857859005
3251,rf_gap_16,5.710200000002527e-08,4.21224742996494,1003968.7910643836
3591,rf_gap_16,5.710200000002527e-08,4.21224742996494,1000796.5286762235
3919,rf_gap_16,5.710200000002527e-08,4.21224742996494,1002298.0339466168
4277,rf_gap_16,5.710200000002527e-08,4.21224742996494,1003239.6590422452
4589,rf_gap_16,5.710200000002527e-08,4.21224742996494,1016546.7704893476
5745,rf_gap_16,5.710200000002527e-08,4.21224742996494,1001450.8749709948
6044,rf_gap_16,5.710200000002527e-08,4.21224742996494,1011313.2624014135
7812,rf_gap_16,5.710200000002527e-08,4.21224742996494,1005247.4119583026
8521,rf_gap_16,5.710200000002527e-08,4.21224742996494,1000639.4326703955
9078,rf_gap_16,5.710200000002527e-08,4.21224742996494,1017681.4000263987
9627,rf_gap_16,5.710200000002527e-08,4.21224742996494,1002602.2719516609
136,rf_gap_16,5.710400000002527e-08,4.214760704087816,1016949.9543593941
607,rf_gap_16,5.710400000002527e-08,4.214760704087816,1008215.6145224089
1045,rf_gap_16,5.710400000002527e-08,4.214760704087816,1003971.757881972
2046,rf_gap_16,5.710400000002527e-08,4.214760704087816,1011650.0074606558
2317,rf_gap_16,5.710400000002527e-08,4.214760704087816,1008287.9051141641
2685,rf_gap_16,5.710400000002527e-08,4.214760704087816,1011433.2485255557
4624,rf_gap_16,5.710400000002527e-08,4.214760704087816,1014396.5686595276
4720,rf_gap_16,5.710400000002527e-08,4.214760704087816,1009678.0526107105
6853,rf_gap_16,5.710400000002527e-08,4.214760704087816,1005152.4555925481
7154,rf_gap_16,5.710400000002527e-08,4.214760704087816,1006194.207227113
9683,rf_gap_16,5.710400000002527e-08,4.214760704087816,1016209.7815397605
432,rf_gap_16,5.7106000000025274e-08,4.217273978210692,1005012.8667759361
1714,rf_gap_16,5.7106000000025274e-08,4.217273978210692,1005963.4372447652
2420,rf_gap_16,5.7106000000025274e-08,4.217273978210692,1011289.097238451
2758,rf_gap_16,5.7106000000025274e-08,4.217273978210692,1017004.235615904
5349,rf_gap_16,5.7106000000025274e-08,4.217273978210692,1004977.5763428579
5667,rf_gap_16,5.7106000000025274e-08,4.217273978210692,1004653.6570724461
5954,rf_gap_16,5.7106000000025274e-08,4.217273978210692,998926.2520222879
6325,rf_gap_16,5.7106000000025274e-08,4.217273978210692,1009326.1944696443
6408,rf_gap_16,5.7106000000025274e-08,4.217273978210692,1009144.61453624
7196,rf_gap_16,5.7106000000025274e-08,4.217273978210692,1011945.7238193837
8566,rf_gap_16,5.7106000000025274e-08,4.217273978210692,1009877.9658207629
8705,rf_gap_16,5.7106000000025274e-08,4.217273978210692,1000111.659051409
8976,rf_gap_16,5.7106000000025274e-08,4.217273978210692,1008749.2215535793
354,rf_gap_16,5.7108000000025276e-08,4.2197872523335676,1009995.0365376979
461,rf_gap_16,5.7108000000025276e-08,4.2197872523335676,1009539.7117989978
633,rf_gap_16,5.7108000000025276e-08,4.2197872523335676,1004944.830111759
1716,rf_gap_16,5.7108000000025276e-08,4.2197872523335676,1002074.2321411774
2429,rf_gap_16,5.7108000000025276e-08,4.2197872523335676,1006370.6433550415
2499,rf_gap_16,5.7108000000025276e-08,4.2197872523335676,1013826.7996538564
3967,rf_gap_16,5.7108000000025276e-08,4.2197872523335676,1003236.225769679
4450,rf_gap_16,5.7108000000025276e-08,4.2197872523335676,1002224.3120620905
4470,rf_gap_16,5.7108000000025276e-08,4.2197872523335676,1003287.2389591924
4905,rf_gap_16,5.7108000000025276e-08,4.2197872523335676,1002378.4849119866
5020,rf_gap_16,5.7108000000025276e-08,4.2197872523335676,1002888.2587930379
5180,rf_gap_16,5.7108000000025276e-08,4.2197872523335676,1008354.9182785369
5266,rf_gap_16,5.7108000000025276e-08,4.2197872523335676,1010627.2967802905
5408,rf_gap_16,5.7108000000025276e-08,4.2197872523335676,1003094.3055869488
5487,rf_gap_16,5.7108000000025276e-08,4.2197872523335676,1008096.9738925528
6640,rf_gap_16,5.7108000000025276e-08,4.2197872523335676,1002371.0505805244
6760,rf_gap_16,5.7108000000025276e-08,4.2197872523335676,1016516.5843720625
7431,rf_gap_16,5.7108000000025276e-08,4.2197872523335676,1013817.6788490111
9527,rf_gap_16,5.7108000000025276e-08,4.2197872523335676,1009729.190224205
9568,rf_gap_16,5.7108000000025276e-08,4.2197872523335676,1002462.0286920877
200,rf_gap_16,5.711000000002528e-08,4.2223005264564435,1006528.8074569355
825,rf_gap_16,5.711000000002528e-08,4.2223005264564435,1005617.3535549068
1310,rf_gap_16,5.711000000002528e-08,4.2223005264564435,1005154.4931975597
1474,rf_gap_16,5.711000000002528e-08,4.2223005264564435,1008572.4525325781
2792,rf_gap_16,5.711000000002528e-08,4.2223005264564435,999469.1988455603
3110,rf_gap_16,5.711000000002528e-08,4.2223005264564435,1009243.8366711024
4394,rf_gap_16,5.711000000002528e-08,4.2223005264564435,1008763.750501812
4610,rf_gap_16,5.711000000002528e-08,4.2223005264564435,1009655.7946459287
4675,rf_gap_16,5.711000000002528e-08,4.2223005264564435,1005784.0792269764
5197,rf_gap_16,5.711000000002528e-08,4.2223005264564435,1004443.174508536
5422,rf_gap_16,5.711000000002528e-08,4.2223005264564435,1003906.4805388148
6095,rf_gap_16,5.711000000002528e-08,4.2223005264564435,1006488.1338733524
7307,rf_gap_16,5.711000000002528e-08,4.2223005264564435,1004310.6607007309
7365,rf_gap_16,5.711000000002528e-08,4.2223005264564435,1001524.1440123232
7439,rf_gap_16,5.711000000002528e-08,4.2223005264564435,1006166.685865697
7621,rf_gap_16,5.711000000002528e-08,4.2223005264564435,1004824.8018368295
