step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00328762,0.00210708,6860,0.00164348,0.0352219,0.00664679,0.104675
100,1.14007,0.0025962,43635,0.123676,0.820888,0.00805441,0.665817
200,4.24373,0.00426518,51258,0.207915,0.992277,0.00876917,0.782135
300,7.88476,0.00125932,52271,0.247338,0.927281,0.00960624,0.797592
400,10.724,0.00427633,52843,0.269247,1.06867,0.010484,0.80632
500,13.2159,0.00359878,53406,0.287595,1.0289,0.0112508,0.814911
600,15.0373,0.00122924,53784,0.298301,1.05126,0.0120263,0.820679
700,16.5136,0.00429184,54076,0.308737,1.09552,0.0127637,0.825134
800,17.5569,0.00464862,54305,0.314077,1.05174,0.0133519,0.828629
900,18.4326,0.00625692,54499,0.318661,1.04856,0.0139487,0.831589
1000,19.3232,0.0070594,54670,0.324367,1.10949,0.0145925,0.834198
1100,20.3104,0.00772256,54971,0.332734,1.13308,0.0151132,0.838791
1200,21.4385,0.00129785,55230,0.338813,1.04938,0.015678,0.842743
1300,22.4229,0.00170013,55409,0.342937,1.08208,0.0162915,0.845474
1400,23.2746,0.00415845,55639,0.347235,1.11749,0.0168925,0.848984
1500,24.2722,0.00682003,55839,0.353272,1.09408,0.0174638,0.852036
1600,25.17,0.00284787,56018,0.357067,1.09876,0.0178931,0.854767
1700,26.0631,0.00397278,56131,0.359559,1.14613,0.0182758,0.856491
1800,27.1049,0.00126321,56405,0.361125,1.14406,0.0187064,0.860672
1900,27.6871,0.0093685,56536,0.363818,1.13217,0.019201,0.862671
1999,28.371,0.00803757,56609,0.366763,1.1751,0.0195882,0.863785
