step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.57133e-06,0.00263424,0,0,0
100,7.67016e-05,0.00269725,65536,0,0
200,0.000100395,0.00282238,65536,0,0
300,0.000125198,0.00296324,65536,0,0
400,0.000149334,0.00309992,65536,0,0
500,0.00016773,0.00322407,65536,0,0
600,0.000179456,0.00333351,65536,0,0
700,0.000185719,0.00342871,65536,0,0
800,0.000188075,0.00351118,65536,0,0
900,0.000187779,0.00358263,65536,0,0
1000,0.000185723,0.00364475,65536,0,0
1100,0.000182522,0.00369892,65536,0,0
1200,0.00017858,0.00374637,65536,0,0
1300,0.000174178,0.00378804,65536,0,0
1400,0.000169494,0.00382482,65536,0,0
1500,0.000164659,0.00385735,65536,0,0
1600,0.000159758,0.00388616,65536,0,0
1700,0.000154856,0.00391176,65536,0,0
1800,0.00014999,0.00393452,65536,0,0
1900,0.000145192,0.00395478,65536,0,0
1999,0.00014053,0.00397262,65536,0,0
