case_label,regime,step_index,mean_output,mean_abs_output,output_variance,mean_total_activation,mean_forward_channel,mean_reverse_channel,mean_directional_dominance,mean_channel_coexistence,mean_split_eligibility,mean_admissibility,mean_residue,mean_tension,mean_barrier_scaffold,mean_abs_step_delta,corridor_edge_fraction,coexistence_edge_fraction,barrier_edge_fraction,dual_active_node_fraction,output_interface_count
full_split_center_seed_20405,split_coexistence_candidate,32768,0.073802,1.288489,1.839376,1.288489,0.681145,0.607344,1.000000,0.000000,0.026602,0.973572,0.904798,0.065116,0.045564,0.000000,0.843750,0.000000,0.000000,0.000000,10
