step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,6.27125e-06,0.0021795,0,0,0
100,0.000306484,0.00214903,65536,0,0
200,0.000400422,0.00207798,65536,0,0
300,0.000498692,0.0019906,65536,0,0
400,0.000594676,0.00190526,65536,0,0
500,0.000668293,0.00183031,65536,0,0
600,0.000715582,0.00176757,65536,0,0
700,0.000741146,0.00171642,65536,0,0
800,0.000751061,0.00167571,65536,0,0
900,0.000750307,0.0016441,65536,0,0
1000,0.000742449,0.00162021,65536,0,0
1100,0.000729948,0.00160263,65536,0,0
1200,0.000714432,0.00159018,65536,0,0
1300,0.000696999,0.00158174,65536,0,0
1400,0.000678418,0.00157638,65536,0,0
1500,0.000659194,0.00157339,65536,0,0
1600,0.00063968,0.00157209,65536,0,0
1700,0.000620131,0.00157202,65536,0,0
1800,0.000600711,0.00157277,65536,0,0
1900,0.000581556,0.00157406,65536,0,0
1999,0.000562935,0.00157564,65536,0,0
