step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.57088e-06,0.000550071,0,0,0
100,9.13348e-05,0.000543283,65536,0,0
200,0.000111546,0.000531381,65536,0,0
300,0.000109398,0.000519716,65536,0,0
400,0.000101971,0.000509574,65536,0,0
500,9.53009e-05,0.000501041,65536,0,0
600,9.12941e-05,0.000493585,65536,0,0
700,9.02262e-05,0.000486898,65536,0,0
800,9.16919e-05,0.00048067,65536,0,0
900,9.50914e-05,0.000474382,65536,0,0
1000,9.97652e-05,0.000468049,65536,0,0
1100,0.00010511,0.000461875,65536,0,0
1200,0.000110595,0.000456181,65536,0,0
1300,0.000115773,0.0004512,65536,0,0
1400,0.00012033,0.000446973,65536,0,0
1500,0.000124118,0.000443512,65536,0,0
1600,0.000127127,0.000440795,65536,0,0
1700,0.000129411,0.000438788,65536,0,0
1800,0.000131038,0.000437438,65536,0,0
1900,0.000132083,0.00043669,65536,0,0
1999,0.000132611,0.000436456,65536,0,0
