step,time,active_area,total_signal,max_signal,activation_events,inadmissible_activation_count,inadmissible_activation_fraction,signal_outside_domain_fraction,traceability_failures,traceability_failure_fraction,trace_depth_mean,admissible_area_fraction,signal_active_fraction
23,2.3000000000000003,28.10726330134591,138.40252711153335,4.082744404991892,0,0,0.0,0.06169962819831405,0,0.0,0.0,0.009033203125,0.024658203125
24,2.4000000000000004,28.460941584383633,144.13332584797757,4.215092750780709,0,0,0.0,0.06508772685533937,0,0.0,0.0,0.010986328125,0.024658203125
25,2.5,28.838345816038235,149.8612591850536,4.344968991282176,0,0,0.0,0.06865307851143865,0,0.0,0.0,0.010986328125,0.024658203125
26,2.6,29.23886484059334,155.58632855546108,4.472405030228424,0,0,0.0,0.07240594757876116,0,0.0,0.0,0.010986328125,0.024658203125
27,2.7,29.662003085560706,161.30853539118334,4.597427098023102,0,0,0.0,0.03737485100593554,0,0.0,0.0,0.010986328125,0.024658203125
28,2.8000000000000003,30.10734600147469,167.02788112348776,4.720055842126644,0,0,0.0,0.04106958362251162,0,0.0,0.0,0.011962890625,0.024658203125
29,2.9000000000000004,30.57451642444085,172.744367182926,4.840306367807179,0,0,0.0,0.04501216002139758,0,0.0,0.0,0.011962890625,0.024658203125
30,3.0,31.063124454246008,178.45799499933452,4.958188294308906,0,0,0.0,0.04920878072165989,0,0.0,0.0,0.011962890625,0.024658203125
31,3.1,31.572714403939052,184.16876600183485,5.073705891800056,8,8,1.0,0.05366360738779102,8,1.0,0.0,0.011962890625,0.026611328125
32,3.2,32.102713196119424,189.87668161883394,5.186858360988277,4,4,1.0,0.058378151978995936,4,1.0,0.0,0.011962890625,0.027587890625
33,3.3000000000000003,32.65238509697776,195.58174327802453,5.297640309334982,0,0,0.0,0.06335106221624387,0,0.0,0.0,0.011962890625,0.027587890625
34,3.4000000000000004,33.22079772901985,201.2839524063855,5.406042464700936,8,8,1.0,0.06857776636986752,8,1.0,0.0,0.011962890625,0.029541015625
35,3.5,33.8068037583383,206.9833104301823,5.5120526486797745,0,0,0.0,0.0740499750115026,0,0.0,0.0,0.011962890625,0.029541015625
36,3.6,34.40904146007472,212.67981877496726,5.615657008175565,0,0,0.0,0.07975577877316986,0,0.0,0.0,0.011962890625,0.029541015625
37,3.7,35.025955590067,218.37347886557973,5.716841476339092,0,0,0.0,0.08567944925679553,0,0.0,0.0,0.011962890625,0.029541015625
38,3.8000000000000003,35.65583783019905,224.06429212614694,5.815593405429897,0,0,0.0,0.0918015846923113,0,0.0,0.0,0.011962890625,0.029541015625
39,3.9000000000000004,36.296883847459,229.75225998008386,5.911903288331088,0,0,0.0,0.09809938346237129,0,0.0,0.0,0.011962890625,0.029541015625
40,4.0,36.94726209281686,235.43738385009385,6.005766466814471,0,0,0.0,0.10454708693082679,0,0.0,0.0,0.011962890625,0.029541015625
41,4.1000000000000005,37.605188220586925,241.1196651581688,6.097184717488238,0,0,0.0,0.11111658578892233,0,0.0,0.0,0.011962890625,0.029541015625
42,4.2,38.26899866368236,246.7991053255897,6.186167613429666,8,8,1.0,0.11777821077567698,8,1.0,0.0,0.011962890625,0.031494140625
43,4.3,38.93721749080761,252.47570577292691,6.272733580920922,0,0,0.0,0.12450146187112472,0,0.0,0.0,0.011962890625,0.031494140625
44,4.4,39.608612018717245,258.1494679200405,6.356910603262349,0,0,0.0,0.1312561500229695,0,0.0,0.0,0.011962890625,0.031494140625
45,4.5,40.28223440839757,263.8203931860804,6.438736561096378,0,0,0.0,0.13801324701437254,0,0.0,0.0,0.011962890625,0.031494140625
46,4.6000000000000005,40.957448222106336,269.4884829894874,6.518259233112887,0,0,0.0,0.0763204519169473,0,0.0,0.0,0.011962890625,0.031494140625
47,4.7,41.633940292725185,275.15373874799263,6.595536004945355,4,4,1.0,0.08134457375299291,4,1.0,0.0,0.013916015625,0.032470703125
48,4.800000000000001,42.311719039599396,280.8161618786187,6.670633342722234,0,0,0.0,0.0864815069926954,0,0.0,0.0,0.013916015625,0.032470703125
49,4.9,42.9911005311706,286.4757537976794,6.743626080579238,0,0,0.0,0.09171719458129159,0,0.0,0.0,0.013916015625,0.032470703125
50,5.0,43.67268329856522,292.1325159207805,6.814596552446432,0,0,0.0,0.06571232294670525,0,0.0,0.0,0.013916015625,0.032470703125
51,5.1000000000000005,44.35731241697172,297.78644966282013,6.88363357490048,0,0,0.0,0.0701956687886177,0,0.0,0.0,0.014892578125,0.032470703125
52,5.2,45.04603299472954,303.43755643798875,6.950831268201553,0,0,0.0,0.07483918746419344,0,0.0,0.0,0.014892578125,0.032470703125
53,5.300000000000001,45.74003319133362,309.0858376597697,7.016287693775786,0,0,0.0,0.07963846295177945,0,0.0,0.0,0.014892578125,0.032470703125
54,5.4,46.44057735698915,314.73129474093986,7.080103291958107,0,0,0.0,0.08458859664381162,0,0.0,0.0,0.014892578125,0.032470703125
55,5.5,47.14893083643067,320.37392909356936,7.142379123228682,0,0,0.0,0.0896840308475658,0,0.0,0.0,0.014892578125,0.032470703125
56,5.6000000000000005,47.86627926235042,326.0137421290226,7.203214945246981,0,0,0.0,0.09491834970907541,0,0.0,0.0,0.014892578125,0.032470703125
57,5.7,48.59364653660501,331.6507352579581,7.262707190272209,0,0,0.0,0.04343977974782836,0,0.0,0.0,0.014892578125,0.032470703125
58,5.800000000000001,49.33181687619019,337.2849098903291,7.320946936209767,0,0,0.0,0.04741925219878535,0,0.0,0.0,0.016845703125,0.032470703125
59,5.9,50.08126701573156,342.91626743538393,7.378017983892363,0,0,0.0,0.051661664970386906,0,0.0,0.0,0.016845703125,0.032470703125
60,6.0,50.84211470043006,348.54480930166625,7.433995159850813,8,8,1.0,0.05616325868170869,8,1.0,0.0,0.016845703125,0.034423828125
61,6.1000000000000005,51.61408886143978,354.1705368970154,7.488942956814519,0,0,0.0,0.060916218132252446,0,0.0,0.0,0.016845703125,0.034423828125
62,6.2,52.396525348998374,359.7934516285669,7.542914604776766,8,8,1.0,0.06590861441571831,8,1.0,0.0,0.016845703125,0.036376953125
63,6.300000000000001,53.188389950066565,365.4135549027527,7.5959516365230595,0,0,0.0,0.07112419272404402,0,0.0,0.0,0.016845703125,0.036376953125
64,6.4,53.988327907069596,371.03084812530125,7.6480839767897795,8,8,1.0,0.07654266282238097,8,1.0,0.0,0.016845703125,0.038330078125
65,6.5,54.79473664600472,376.6453327012386,7.699330547688221,0,0,0.0,0.08213983791199181,0,0.0,0.0,0.016845703125,0.038330078125
66,6.6000000000000005,55.60585630328974,382.25701003488797,7.749700348457663,0,0,0.0,0.0643738670982736,0,0.0,0.0,0.016845703125,0.038330078125
67,6.7,56.41987122947026,387.86588152987053,7.799193938172152,0,0,0.0,0.06981039925330058,0,0.0,0.0,0.017822265625,0.038330078125
68,6.800000000000001,57.23501510525246,393.4719485891056,7.847805228037113,0,0,0.0,0.07537810972983279,0,0.0,0.0,0.017822265625,0.038330078125
69,6.9,58.04967259326254,399.07521261481105,7.89552347666605,0,0,0.0,0.08104367302153218,0,0.0,0.0,0.017822265625,0.038330078125
70,7.0,58.86247136065576,404.6756750085036,7.942335377432194,0,0,0.0,0.08677358006579806,0,0.0,0.0,0.017822265625,0.038330078125
71,7.1000000000000005,59.67235955956904,410.2733371709994,7.988227130847294,0,0,0.0,0.09253529706387759,0,0.0,0.0,0.017822265625,0.038330078125
72,7.2,60.47866519083106,415.8682005024139,8.033186405338306,0,0,0.0,0.09829837754787767,0,0.0,0.0,0.017822265625,0.038330078125
73,7.300000000000001,61.281135043848565,421.4602664021627,8.077204104690503,0,0,0.0,0.10403546031679622,0,0.0,0.0,0.017822265625,0.038330078125
74,7.4,62.07995203913842,427.0495362689616,8.12027587757059,8,8,1.0,0.10972311630467162,8,1.0,0.0,0.017822265625,0.040283203125
75,7.5,62.875730781562496,432.63601150082707,8.162403321887856,0,0,0.0,0.11534237059871039,0,0.0,0.0,0.017822265625,0.040283203125
76,7.6000000000000005,63.66949194223079,438.21969349507674,8.20359485273361,0,0,0.0,0.03207313393597113,0,0.0,0.0,0.017822265625,0.040283203125
77,7.7,64.46261670039863,443.8005836483292,8.243866216417498,0,0,0.0,0.03516591613801289,0,0.0,0.0,0.021728515625,0.040283203125
78,7.800000000000001,65.25678290353859,449.378683356505,8.283240644678704,0,0,0.0,0.03843981306562847,0,0.0,0.0,0.021728515625,0.040283203125
79,7.9,66.05388493403052,454.9539940148268,8.32174865320493,0,0,0.0,0.04189561428318069,0,0.0,0.0,0.021728515625,0.040283203125
80,8.0,66.85593967734664,460.52651701781934,8.359427498264651,0,0,0.0,0.04553325136201209,0,0.0,0.0,0.021728515625,0.040283203125
81,8.1,67.6649816652305,466.0962537593104,8.396320315600871,0,0,0.0,0.04935146682946904,0,0.0,0.0,0.021728515625,0.040283203125
82,8.200000000000001,68.4829515349501,471.6632056324308,8.432474977263944,0,0,0.0,0.053347435508607995,0,0.0,0.0,0.021728515625,0.040283203125
83,8.3,69.31158334262595,477.22737402961457,8.467942714489016,0,0,0.0,0.05751637355297239,0,0.0,0.0,0.021728515625,0.040283203125
84,8.4,70.1522977177732,482.78876034259974,8.50277656699556,4,4,1.0,0.06185118872927117,4,1.0,0.0,0.021728515625,0.041259765625
85,8.5,71.00610889767586,488.3473659624285,8.53702972970076,4,4,1.0,0.06634217978672485,4,1.0,0.0,0.021728515625,0.042236328125
86,8.6,71.8735538389337,493.90319227944724,8.570753875300843,8,8,1.0,0.07097691966862579,8,1.0,0.0,0.021728515625,0.044189453125
87,8.700000000000001,72.75465050409555,499.45624068330756,8.603997534401591,0,0,0.0,0.03721544676267495,0,0.0,0.0,0.021728515625,0.044189453125
88,8.8,73.64888999140138,505.0065125629659,8.636804613410023,0,0,0.0,0.04108427236636361,0,0.0,0.0,0.023681640625,0.044189453125
89,8.9,74.5552637219632,510.5540093066844,8.669213124371439,0,0,0.0,0.04515544870754718,0,0.0,0.0,0.023681640625,0.044189453125
90,9.0,75.47232306577396,516.0987323020311,8.701254190886347,0,0,0.0,0.04941091823230912,0,0.0,0.0,0.023681640625,0.044189453125
91,9.1,76.39826538342743,521.64068293588,8.73295138084348,0,0,0.0,0.053829866238119424,0,0.0,0.0,0.023681640625,0.044189453125
92,9.200000000000001,77.33103819827951,527.179862594412,8.76432040056612,8,8,1.0,0.05838941023379989,8,1.0,0.0,0.023681640625,0.046142578125
93,9.3,78.26845247372418,532.716272663115,8.79536916657212,8,8,1.0,0.06306526829337411,8,1.0,0.0,0.023681640625,0.048095703125
94,9.4,79.20829667749462,538.2499145267834,8.826098250954576,0,0,0.0,0.06783253890803745,0,0.0,0.0,0.023681640625,0.048095703125
95,9.5,80.14844499465147,543.7807895695199,8.856501675057684,0,0,0.0,0.07266642480624885,0,0.0,0.0,0.023681640625,0.048095703125
96,9.600000000000001,81.08695503222069,549.3088991747352,8.886568004733224,0,0,0.0,0.07754283160198193,0,0.0,0.0,0.023681640625,0.048095703125
97,9.700000000000001,82.02215203375353,554.8342447251478,8.916281680642534,0,0,0.0,0.08243894014849976,0,0.0,0.0,0.023681640625,0.048095703125
98,9.8,82.95269765165479,560.3568276027852,8.945624500890336,0,0,0.0,0.08733368707762613,0,0.0,0.0,0.023681640625,0.048095703125
99,9.9,83.8776417118167,565.8766491889838,8.974577162928416,0,0,0.0,0.07531924980853662,0,0.0,0.0,0.023681640625,0.048095703125
100,10.0,84.79645542969186,571.3937108643894,9.003120768947358,0,0,0.0,0.06430425343097705,0,0.0,0.0,0.024658203125,0.048095703125
101,10.100000000000001,85.70904460037474,576.9080140089573,9.031238204768115,0,0,0.0,0.06833908705652328,0,0.0,0.0,0.025634765625,0.048095703125
102,10.200000000000001,86.6157417304423,582.4195600019527,9.058915316165413,0,0,0.0,0.07240063882053821,0,0.0,0.0,0.025634765625,0.048095703125
103,10.3,87.51727705974136,587.9283502219517,9.086141826891508,0,0,0.0,0.07647950307564691,0,0.0,0.0,0.025634765625,0.048095703125
104,10.4,88.41472985629557,593.4343860468407,9.112911966679697,8,8,1.0,0.04854660401101312,8,1.0,0.0,0.025634765625,0.050048828125
105,10.5,89.30946298740471,598.9376688538173,9.13922480197711,0,0,0.0,0.05179027165190939,0,0.0,0.0,0.027587890625,0.050048828125
106,10.600000000000001,90.20304522286625,604.4382000193904,9.165084284055752,0,0,0.0,0.055137768884533776,0,0.0,0.0,0.027587890625,0.050048828125
107,10.700000000000001,91.09716669899268,609.9359809193807,9.190499046207796,0,0,0.0,0.028835029453165777,0,0.0,0.0,0.027587890625,0.050048828125
108,10.8,91.99355328174917,615.4310129289211,9.215481992776525,0,0,0.0,0.03169315711982474,0,0.0,0.0,0.029541015625,0.050048828125
109,10.9,92.89388519679622,620.9232974224565,9.240049727797118,8,8,1.0,0.03471295923185116,8,1.0,0.0,0.029541015625,0.052001953125
110,11.0,93.79972437252178,626.4128357737453,9.264221870960958,0,0,0.0,0.03788893572001703,0,0.0,0.0,0.029541015625,0.052001953125
111,11.100000000000001,94.71245368817485,631.8996293558585,9.288020304988454,0,0,0.0,0.04121354140393713,0,0.0,0.0,0.029541015625,0.052001953125
112,11.200000000000001,95.63322997426006,637.3836795411805,9.31146839296477,8,8,1.0,0.04467716322287056,8,1.0,0.0,0.029541015625,0.053955078125
113,11.3,96.5629513823267,642.86498770141,9.334590198213581,0,0,0.0,0.04826818469460631,0,0.0,0.0,0.029541015625,0.053955078125
114,11.4,97.5022387604838,648.3435552075592,9.357409733863255,0,0,0.0,0.051973267854620746,0,0.0,0.0,0.029541015625,0.053955078125
115,11.5,98.45142999110023,653.8193834299555,9.379950264876463,0,0,0.0,0.05577762581593272,0,0.0,0.0,0.029541015625,0.053955078125
116,11.600000000000001,99.41058584909348,659.2924737382405,9.402233681969419,0,0,0.0,0.05966543384487285,0,0.0,0.0,0.029541015625,0.053955078125
117,11.700000000000001,100.37950575978525,664.7628275013714,9.424279964200686,0,0,0.0,0.06362029354145142,0,0.0,0.0,0.029541015625,0.053955078125
118,11.8,101.35775179753456,670.2304460876206,9.446106744553132,0,0,0.0,0.04060109341319927,0,0.0,0.0,0.029541015625,0.053955078125
119,11.9,102.34467930226275,675.6953308645768,9.46772899005412,4,4,1.0,0.043986182517693734,4,1.0,0.0,0.031494140625,0.054931640625
120,12.0,103.33947255136093,681.1574831991445,9.48915880449378,8,8,1.0,0.047458914744952736,8,1.0,0.0,0.031494140625,0.056884765625
121,12.100000000000001,104.34118397833873,686.616904457545,9.510405357434104,0,0,0.0,0.05100641539566045,0,0.0,0.0,0.031494140625,0.056884765625
122,12.200000000000001,105.34877546048298,692.0735960053162,9.531474938017265,0,0,0.0,0.054616326565092785,0,0.0,0.0,0.031494140625,0.056884765625
123,12.3,106.36116020248399,697.5275592073136,9.552371126367536,0,0,0.0,0.05827696868154629,0,0.0,0.0,0.031494140625,0.056884765625
124,12.4,107.37724373222066,702.9787954277099,9.573095069591659,0,0,0.0,0.06197748394453842,0,0.0,0.0,0.031494140625,0.056884765625
125,12.5,108.39596252232933,708.4273060299961,9.59364584405791,8,8,1.0,0.040033100661909245,8,1.0,0.0,0.031494140625,0.058837890625
126,12.600000000000001,109.41631878748174,713.873092376981,9.614020881310175,0,0,0.0,0.04309891048359847,0,0.0,0.0,0.033447265625,0.058837890625
127,12.700000000000001,110.4374101113757,719.3161558307925,9.634216432096734,0,0,0.0,0.046258289696669584,0,0.0,0.0,0.033447265625,0.058837890625
128,12.8,111.45845274957601,724.7564977528773,9.654228041857936,0,0,0.0,0.04950320483678845,0,0.0,0.0,0.033447265625,0.058837890625
129,12.9,112.47879774440003,730.1941195040007,9.67405101172539,0,0,0.0,0.05282526022471134,0,0.0,0.0,0.033447265625,0.058837890625
130,13.0,113.49793937710625,735.6290224442487,9.693680821544268,0,0,0.0,0.05621578729619253,0,0.0,0.0,0.033447265625,0.058837890625
131,13.100000000000001,114.51551596296778,741.0612079330267,9.713113495371125,0,0,0.0,0.05966593493398967,0,0.0,0.0,0.033447265625,0.058837890625
132,13.200000000000001,115.53130354432145,746.4906773290602,9.732345894921709,0,0,0.0,0.06316676008207074,0,0.0,0.0,0.033447265625,0.058837890625
133,13.3,116.54520360991928,751.9174319903956,9.751375932069537,4,4,1.0,0.043781593806890104,4,1.0,0.0,0.033447265625,0.059814453125
134,13.4,117.55722649206207,757.3414732744004,9.770202697233817,0,0,0.0,0.046729007381428524,0,0.0,0.0,0.035400390625,0.059814453125
135,13.5,118.56747247165859,762.7628025377632,9.788826505888851,16,16,1.0,0.049764673728090306,16,1.0,0.0,0.035400390625,0.063720703125
136,13.600000000000001,119.57611276401352,768.1814211364942,9.80724887010241,0,0,0.0,0.04199560581265536,0,0.0,0.0,0.035400390625,0.063720703125
137,13.700000000000001,120.5833724085583,773.5973304259262,9.82547240570149,0,0,0.0,0.04497376114856664,0,0.0,0.0,0.036376953125,0.063720703125
138,13.8,121.58951664982337,779.0105317607131,9.843500688225157,0,0,0.0,0.04803362781638182,0,0.0,0.0,0.036376953125,0.063720703125
139,13.9,122.5948417494417,784.4210264948327,9.861338072226523,0,0,0.0,0.05116547096291515,0,0.0,0.0,0.036376953125,0.063720703125
140,14.0,123.59967043390922,789.8288159815854,9.878989488801531,8,8,1.0,0.05435894996028328,8,1.0,0.0,0.036376953125,0.065673828125
141,14.100000000000001,124.60435149479143,795.2339015735945,9.896460235599218,0,0,0.0,0.03640706769200824,0,0.0,0.0,0.036376953125,0.065673828125
142,14.200000000000001,125.60926252137007,800.6362846228078,9.913755772201291,0,0,0.0,0.03924697752076025,0,0.0,0.0,0.038330078125,0.065673828125
143,14.3,126.61481440938121,806.0359664804963,9.930881531859292,0,0,0.0,0.04215435732748548,0,0.0,0.0,0.038330078125,0.065673828125
144,14.4,127.62145614747783,811.4329484972561,9.94784275834678,0,0,0.0,0.045118502518485926,0,0.0,0.0,0.038330078125,0.065673828125
145,14.5,128.62967839597948,816.8272320230074,9.964644374295482,0,0,0.0,0.04812901081930648,0,0.0,0.0,0.038330078125,0.065673828125
146,14.600000000000001,129.64001449704264,822.218818406996,9.981290884975593,0,0,0.0,0.051176030048266576,0,0.0,0.0,0.038330078125,0.065673828125
147,14.700000000000001,130.6530377659101,827.6077089977923,9.997786319155008,0,0,0.0,0.05425047230775763,0,0.0,0.0,0.038330078125,0.065673828125
148,14.8,131.66935420572736,832.9939051432937,10.014134206508254,0,0,0.0,0.05734418754785375,0,0.0,0.0,0.038330078125,0.065673828125
149,14.9,132.6895901701792,838.377408190722,10.030337589107358,0,0,0.0,0.050376681767666964,0,0.0,0.0,0.038330078125,0.065673828125
150,15.0,133.71437496681736,843.7582194866266,10.046399062872188,8,8,1.0,0.053212322003012485,8,1.0,0.0,0.039306640625,0.067626953125
151,15.100000000000001,134.744318923653,849.1363403768834,10.062320843542476,0,0,0.0,0.036497706998785434,0,0.0,0.0,0.039306640625,0.067626953125
152,15.200000000000001,135.77998797972424,854.5117722066948,10.078104850805701,0,0,0.0,0.038951871990345846,0,0.0,0.0,0.041259765625,0.067626953125
153,15.3,136.82187633702176,859.8845163205915,10.093752803706886,0,0,0.0,0.02217794169506193,0,0.0,0.0,0.041259765625,0.067626953125
154,15.4,137.87037905684312,865.2545740624312,10.109266320385444,4,4,1.0,0.02424111475544021,4,1.0,0.0,0.043212890625,0.068603515625
155,15.5,138.92576664712894,870.6219467753999,10.124647015507515,0,0,0.0,0.026417511807740286,0,0.0,0.0,0.043212890625,0.068603515625
156,15.600000000000001,139.9881636472062,875.9866358020122,10.139896589436843,0,0,0.0,0.028704836452509465,0,0.0,0.0,0.043212890625,0.068603515625
157,15.700000000000001,141.05753298294962,881.3486424841112,10.155016904136733,0,0,0.0,0.031099688294030172,0,0.0,0.0,0.043212890625,0.068603515625
158,15.8,142.13366747386556,886.7079681628692,10.170010041931029,0,0,0.0,0.03359751825916385,0,0.0,0.0,0.043212890625,0.068603515625
159,15.9,143.21618937244466,892.0646141787879,10.184878344483586,16,16,1.0,0.036192632347770835,16,1.0,0.0,0.043212890625,0.072509765625
160,16.0,144.30455825554708,897.4185818716984,10.199624430602622,0,0,0.0,0.03887813630996891,0,0.0,0.0,0.043212890625,0.072509765625
161,16.1,145.39808701236095,902.7698725807625,10.214251192672794,0,0,0.0,0.041646104838602746,0,0.0,0.0,0.043212890625,0.072509765625
162,16.2,146.49596512152524,908.1184876444722,10.228761772615163,8,8,1.0,0.044487639145020866,8,1.0,0.0,0.043212890625,0.074462890625
163,16.3,147.59728791551527,913.4644284006499,10.243159519239999,0,0,0.0,0.04739300016115455,0,0.0,0.0,0.043212890625,0.074462890625
164,16.400000000000002,148.70109012810732,918.8076961864496,10.257447929668942,0,0,0.0,0.0503518626653969,0,0.0,0.0,0.043212890625,0.074462890625
165,16.5,149.80638174762169,924.1482923383563,10.271630578149189,0,0,0.0,0.05335351738423533,0,0.0,0.0,0.043212890625,0.074462890625
166,16.6,150.91218409019876,929.4862181921872,10.285711036057041,0,0,0.0,0.038839851329568555,0,0.0,0.0,0.043212890625,0.074462890625
167,16.7,152.0175640888587,934.8214750830911,10.299692787188976,0,0,0.0,0.04149382555092655,0,0.0,0.0,0.045166015625,0.074462890625
168,16.8,153.12166506945755,940.1540643455496,10.31357914256575,0,0,0.0,0.044199728746808234,0,0.0,0.0,0.045166015625,0.074462890625
169,16.900000000000002,154.22373272766504,945.4839873133767,10.327373158931273,16,16,1.0,0.04694827287368813,16,1.0,0.0,0.045166015625,0.078369140625
170,17.0,155.32313557326236,950.8112453197201,10.341077564917835,0,0,0.0,0.049730275979056,0,0.0,0.0,0.045166015625,0.078369140625
171,17.1,156.41937968565526,956.1358396970602,10.354694698479314,0,0,0.0,0.052536934718697505,0,0.0,0.0,0.045166015625,0.078369140625
172,17.2,157.51211813388392,961.4577717772117,10.368226458674338,0,0,0.0,0.0553599181209451,0,0.0,0.0,0.045166015625,0.078369140625
173,17.3,158.6011557721883,966.7770428913229,10.381674274226091,0,0,0.0,0.05026914621064472,0,0.0,0.0,0.045166015625,0.078369140625
174,17.400000000000002,159.68645027446763,972.0936543698774,10.39503909051446,0,0,0.0,0.05294999016743378,0,0.0,0.0,0.046142578125,0.078369140625
175,17.5,160.7681102065592,977.4076075426924,10.408321375796858,0,0,0.0,0.05563721228907707,0,0.0,0.0,0.046142578125,0.078369140625
176,17.6,161.84639068892605,982.718903738921,10.421521146541691,0,0,0.0,0.058325343006488554,0,0.0,0.0,0.046142578125,0.078369140625
177,17.7,162.92168684743038,988.0275442870516,10.434638010836801,0,0,0.0,0.029299544493609737,0,0.0,0.0,0.046142578125,0.078369140625
178,17.8,163.99452488201234,993.3335305149081,10.44767122795397,0,0,0.0,0.031266198893576624,0,0.0,0.0,0.050048828125,0.078369140625
179,17.900000000000002,165.0655502991652,998.6368637496507,10.460619781362592,0,0,0.0,0.03328668314898986,0,0.0,0.0,0.050048828125,0.078369140625
180,18.0,166.13551273122965,1003.9375453177759,10.473482461841513,0,0,0.0,0.03535835727888708,0,0.0,0.0,0.050048828125,0.078369140625
181,18.1,167.20524684499958,1009.2355765451168,10.48625795688119,0,0,0.0,0.037478651465277804,0,0.0,0.0,0.050048828125,0.078369140625
182,18.2,168.27564912138752,1014.5309587568444,10.498944942329288,0,0,0.0,0.0396450779504959,0,0.0,0.0,0.050048828125,0.078369140625
183,18.3,169.34765072215504,1019.8236932774661,10.511542172225687,8,8,1.0,0.0418552370327032,8,1.0,0.0,0.050048828125,0.080322265625
184,18.400000000000002,170.42218717231867,1025.1137814308272,10.524048562992732,0,0,0.0,0.044106770186969124,0,0.0,0.0,0.050048828125,0.080322265625
185,18.5,171.5001660856878,1030.4012245401118,10.536463268570476,4,4,1.0,0.031188412579744414,4,1.0,0.0,0.050048828125,0.081298828125
186,18.6,172.58243455716593,1035.6860239278417,10.548785743675788,8,8,1.0,0.03316822986408981,8,1.0,0.0,0.052001953125,0.083251953125
187,18.7,173.66974807010126,1040.968180915878,10.561015793068776,0,0,0.0,0.020427096320867706,0,0.0,0.0,0.052001953125,0.083251953125
188,18.8,174.7627427830468,1046.24769682542,10.573153605474994,0,0,0.0,0.02224949039632895,0,0.0,0.0,0.053955078125,0.083251953125
189,18.900000000000002,175.86191286712273,1051.5245729770072,10.585199771582937,0,0,0.0,0.02416006925133924,0,0.0,0.0,0.053955078125,0.083251953125
