step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.000183484,0.000820464,668,0.000181915,0.0357288,0.00094138,0.0101929
100,0.0162201,0.00134958,7062,0.00596027,0.567751,0.00131917,0.107758
200,0.0517711,0.0030774,16949,0.0165951,0.649108,0.00200033,0.258621
300,0.118936,0.00355874,25649,0.0326671,0.799979,0.0029241,0.391373
400,0.226479,0.0027133,32499,0.0526243,0.887904,0.00372992,0.495895
500,0.376728,0.00638833,37641,0.0747229,0.946794,0.00436907,0.574356
600,0.571625,0.00342287,41342,0.0949895,0.915341,0.00473061,0.630829
700,0.798786,0.00289185,44097,0.115453,0.944147,0.00508883,0.672867
800,1.05328,0.00269422,45974,0.132785,0.960221,0.00535445,0.701508
900,1.30458,0.00420843,47293,0.146591,0.930553,0.00562041,0.721634
1000,1.57539,0.000614099,48370,0.16206,0.948413,0.00588231,0.738068
1100,1.84698,0.00207811,49062,0.171768,0.957874,0.0062022,0.748627
1200,2.09855,0.00521527,49712,0.182408,0.967984,0.00643393,0.758545
1300,2.33936,0.00521533,50251,0.192196,0.945068,0.00679887,0.766769
1400,2.60415,0.00025525,50821,0.19928,0.984076,0.00707105,0.775467
1500,2.81902,0.0021101,51268,0.204673,1.10423,0.00732596,0.782288
1600,3.03877,0.00409482,51685,0.212317,1.04075,0.00750435,0.788651
1700,3.26771,0.00376058,51944,0.21768,1.04498,0.00782049,0.792603
1800,3.44624,0.00296058,52325,0.220845,1.05614,0.00820337,0.798416
1900,3.59181,0.00185607,52509,0.222535,1.0315,0.00845252,0.801224
1999,3.74018,0.00257465,52597,0.228689,1.07345,0.00848692,0.802567
